"Embryo_ID","Experiment","Litter","Cellcount","TE_ICM","Treatment","Stage","Background","Gene1","Genotype1","Gene2","Genotype2","icm.count","Identity.man","count","pc.icm"
"120313_G4KO_A8","120313_G4KO_A","A",64,"TE","Littermate","64_90","CD1/mixed","any","wt","Gata4","ko",32,"TE",32,100
"120313_G4KO_A9","120313_G4KO_A","A",62,"TE","Littermate","32_64","CD1/mixed","any","wt","Gata4","het",25,"TE",37,148
"120513_G4KO_B1","120513_G4KO_B","B",93,"TE","Littermate","90_120","CD1/mixed","any","wt","Gata4","ko",29,"TE",64,220.689655172414
"120513_G4KO_B2","120513_G4KO_B","B",96,"TE","Littermate","90_120","CD1/mixed","any","wt","Gata4","wt",29,"TE",67,231.034482758621
"120513_G4KO_B3","120513_G4KO_B","B",92,"TE","Littermate","90_120","CD1/mixed","any","wt","Gata4","het",29,"TE",63,217.241379310345
"120513_G4KO_B4","120513_G4KO_B","B",98,"TE","Littermate","90_120","CD1/mixed","any","wt","Gata4","het",34,"TE",64,188.235294117647
"121613_G4KO_D1","121613_G4KO_D","D",114,"TE","Littermate","90_120","CD1/mixed","any","wt","Gata4","wt",44,"TE",70,159.090909090909
"121613_G4KO_D2","121613_G4KO_D","D",98,"TE","Littermate","90_120","CD1/mixed","any","wt","Gata4","het",32,"TE",66,206.25
"121613_G4KO_D3","121613_G4KO_D","D",107,"TE","Littermate","90_120","CD1/mixed","any","wt","Gata4","het",41,"TE",66,160.975609756098
"121613_G4KO_E1","121613_G4KO_E","E",55,"TE","Control","32_64","CD1/mixed","any","wt","Gata4","het",16,"TE",39,243.75
"121613_G4KO_E10","121613_G4KO_E","E",102,"TE","Control","90_120","CD1/mixed","any","wt","Gata4","het",29,"TE",73,251.724137931034
"121613_G4KO_E11","121613_G4KO_E","E",90,"TE","Control","90_120","CD1/mixed","any","wt","Gata4","het",21,"TE",69,328.571428571429
"121613_G4KO_E2","121613_G4KO_E","E",100,"TE","Control","90_120","CD1/mixed","any","wt","Gata4","het",38,"TE",62,163.157894736842
"121613_G4KO_E3","121613_G4KO_E","E",99,"TE","Control","90_120","CD1/mixed","any","wt","Gata4","het",16,"TE",83,518.75
"121613_G4KO_E4","121613_G4KO_E","E",110,"TE","Control","90_120","CD1/mixed","any","wt","Gata4","het",36,"TE",74,205.555555555556
"121613_G4KO_E5","121613_G4KO_E","E",119,"TE","Control","90_120","CD1/mixed","any","wt","Gata4","het",34,"TE",85,250
"121613_G4KO_E6","121613_G4KO_E","E",122,"TE","Control","120_150","CD1/mixed","any","wt","Gata4","ko",34,"TE",88,258.823529411765
"121613_G4KO_E7","121613_G4KO_E","E",121,"TE","Control","120_150","CD1/mixed","any","wt","Gata4","het",32,"TE",89,278.125
"121613_G4KO_E8","121613_G4KO_E","E",97,"TE","Control","90_120","CD1/mixed","any","wt","Gata4","het",19,"TE",78,410.526315789474
"121613_G4KO_E9","121613_G4KO_E","E",107,"TE","Control","90_120","CD1/mixed","any","wt","Gata4","ko",32,"TE",75,234.375
