"Embryo_ID","Cellcount","Stage","Genotype","icm.count","Identity.km","count","TE_ICM","Litter","Experiment","pc.icm","Gene"
"051314_4",99,2,2,21,"PRE",9,"ICM","no.litterID","no.experimentID",42.8571428571429,"FR1FR2"
"02Feb15 FR1_2_P11.xlsx",32,1,1,6,"PRE",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"02Feb15 FR1_2_P17.xlsx",64,2,1,25,"PRE",6,"ICM","no.litterID","no.experimentID",24,"FR1FR2"
"02Feb15 FR1_2_P18.xlsx",65,2,1,28,"PRE",12,"ICM","no.litterID","no.experimentID",42.8571428571429,"FR1FR2"
"02Feb15 FR1_2_P20.xlsx",90,2,1,26,"PRE",15,"ICM","no.litterID","no.experimentID",57.6923076923077,"FR1FR2"
"02Feb15 FR1_2_P26.xlsx",43,1,1,16,"PRE",1,"ICM","no.litterID","no.experimentID",6.25,"FR1FR2"
"02Feb15 FR1_2_P29.xlsx",49,1,1,20,"PRE",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"02Feb15 FR1_2_P3.xlsx",67,2,1,20,"PRE",5,"ICM","no.litterID","no.experimentID",25,"FR1FR2"
"02Feb15 FR1_2_P7.xlsx",64,2,1,31,"PRE",5,"ICM","no.litterID","no.experimentID",16.1290322580645,"FR1FR2"
"03May15 FR1_2 E35_2015_05_03__18_55_04__p04.xlsx",84,2,1,18,"PRE",7,"ICM","no.litterID","no.experimentID",38.8888888888889,"FR1FR2"
"03May15 FR1_2 E35_2015_05_03__18_55_04__p14.xlsx",63,1,1,14,"PRE",7,"ICM","no.litterID","no.experimentID",50,"FR1FR2"
"03May15 FR1_2 E35_2015_05_03__18_55_04__p15.xlsx",89,2,1,14,"PRE",12,"ICM","no.litterID","no.experimentID",85.7142857142857,"FR1FR2"
"05Jan15 FR1_2_P15.xlsx",57,1,1,29,"PRE",13,"ICM","no.litterID","no.experimentID",44.8275862068966,"FR1FR2"
"05Jan15 FR1_2_P8.xlsx",63,1,1,25,"PRE",14,"ICM","no.litterID","no.experimentID",56,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p28.xlsx",62,1,1,22,"PRE",5,"ICM","no.litterID","no.experimentID",22.7272727272727,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p29.xlsx",53,1,1,19,"PRE",6,"ICM","no.litterID","no.experimentID",31.5789473684211,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p31.xlsx",61,1,1,26,"PRE",8,"ICM","no.litterID","no.experimentID",30.7692307692308,"FR1FR2"
"10May15 FR1_2 E35_2015_05_10__18_38_41__p02.xlsx",53,1,1,4,"PRE",3,"ICM","no.litterID","no.experimentID",75,"FR1FR2"
"10May15 FR1_2 E35_2015_05_10__18_38_41__p05.xlsx",62,1,1,25,"PRE",14,"ICM","no.litterID","no.experimentID",56,"FR1FR2"
"10May15 FR1_2 E35_2015_05_10__18_38_41__p08.xlsx",62,1,1,13,"PRE",9,"ICM","no.litterID","no.experimentID",69.2307692307692,"FR1FR2"
"122414 FR1_2_P14.xlsx",92,2,1,23,"PRE",8,"ICM","no.litterID","no.experimentID",34.7826086956522,"FR1FR2"
"122414 FR1_2_P3.xlsx",148,3,1,70,"PRE",37,"ICM","no.litterID","no.experimentID",52.8571428571429,"FR1FR2"
"13Feb15 FR2 Cdx2 G6 Nan E35_2015_02_13__14_44_45__p2.xlsx",89,2,1,14,"PRE",1,"ICM","no.litterID","no.experimentID",7.14285714285714,"FR1FR2"
"13Feb15 FR2 Cdx2 G6 Nan E35_2015_02_13__14_44_45__p3.xlsx",110,3,1,17,"PRE",9,"ICM","no.litterID","no.experimentID",52.9411764705882,"FR1FR2"
"13Feb15 FR2 Cdx2 G6 Nan E35_2015_02_13__14_44_45__p4.xlsx",92,2,1,21,"PRE",7,"ICM","no.litterID","no.experimentID",33.3333333333333,"FR1FR2"
"17Feb15 FR1_2 Cdx2 G6 Nan E35__p1.xlsx",69,2,1,25,"PRE",0,"ICM","no.litterID","no.experimentID",0,"FR1FR2"
"18Jun15 FR1_FR12_E35_2015_06_18__11_19_45__p11_channel=0001_frame=0001_statistics.xlsx",93,2,1,30,"PRE",13,"ICM","no.litterID","no.experimentID",43.3333333333333,"FR1FR2"
"19May15 FR1_2_2015_05_19__15_35_58__p14.xlsx",97,2,1,29,"PRE",15,"ICM","no.litterID","no.experimentID",51.7241379310345,"FR1FR2"
"20Aug15 FR2_FR1_2 E35_2015_08_20__14_28_55__p07_channel=0001_frame=0001_statistics.xlsx",45,1,1,8,"PRE",2,"ICM","no.litterID","no.experimentID",25,"FR1FR2"
"20Aug15 FR2_FR1_2 E35_2015_08_20__14_28_55__p12_channel=0001_frame=0001_statistics.xlsx",63,1,1,25,"PRE",13,"ICM","no.litterID","no.experimentID",52,"FR1FR2"
"20Aug15 FR2_FR1_2 E35_2015_08_20__14_28_55__p15_channel=0001_frame=0001_statistics.xlsx",66,2,1,27,"PRE",13,"ICM","no.litterID","no.experimentID",48.1481481481481,"FR1FR2"
"23Jan15 FR1_2_P6.xlsx",74,2,1,23,"PRE",8,"ICM","no.litterID","no.experimentID",34.7826086956522,"FR1FR2"
"26Mar15 FR2 E35_2015_03_26__11_13_51__p3.xlsx",93,2,1,33,"PRE",12,"ICM","no.litterID","no.experimentID",36.3636363636364,"FR1FR2"
"27Mar15Cdx2G6Nan_p4.xlsx",59,1,1,21,"PRE",6,"ICM","no.litterID","no.experimentID",28.5714285714286,"FR1FR2"
"P1_channel=0001_frame=0001_statistics.xlsx",70,2,1,29,"PRE",20,"ICM","no.litterID","no.experimentID",68.9655172413793,"FR1FR2"
"P6_channel=0001_frame=0001_statistics.xlsx",111,3,1,28,"PRE",17,"ICM","no.litterID","no.experimentID",60.7142857142857,"FR1FR2"
"04NOv16_FR1E45_FR1single_2016_11_04__14_20_11__p01_channel=0001_frame=0001_statistics.xlsx",99,2,1,23,"PRE",17,"ICM","no.litterID","no.experimentID",73.9130434782609,"FR1FR2"
"04NOv16_FR1E45_FR1single_2016_11_04__14_20_11__p04_channel=0001_frame=0001_statistics.xlsx",93,2,1,23,"PRE",16,"ICM","no.litterID","no.experimentID",69.5652173913043,"FR1FR2"
"04NOv16_FR1E45_FR1single_2016_11_04__14_20_11__p05_channel=0001_frame=0001_statistics.xlsx",118,3,1,40,"PRE",2,"ICM","no.litterID","no.experimentID",5,"FR1FR2"
"18Aug16_FR1_2_E45_2016_08_18__12_40_45__p8_channel=0001_frame=0001_statistics.xlsx",103,3,1,31,"PRE",19,"ICM","no.litterID","no.experimentID",61.2903225806452,"FR1FR2"
"27Oct16_FR12_FR12FGF_FR2FGF_2016_10_27__06_36_30__p02_channel=0001_frame=0001_statistics.xlsx",96,2,1,33,"PRE",26,"ICM","no.litterID","no.experimentID",78.7878787878788,"FR1FR2"
"27Oct16_FR12_FR12FGF_FR2FGF_2016_10_27__06_36_30__p03_channel=0001_frame=0001_statistics.xlsx",117,3,1,35,"PRE",21,"ICM","no.litterID","no.experimentID",60,"FR1FR2"
"27Oct16_FR12_FR12FGF_FR2FGF_2016_10_27__06_36_30__p06_channel=0001_frame=0001_statistics.xlsx",149,3,1,90,"PRE",29,"ICM","no.litterID","no.experimentID",32.2222222222222,"FR1FR2"
"011314_8",77,2,1,25,"PRE",16,"ICM","no.litterID","no.experimentID",64,"FR1FR2"
"011714_3",65,2,1,25,"PRE",7,"ICM","no.litterID","no.experimentID",28,"FR1FR2"
"012414_6",60,1,1,17,"PRE",8,"ICM","no.litterID","no.experimentID",47.0588235294118,"FR1FR2"
"012414_7",61,1,1,14,"PRE",2,"ICM","no.litterID","no.experimentID",14.2857142857143,"FR1FR2"
"041015_2",88,2,1,22,"PRE",12,"ICM","no.litterID","no.experimentID",54.5454545454545,"FR1FR2"
"041015_4",81,2,1,19,"PRE",6,"ICM","no.litterID","no.experimentID",31.5789473684211,"FR1FR2"
"041015_5",81,2,1,23,"PRE",9,"ICM","no.litterID","no.experimentID",39.1304347826087,"FR1FR2"
"041015_6",79,2,1,15,"PRE",7,"ICM","no.litterID","no.experimentID",46.6666666666667,"FR1FR2"
"041015_7",93,2,1,28,"PRE",11,"ICM","no.litterID","no.experimentID",39.2857142857143,"FR1FR2"
"041015_8",71,2,1,18,"PRE",8,"ICM","no.litterID","no.experimentID",44.4444444444444,"FR1FR2"
"041015_9",72,2,1,24,"PRE",12,"ICM","no.litterID","no.experimentID",50,"FR1FR2"
"041015_10",69,2,1,19,"PRE",6,"ICM","no.litterID","no.experimentID",31.5789473684211,"FR1FR2"
"041314_3",42,1,1,18,"PRE",4,"ICM","no.litterID","no.experimentID",22.2222222222222,"FR1FR2"
"041314_6",74,2,1,15,"PRE",6,"ICM","no.litterID","no.experimentID",40,"FR1FR2"
"041314_10",83,2,1,18,"PRE",13,"ICM","no.litterID","no.experimentID",72.2222222222222,"FR1FR2"
"041514_1",59,1,1,6,"PRE",4,"ICM","no.litterID","no.experimentID",66.6666666666667,"FR1FR2"
"041614_4",106,3,1,23,"PRE",13,"ICM","no.litterID","no.experimentID",56.5217391304348,"FR1FR2"
"041614_9",100,3,1,25,"PRE",15,"ICM","no.litterID","no.experimentID",60,"FR1FR2"
"041614_10",97,2,1,20,"PRE",14,"ICM","no.litterID","no.experimentID",70,"FR1FR2"
"041714_2",104,3,1,28,"PRE",21,"ICM","no.litterID","no.experimentID",75,"FR1FR2"
"041714_6",91,2,1,23,"PRE",16,"ICM","no.litterID","no.experimentID",69.5652173913043,"FR1FR2"
"041714_7",104,3,1,24,"PRE",12,"ICM","no.litterID","no.experimentID",50,"FR1FR2"
"041714_8",99,2,1,26,"PRE",12,"ICM","no.litterID","no.experimentID",46.1538461538462,"FR1FR2"
"02Feb15 FR1_2_P24.xlsx",71,2,9,29,"TE",42,"TE","no.litterID","no.experimentID",144.827586206897,"FR1FR2"
"02Feb15 FR1_2_P28.xlsx",58,1,9,26,"TE",32,"TE","no.litterID","no.experimentID",123.076923076923,"FR1FR2"
"05Jan15 FR1_2_P1.xlsx",66,2,9,33,"TE",33,"TE","no.litterID","no.experimentID",100,"FR1FR2"
"05Jan15 FR1_2_P17.xlsx",62,1,9,31,"TE",31,"TE","no.litterID","no.experimentID",100,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p08.xlsx",75,2,9,36,"TE",39,"TE","no.litterID","no.experimentID",108.333333333333,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p13.xlsx",64,2,9,28,"TE",36,"TE","no.litterID","no.experimentID",128.571428571429,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p16.xlsx",33,1,9,7,"TE",26,"TE","no.litterID","no.experimentID",371.428571428571,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p19.xlsx",56,1,9,25,"TE",31,"TE","no.litterID","no.experimentID",124,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p24.xlsx",59,1,9,20,"TE",39,"TE","no.litterID","no.experimentID",195,"FR1FR2"
"23Jan15 FR1_2_P13.xlsx",82,2,9,20,"TE",62,"TE","no.litterID","no.experimentID",310,"FR1FR2"
"011314_4",97,2,9,29,"TE",68,"TE","no.litterID","no.experimentID",234.48275862069,"FR1FR2"
"042314_1",64,2,9,34,"TE",30,"TE","no.litterID","no.experimentID",88.2352941176471,"FR1FR2"
"050114_1",105,3,9,45,"TE",60,"TE","no.litterID","no.experimentID",133.333333333333,"FR1FR2"
"051314_5",85,2,9,31,"TE",54,"TE","no.litterID","no.experimentID",174.193548387097,"FR1FR2"
"051314_7",64,2,9,23,"TE",41,"TE","no.litterID","no.experimentID",178.260869565217,"FR1FR2"
"02Feb15 FR1_2_P22.xlsx",55,1,8,20,"TE",35,"TE","no.litterID","no.experimentID",175,"FR1FR2"
"02Feb15 FR1_2_P4.xlsx",47,1,8,13,"TE",34,"TE","no.litterID","no.experimentID",261.538461538462,"FR1FR2"
"03May15 FR1_2 E35_2015_05_03__18_55_04__p24.xlsx",84,2,8,16,"TE",68,"TE","no.litterID","no.experimentID",425,"FR1FR2"
"05Jan15 FR1_2_P11.xlsx",59,1,8,29,"TE",30,"TE","no.litterID","no.experimentID",103.448275862069,"FR1FR2"
"05Jan15 FR1_2_P21.xlsx",60,1,8,31,"TE",29,"TE","no.litterID","no.experimentID",93.5483870967742,"FR1FR2"
"05Jan15 FR1_2_P22.xlsx",61,1,8,41,"TE",20,"TE","no.litterID","no.experimentID",48.780487804878,"FR1FR2"
"05Jan15 FR1_2_P25.xlsx",67,2,8,25,"TE",42,"TE","no.litterID","no.experimentID",168,"FR1FR2"
"05Jan15 FR1_2_P6.xlsx",61,1,8,28,"TE",33,"TE","no.litterID","no.experimentID",117.857142857143,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p02.xlsx",92,2,8,21,"TE",71,"TE","no.litterID","no.experimentID",338.095238095238,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p06.xlsx",79,2,8,21,"TE",58,"TE","no.litterID","no.experimentID",276.190476190476,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p22.xlsx",55,1,8,21,"TE",34,"TE","no.litterID","no.experimentID",161.904761904762,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p23.xlsx",65,2,8,29,"TE",36,"TE","no.litterID","no.experimentID",124.137931034483,"FR1FR2"
"10May15 FR1_2 E35_2015_05_10__18_38_41__p11.xlsx",60,1,8,18,"TE",42,"TE","no.litterID","no.experimentID",233.333333333333,"FR1FR2"
"122414 FR1_2_P13.xlsx",89,2,8,15,"TE",74,"TE","no.litterID","no.experimentID",493.333333333333,"FR1FR2"
"17Feb15 FR1_2 Cdx2 G6 Nan E35__p6.xlsx",63,1,8,29,"TE",34,"TE","no.litterID","no.experimentID",117.241379310345,"FR1FR2"
"19May15 FR1_2_2015_05_19__15_35_58__p18.xlsx",99,2,8,36,"TE",63,"TE","no.litterID","no.experimentID",175,"FR1FR2"
"20Aug15 FR2_FR1_2 E35_2015_08_20__14_28_55__p09_channel=0001_frame=0001_statistics.xlsx",68,2,8,27,"TE",41,"TE","no.litterID","no.experimentID",151.851851851852,"FR1FR2"
"23Jan15 FR1_2_P12.xlsx",98,2,8,20,"TE",78,"TE","no.litterID","no.experimentID",390,"FR1FR2"
"27Mar15Cdx2G6Nan_p7.xlsx",68,2,8,31,"TE",37,"TE","no.litterID","no.experimentID",119.354838709677,"FR1FR2"
"011314_2",90,2,8,18,"TE",72,"TE","no.litterID","no.experimentID",400,"FR1FR2"
"011314_6",93,2,8,36,"TE",57,"TE","no.litterID","no.experimentID",158.333333333333,"FR1FR2"
"042314_2",52,1,8,15,"TE",37,"TE","no.litterID","no.experimentID",246.666666666667,"FR1FR2"
"051314_1",82,2,8,26,"TE",56,"TE","no.litterID","no.experimentID",215.384615384615,"FR1FR2"
"051314_6",82,2,8,23,"TE",59,"TE","no.litterID","no.experimentID",256.521739130435,"FR1FR2"
"051314_10",85,2,8,23,"TE",62,"TE","no.litterID","no.experimentID",269.565217391304,"FR1FR2"
"061114_2",69,2,8,18,"TE",51,"TE","no.litterID","no.experimentID",283.333333333333,"FR1FR2"
"061114_6",78,2,8,23,"TE",55,"TE","no.litterID","no.experimentID",239.130434782609,"FR1FR2"
"02Feb15 FR1_2_P19.xlsx",62,1,7,23,"TE",39,"TE","no.litterID","no.experimentID",169.565217391304,"FR1FR2"
"02Feb15 FR1_2_P2.xlsx",71,2,7,16,"TE",55,"TE","no.litterID","no.experimentID",343.75,"FR1FR2"
"02Feb15 FR1_2_P27.xlsx",88,2,7,30,"TE",58,"TE","no.litterID","no.experimentID",193.333333333333,"FR1FR2"
"02Feb15 FR1_2_P5.xlsx",64,2,7,19,"TE",45,"TE","no.litterID","no.experimentID",236.842105263158,"FR1FR2"
"02Feb15 FR1_2_P8.xlsx",91,2,7,29,"TE",62,"TE","no.litterID","no.experimentID",213.793103448276,"FR1FR2"
"03May15 FR1_2 E35_2015_05_03__18_55_04__p12.xlsx",57,1,7,19,"TE",38,"TE","no.litterID","no.experimentID",200,"FR1FR2"
"03May15 FR1_2 E35_2015_05_03__18_55_04__p13.xlsx",74,2,7,15,"TE",59,"TE","no.litterID","no.experimentID",393.333333333333,"FR1FR2"
"03May15 FR1_2 E35_2015_05_03__18_55_04__p20.xlsx",93,2,7,28,"TE",65,"TE","no.litterID","no.experimentID",232.142857142857,"FR1FR2"
"03May15 FR1_2 E35_2015_05_03__18_55_04__p21.xlsx",96,2,7,31,"TE",65,"TE","no.litterID","no.experimentID",209.677419354839,"FR1FR2"
"03May15 FR1_2 E35_2015_05_03__18_55_04__p25.xlsx",71,2,7,19,"TE",52,"TE","no.litterID","no.experimentID",273.684210526316,"FR1FR2"
"05Jan15 FR1_2_P2.xlsx",62,1,7,36,"TE",26,"TE","no.litterID","no.experimentID",72.2222222222222,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p25.xlsx",51,1,7,20,"TE",31,"TE","no.litterID","no.experimentID",155,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p30.xlsx",60,1,7,25,"TE",35,"TE","no.litterID","no.experimentID",140,"FR1FR2"
"10May15 FR1_2 E35_2015_05_10__18_38_41__p01.xlsx",62,1,7,16,"TE",46,"TE","no.litterID","no.experimentID",287.5,"FR1FR2"
"10May15 FR1_2 E35_2015_05_10__18_38_41__p07.xlsx",68,2,7,15,"TE",53,"TE","no.litterID","no.experimentID",353.333333333333,"FR1FR2"
"10May15 FR1_2 E35_2015_05_10__18_38_41__p13.xlsx",65,2,7,23,"TE",42,"TE","no.litterID","no.experimentID",182.608695652174,"FR1FR2"
"10May15 FR1_2 E35_2015_05_10__18_38_41__p14.xlsx",51,1,7,2,"TE",49,"TE","no.litterID","no.experimentID",2450,"FR1FR2"
"122414 FR1_2_P11.xlsx",109,3,7,20,"TE",89,"TE","no.litterID","no.experimentID",445,"FR1FR2"
"122414 FR1_2_P5.xlsx",88,2,7,24,"TE",64,"TE","no.litterID","no.experimentID",266.666666666667,"FR1FR2"
"122414 FR1_2_P8.xlsx",165,3,7,60,"TE",105,"TE","no.litterID","no.experimentID",175,"FR1FR2"
"13Feb15 FR2 Cdx2 G6 Nan E35_2015_02_13__14_44_45__p1.xlsx",92,2,7,23,"TE",69,"TE","no.litterID","no.experimentID",300,"FR1FR2"
"13Feb15 FR2 Cdx2 G6 Nan E35_2015_02_13__14_44_45__p5.xlsx",102,3,7,29,"TE",73,"TE","no.litterID","no.experimentID",251.724137931034,"FR1FR2"
"17Feb15 FR1_2 Cdx2 G6 Nan E35__p5.xlsx",65,2,7,19,"TE",46,"TE","no.litterID","no.experimentID",242.105263157895,"FR1FR2"
"19May15 FR1_2_2015_05_19__15_35_58__p11.xlsx",85,2,7,26,"TE",59,"TE","no.litterID","no.experimentID",226.923076923077,"FR1FR2"
"20Aug15 FR2_FR1_2 E35_2015_08_20__14_28_55__p01_channel=0001_frame=0001_statistics.xlsx",60,1,7,24,"TE",36,"TE","no.litterID","no.experimentID",150,"FR1FR2"
"20Aug15 FR2_FR1_2 E35_2015_08_20__14_28_55__p05_channel=0001_frame=0001_statistics.xlsx",37,1,7,9,"TE",28,"TE","no.litterID","no.experimentID",311.111111111111,"FR1FR2"
"20Aug15 FR2_FR1_2 E35_2015_08_20__14_28_55__p11_channel=0001_frame=0001_statistics.xlsx",62,1,7,24,"TE",38,"TE","no.litterID","no.experimentID",158.333333333333,"FR1FR2"
"26Mar15 FR2 E35_2015_03_26__11_13_51__p5.xlsx",92,2,7,28,"TE",64,"TE","no.litterID","no.experimentID",228.571428571429,"FR1FR2"
"27Mar15Cdx2G6Nan_p1.xlsx",59,1,7,19,"TE",40,"TE","no.litterID","no.experimentID",210.526315789474,"FR1FR2"
"27Mar15Cdx2G6Nan_p5.xlsx",66,2,7,30,"TE",36,"TE","no.litterID","no.experimentID",120,"FR1FR2"
"012414_4",51,1,7,16,"TE",35,"TE","no.litterID","no.experimentID",218.75,"FR1FR2"
"012414_5",71,2,7,22,"TE",49,"TE","no.litterID","no.experimentID",222.727272727273,"FR1FR2"
"012414_3",83,2,7,20,"TE",63,"TE","no.litterID","no.experimentID",315,"FR1FR2"
"012414_8",83,2,7,19,"TE",64,"TE","no.litterID","no.experimentID",336.842105263158,"FR1FR2"
"041714_3",84,2,7,18,"TE",66,"TE","no.litterID","no.experimentID",366.666666666667,"FR1FR2"
"02Feb15 FR1_2_P15.xlsx",67,2,6,22,"TE",45,"TE","no.litterID","no.experimentID",204.545454545455,"FR1FR2"
"05Jan15 FR1_2_P12.xlsx",63,1,6,27,"TE",36,"TE","no.litterID","no.experimentID",133.333333333333,"FR1FR2"
"05Jan15 FR1_2_P16.xlsx",57,1,6,44,"TE",13,"TE","no.litterID","no.experimentID",29.5454545454545,"FR1FR2"
"05Jan15 FR1_2_P19.xlsx",62,1,6,32,"TE",30,"TE","no.litterID","no.experimentID",93.75,"FR1FR2"
"122414 FR1_2_P2.xlsx",107,3,6,33,"TE",74,"TE","no.litterID","no.experimentID",224.242424242424,"FR1FR2"
"17Feb15 FR1_2 Cdx2 G6 Nan E35__p2.xlsx",61,1,6,29,"TE",32,"TE","no.litterID","no.experimentID",110.344827586207,"FR1FR2"
"04NOv16_FR1E45_FR1single_2016_11_04__14_20_11__p06_channel=0001_frame=0001_statistics.xlsx",154,3,6,45,"TE",109,"TE","no.litterID","no.experimentID",242.222222222222,"FR1FR2"
"18Aug16_FR1_2_E45_2016_08_18__12_40_45__p1_channel=0001_frame=0001_statistics.xlsx",115,3,6,37,"TE",78,"TE","no.litterID","no.experimentID",210.810810810811,"FR1FR2"
"18Aug16_FR1_2_E45_2016_08_18__12_40_45__p2_channel=0001_frame=0001_statistics.xlsx",125,3,6,49,"TE",76,"TE","no.litterID","no.experimentID",155.102040816327,"FR1FR2"
"18Aug16_FR1_2_E45_2016_08_18__12_40_45__p7_channel=0001_frame=0001_statistics.xlsx",94,2,6,24,"TE",70,"TE","no.litterID","no.experimentID",291.666666666667,"FR1FR2"
"011314_7",97,2,6,29,"TE",68,"TE","no.litterID","no.experimentID",234.48275862069,"FR1FR2"
"041314_1",49,1,6,11,"TE",38,"TE","no.litterID","no.experimentID",345.454545454545,"FR1FR2"
"041314_7",63,1,6,4,"TE",59,"TE","no.litterID","no.experimentID",1475,"FR1FR2"
"041514_3",84,2,6,7,"TE",77,"TE","no.litterID","no.experimentID",1100,"FR1FR2"
"042314_3",60,1,6,23,"TE",37,"TE","no.litterID","no.experimentID",160.869565217391,"FR1FR2"
"051314_2",84,2,6,32,"TE",52,"TE","no.litterID","no.experimentID",162.5,"FR1FR2"
"051314_8",86,2,6,32,"TE",54,"TE","no.litterID","no.experimentID",168.75,"FR1FR2"
"02Feb15 FR1_2_P1.xlsx",64,2,5,26,"TE",38,"TE","no.litterID","no.experimentID",146.153846153846,"FR1FR2"
"02Feb15 FR1_2_P10.xlsx",72,2,5,13,"TE",59,"TE","no.litterID","no.experimentID",453.846153846154,"FR1FR2"
"02Feb15 FR1_2_P13.xlsx",62,1,5,28,"TE",34,"TE","no.litterID","no.experimentID",121.428571428571,"FR1FR2"
"02Feb15 FR1_2_P14.xlsx",72,2,5,18,"TE",54,"TE","no.litterID","no.experimentID",300,"FR1FR2"
"02Feb15 FR1_2_P25.xlsx",37,1,5,13,"TE",24,"TE","no.litterID","no.experimentID",184.615384615385,"FR1FR2"
"02Feb15 FR1_2_P30.xlsx",63,1,5,22,"TE",41,"TE","no.litterID","no.experimentID",186.363636363636,"FR1FR2"
"02Feb15 FR1_2_P32.xlsx",67,2,5,23,"TE",44,"TE","no.litterID","no.experimentID",191.304347826087,"FR1FR2"
"02Feb15 FR1_2_P9.xlsx",58,1,5,26,"TE",32,"TE","no.litterID","no.experimentID",123.076923076923,"FR1FR2"
"03May15 FR1_2 E35_2015_05_03__18_55_04__p05.xlsx",73,2,5,13,"TE",60,"TE","no.litterID","no.experimentID",461.538461538461,"FR1FR2"
"03May15 FR1_2 E35_2015_05_03__18_55_04__p06.xlsx",91,2,5,23,"TE",68,"TE","no.litterID","no.experimentID",295.652173913043,"FR1FR2"
"03May15 FR1_2 E35_2015_05_03__18_55_04__p18.xlsx",67,2,5,26,"TE",41,"TE","no.litterID","no.experimentID",157.692307692308,"FR1FR2"
"03May15 FR1_2 E35_2015_05_03__18_55_04__p19.xlsx",56,1,5,23,"TE",33,"TE","no.litterID","no.experimentID",143.478260869565,"FR1FR2"
"03May15 FR1_2 E35_2015_05_03__18_55_04__p23.xlsx",68,2,5,20,"TE",48,"TE","no.litterID","no.experimentID",240,"FR1FR2"
"05Jan15 FR1_2_P3.xlsx",60,1,5,34,"TE",26,"TE","no.litterID","no.experimentID",76.4705882352941,"FR1FR2"
"05Jan15 FR1_2_P4.xlsx",57,1,5,24,"TE",33,"TE","no.litterID","no.experimentID",137.5,"FR1FR2"
"05Jan15 FR1_2_P5.xlsx",63,1,5,32,"TE",31,"TE","no.litterID","no.experimentID",96.875,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p05.xlsx",84,2,5,20,"TE",64,"TE","no.litterID","no.experimentID",320,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p09.xlsx",100,3,5,35,"TE",65,"TE","no.litterID","no.experimentID",185.714285714286,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p11.xlsx",69,2,5,17,"TE",52,"TE","no.litterID","no.experimentID",305.882352941176,"FR1FR2"
"07FR1_2 Cdx2 G6 Nan E35_2015_04_07__13_34_00__p15.xlsx",64,2,5,30,"TE",34,"TE","no.litterID","no.experimentID",113.333333333333,"FR1FR2"
"10May15 FR1_2 E35_2015_05_10__18_38_41__p12.xlsx",64,2,5,22,"TE",42,"TE","no.litterID","no.experimentID",190.909090909091,"FR1FR2"
"122414 FR1_2_P10.xlsx",144,3,5,80,"TE",64,"TE","no.litterID","no.experimentID",80,"FR1FR2"
"122414 FR1_2_P12.xlsx",88,2,5,20,"TE",68,"TE","no.litterID","no.experimentID",340,"FR1FR2"
"122414 FR1_2_P4.xlsx",154,3,5,92,"TE",62,"TE","no.litterID","no.experimentID",67.3913043478261,"FR1FR2"
"17Feb15 FR1_2 Cdx2 G6 Nan E35__p7.xlsx",64,2,5,22,"TE",42,"TE","no.litterID","no.experimentID",190.909090909091,"FR1FR2"
"18Jun15 FR1_FR12_E35_2015_06_18__11_19_45__p02_channel=0001_frame=0001_statistics.xlsx",92,2,5,22,"TE",70,"TE","no.litterID","no.experimentID",318.181818181818,"FR1FR2"
"18Jun15 FR1_FR12_E35_2015_06_18__11_19_45__p05_channel=0001_frame=0001_statistics.xlsx",105,3,5,24,"TE",81,"TE","no.litterID","no.experimentID",337.5,"FR1FR2"
"18Jun15 FR1_FR12_E35_2015_06_18__11_19_45__p06_channel=0001_frame=0001_statistics.xlsx",95,2,5,29,"TE",66,"TE","no.litterID","no.experimentID",227.586206896552,"FR1FR2"
"19May15 FR1_2_2015_05_19__15_35_58__p07.xlsx",77,2,5,24,"TE",53,"TE","no.litterID","no.experimentID",220.833333333333,"FR1FR2"
"19May15 FR1_2_2015_05_19__15_35_58__p09.xlsx",65,2,5,21,"TE",44,"TE","no.litterID","no.experimentID",209.52380952381,"FR1FR2"
