Embryo_ID,Cell_ID,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum
112018Abl_EA7,21,I,13277,164.36,160.39,22.661,18.207,2.42E+05,177.13,2.35E+06,188.22,2.50E+06
112018Abl_EA7,22,I,13881,92.305,180.07,23.896,18.267,2.54E+05,184.58,2.56E+06,174.98,2.43E+06
112018Abl_EA7,23,I,8233,97.147,273.1,22.415,18.078,1.49E+05,143.36,1.18E+06,147.89,1.22E+06
112018Abl_EA7,24,I,15647,395.06,391.43,23.596,18.025,2.82E+05,153.37,2.40E+06,137.31,2.15E+06
112018Abl_EA7,25,I,12500,99.318,228.9,24,18.164,2.27E+05,171.95,2.15E+06,178.72,2.23E+06
112018Abl_EA7,26,I,10404,58.406,294.78,24.772,18.424,1.92E+05,216.07,2.25E+06,160.46,1.67E+06
112018Abl_EA7,27,I,13920,470.69,282.04,28.714,18.069,2.52E+05,158,2.20E+06,116.74,1.63E+06
112018Abl_EA7,28,I,14270,150.09,124.91,29.837,18.068,2.58E+05,197.37,2.82E+06,161.5,2.30E+06
112018Abl_EA7,29,I,15860,154.3,210.79,29.866,17.971,2.85E+05,187.94,2.98E+06,141.98,2.25E+06
112018Abl_EA7,30,I,12666,115.47,328.67,27.889,17.975,2.28E+05,158,2.00E+06,160.52,2.03E+06
112018Abl_EA7,31,I,7397,129.58,259.29,28.548,17.976,1.33E+05,139.44,1.03E+06,119.27,8.82E+05
112018Abl_EA7,32,M,25478,34.677,222.52,31.43,18.16,4.63E+05,124,3.16E+06,147.3,3.75E+06
112018Abl_EA7,33,I,11907,107.84,187.68,32.624,17.621,2.10E+05,160.61,1.91E+06,157.24,1.87E+06
112018Abl_EA7,34,I,15355,347.79,74.124,38.855,18.926,2.91E+05,381.23,5.85E+06,162.69,2.50E+06
112018Abl_EA7,35,I,9674,115,286.02,35.407,17.689,1.71E+05,117.07,1.13E+06,176.33,1.71E+06
112018Abl_EA7,36,I,11393,78.268,333.63,38.443,18.037,2.06E+05,182.35,2.08E+06,151.69,1.73E+06
112018Abl_EA7,37,I,11730,134.28,155.05,37.432,18.686,2.19E+05,145.57,1.71E+06,188.25,2.21E+06
112018Abl_EA7,38,I,12447,121.07,338.63,38.489,17.809,2.22E+05,114.04,1.42E+06,161.76,2.01E+06
112018Abl_EA7,39,I,13366,60.265,250.78,41.083,17.826,2.38E+05,130.33,1.74E+06,160.62,2.15E+06
112018Abl_EA7,40,I,9219,73.279,283.02,40.208,17.766,1.64E+05,134.28,1.24E+06,140.32,1.29E+06
112018Abl_EA7,41,I,11598,448.93,130.1,41.344,18.504,2.15E+05,242.87,2.82E+06,169.33,1.96E+06
112018Abl_EA7,42,I,14376,212.99,85.936,43.831,17.581,2.53E+05,108.45,1.56E+06,168.6,2.42E+06
112018Abl_EA7,43,I,13079,89.746,185.61,42.419,18.162,2.38E+05,129.38,1.69E+06,160.74,2.10E+06
112018Abl_EA7,44,I,13737,131.59,213,44.608,17.265,2.37E+05,97.138,1.33E+06,135.25,1.86E+06
112018Abl_EA7,45,I,19119,493.9,268.8,45.892,17.602,3.37E+05,125.57,2.40E+06,186.02,3.56E+06
112018Abl_EA7,46,I,12288,422.17,413.91,47.547,17.989,2.21E+05,144.68,1.78E+06,149.83,1.84E+06
112018Abl_EA7,47,I,26460,156.1,412.98,48.309,17.45,4.62E+05,87.414,2.31E+06,100.64,2.66E+06
112018Abl_EA7,48,I,13568,329.2,456.79,47.669,18.143,2.46E+05,147.12,2.00E+06,166.59,2.26E+06
112018Abl_EA7,49,I,15846,109.99,289.07,48.572,17.399,2.76E+05,95.017,1.51E+06,173.85,2.75E+06
112018Abl_EA7,50,I,12720,121.74,185.47,53.528,17.711,2.25E+05,87.176,1.11E+06,142.26,1.81E+06
112018Abl_EA7,51,I,26635,90.59,331.55,52.748,17.541,4.67E+05,83.925,2.24E+06,143.42,3.82E+06
112018Abl_EA7,52,I,18758,136.4,144.96,55.684,17.508,3.28E+05,93.824,1.76E+06,143.27,2.69E+06
112018Abl_EA7,53,I,18794,72.196,225.85,57.23,17.325,3.26E+05,49.891,9.38E+05,167.29,3.14E+06
112018Abl_EA7,55,I,19317,422.49,104.83,59.513,17.788,3.44E+05,129.24,2.50E+06,123.03,2.38E+06
112018Abl_EA7,56,I,10263,495.9,201.82,63.168,18.102,1.86E+05,184.03,1.89E+06,147.54,1.51E+06
112018Abl_EA7,57,I,17559,112.42,310.73,65.15,17.132,3.01E+05,56.482,9.92E+05,126.73,2.23E+06
112018Abl_EA7,58,I,19089,411.33,403.86,64.581,17.571,3.35E+05,77.393,1.48E+06,150.68,2.88E+06
112018Abl_EA7,59,I,21430,168.1,153.05,70.029,17.061,3.66E+05,51.714,1.11E+06,170.61,3.66E+06
112018Abl_EA7,60,I,18655,292.91,81.685,71.177,17.376,3.24E+05,80.904,1.51E+06,145.65,2.72E+06
112018Abl_EA7,61,I,27326,459.8,338.62,73.287,17.424,4.76E+05,89.948,2.46E+06,111.83,3.06E+06
112018Abl_EA7,62,I,12942,270.3,424.84,73.445,17.522,2.27E+05,89.724,1.16E+06,210.17,2.72E+06
112018Abl_EA7,63,I,26203,477.36,226.91,76.815,17.58,4.61E+05,127.39,3.34E+06,126.68,3.32E+06
112018Abl_EA7,64,I,33681,211.82,372.25,82.167,17.304,5.83E+05,72.305,2.44E+06,191.2,6.44E+06
112018Abl_EA7,65,I,29197,177.23,241.33,85.409,17.092,4.99E+05,45.339,1.32E+06,147.36,4.30E+06
112018Abl_EA7,66,I,44820,376.95,156.92,90.559,17.219,7.72E+05,68.814,3.08E+06,181.22,8.12E+06
112018Abl_EA7,67,I,45824,309.16,350.12,90.483,17.323,7.94E+05,75.617,3.47E+06,169.44,7.76E+06
112018Abl_EA7,68,I,29787,264.09,166.69,91.969,17.329,5.16E+05,83.843,2.50E+06,176.6,5.26E+06
112018Abl_EA7,69,I,18356,394.31,282.05,93.358,17.465,3.21E+05,87.645,1.61E+06,192.33,3.53E+06
112018Abl_EA7,70,I,8443,300.43,254.58,96.063,17.235,1.46E+05,102.64,8.67E+05,150.09,1.27E+06
