"Experiment","Embryo_ID","Experimenter","Treatment","Cell_ID","Identity.man","Size","X","Y","Z","CH1.Avg","CH2.Avg","CH3.Avg","CH4.Avg","CH5.Avg","TE_ICM","Stage","CH1.ebLogCor","CH4.ebLogCor","CH5.ebLogCor","Identity.km","Exp_date","Img_date","Gene1","Gene2","Genotype1","Genotype2","Background","Litter","Cellcount","icm.count","litter.median","CH4.ebLogCor.l","CH5.ebLogCor.l","id.cluster","Identity.hc"
"041114_R5","041114_R5_LM2","NS","Littermate",36,"EPI",13378,239.16,246.34,50.803,11.581,0,52.655,3.8565,33.124,"ICM","32_64",4.86773,3.595869,5.37607,"DP",20140411,20140417,"any","any","wt","wt","CD1/mixed","041114_R5",38,16,38,0.6255481,0.8686564,3,"EPI"
"061014_2","061014_2_5","KW","Littermate",56,"EPI",8017,105.05,146.58,33.522,73.064,1.5941,60.82,11.252,129.8,"ICM","90_120",5.445529,3.938208,6.391154,"DP",20140610,20140624,"any","any","wt","wt","CD1/mixed","061014_2",111,40,102,0.5924189,0.8761321,3,"EPI"
"112415_LMb","112415_LMb2","NS","Littermate",73,"EPI",26305,138.43,238.28,43.632,50.241,1.696,30.102,8.217,169.429,"ICM","120_150",5.368634,3.045659,5.716885,"EPI",20151124,20151201,"any","any","wt","wt","CD1/mixed","112415_LMb",128,31,135,0.5207808,0.9334816,3,"EPI"
"060915_R4","060915_R4_LM2","NS","Littermate",10,"EPI",5643,138.11,245.7,10.045,189.51,0.97625,30.113,18.43,211.3,"ICM","90_120",5.539873,3.228928,5.790404,"EPI",20150609,20150617,"any","any","wt","wt","CD1/mixed","060915_R4",114,31,114,0.5899674,0.8919296,3,"EPI"
"032514_R4","032514_R4_LM1","NS","Littermate",14,"EPI",9310,153.67,222.24,18.2,135.97,0.038024,54.271,14.363,116.18,"ICM","64_90",5.472356,3.537647,5.824756,"EPI",20140325,20140404,"any","any","wt","wt","CD1/mixed","032514_R4",80,28,85,0.6003359,0.802637,3,"EPI"
"060414_1","060414_1_13","KW","Littermate",38,"EPI",15869,177.15,222.85,50.916,21.952,0.011091,54.017,0.71901,16.957,"ICM","32_64",5.459461,3.782453,7.000495,"DP",20140604,20140624,"any","any","wt","wt","CD1/mixed","060414_1",44,14,40,0.6611691,0.8817937,3,"EPI"
"102214_R4","102214_R4_LM2","NS","Littermate",27,"EPI",6361,114.84,258.55,21.334,64.976,1.3073,37.316,6.7294,74.38,"ICM","90_120",5.035206,2.6154,4.992991,"EPI",20141022,20141106,"any","any","wt","wt","CD1/mixed","102214_R4",100,38,100,0.482038,0.8861146,3,"EPI"
"102214_R4","102214_R4_LM2","NS","Littermate",29,"EPI",7094,166.06,288.42,22.726,60.26,1.0018,34.19,9.895,131.92,"ICM","90_120",5.016048,3.047193,5.610616,"EPI",20141022,20141106,"any","any","wt","wt","CD1/mixed","102214_R4",100,38,100,0.5616207,0.9957255,3,"EPI"
"061014_2","061014_2_1","KW","Littermate",101,"EPI",3195,134.48,257.94,52.513,14.141,0.050078,61.306,2.1834,15.708,"ICM","90_120",4.732753,3.158504,6.0065,"EPI",20140610,20140624,"any","any","wt","wt","CD1/mixed","061014_2",112,42,102,0.4751292,0.8234017,3,"EPI"
"050815_R4a","050815_R4_LMa1","NS","Littermate",49,"EPI",1509,193.43,165.28,26.733,98.836,0.99006,30.229,10.529,195.73,"ICM","90_120",5.734938,3.459606,6.167281,"EPI",20150508,20150519,"any","any","wt","wt","CD1/mixed","050815_R4a",98,33,98,0.6130684,0.8941694,3,"EPI"
"050815_R4a","050815_R4_LMa1","NS","Littermate",51,"EPI",4291,147.36,259.51,30.716,59.172,0.08343,28.705,8.8667,138.75,"ICM","90_120",5.391996,3.452482,5.955903,"EPI",20150508,20150519,"any","any","wt","wt","CD1/mixed","050815_R4a",98,33,98,0.611806,0.8635225,3,"EPI"
"061014_4","061014_4_3","KW","Littermate",103,"EPI",8008,114.94,233.43,56.817,26.659,0.0041209,60.403,0.23002,1.7981,"ICM","120_150",6.122405,3.421521,7.244998,"EPI",20140610,20140707,"any","any","wt","wt","CD1/mixed","061014_4",124,42,112,0.4964036,0.8143356,3,"EPI"
"061014_2","061014_2_4","KW","Littermate",68,"EPI",8216,166.38,281.62,36.312,25.399,0.075219,55.622,0.64849,36.826,"ICM","64_90",5.360214,2.179214,5.861646,"EPI",20140610,20140624,"any","any","wt","wt","CD1/mixed","061014_2",66,18,102,0.327816,0.8035445,3,"EPI"
"060915_R4","060915_R4_LM2","NS","Littermate",44,"EPI",2889,131.97,229.34,24.015,92.867,0.21045,33.256,8.2143,137.14,"ICM","90_120",5.237467,2.858836,5.966055,"EPI",20150609,20150617,"any","any","wt","wt","CD1/mixed","060915_R4",114,31,114,0.5223467,0.9189862,3,"EPI"
"112415_LMb","112415_LMb5","NS","Littermate",109.2,"EPI",5507,91.841,296.09,49.843,47.322,0.589,26.847,2.183,149.363,"ICM","120_150",5.623336,2.474034,5.661735,"EPI",20151124,20151201,"any","any","wt","wt","CD1/mixed","112415_LMb",136,47,135,0.4230379,0.9244764,3,"EPI"
"061014_4","061014_4_4","KW","Littermate",85,"EPI",2684,145.12,293.29,45.549,32.557,0.011177,54.299,0.28651,62.452,"ICM","90_120",5.592393,2.394006,8.873092,"EPI",20140610,20140707,"any","any","wt","wt","CD1/mixed","061014_4",112,46,112,0.3473289,0.9973328,3,"EPI"
"032514_R4","032514_R4_LM2","NS","Littermate",63,"EPI",5697,101.02,285,51.415,27.952,0.00070212,50.564,0.94857,78.486,"ICM","64_90",4.651247,2.349745,7.257024,"EPI",20140325,20140404,"any","any","wt","wt","CD1/mixed","032514_R4",85,26,85,0.3987499,1,3,"EPI"
"061014_2","061014_2_1","KW","Littermate",28,"EPI",8630,110.83,273.69,19.989,118.75,0.23001,70.214,16.21,231.53,"ICM","90_120",5.570166,3.690655,6.682702,"DP",20140610,20140624,"any","any","wt","wt","CD1/mixed","061014_2",112,42,102,0.5551799,0.916099,3,"EPI"
"061014_2","061014_2_1","KW","Littermate",34,"EPI",7168,112.54,335.13,20.282,152.07,0.87263,76.474,13.265,63.981,"ICM","90_120",5.829113,3.503423,5.414727,"EPI",20140610,20140624,"any","any","wt","wt","CD1/mixed","061014_2",112,42,102,0.5270148,0.7422785,3,"EPI"
"052715_R4b","052715_R4_LMb2","NS","Littermate",70,"EPI",4768,159.17,283.02,58.966,18.719,0.11011,31.07,3.315,38.947,"ICM","64_90",5.028574,3.860881,5.535911,"DP",20150527,20150610,"any","any","wt","wt","CD1/mixed","052715_R4b",79,24,105,0.6563801,0.8935357,3,"EPI"
"032514_R3","032514_R3_LM2","NS","Littermate",6,"EPI",15565,228,271.06,9.5726,146.09,2.6282,54.738,28.995,162.42,"ICM","64_90",5.243435,3.819889,5.612342,"DP",20140325,20140404,"any","any","wt","wt","CD1/mixed","032514_R3",76,21,76,0.5963988,0.7487712,3,"EPI"
"102214_R4","102214_R4_LM2","NS","Littermate",53,"EPI",9859,151.84,204.26,35.899,51.434,1.4004,34.931,9.499,67.811,"ICM","90_120",5.389431,3.444071,5.36737,"EPI",20141022,20141106,"any","any","wt","wt","CD1/mixed","102214_R4",100,38,100,0.6347683,0.9525562,3,"EPI"
"032514_R3","032514_R3_LM2","NS","Littermate",5,"EPI",12723,216.83,230.28,9.6904,150.35,0.41822,52.998,16.102,186.48,"ICM","64_90",5.275368,3.237284,5.756906,"EPI",20140325,20140404,"any","any","wt","wt","CD1/mixed","032514_R3",76,21,76,0.5054367,0.7680582,3,"EPI"
"112415_LMb","112415_LMb3","NS","Littermate",33,"EPI",12888,154.77,292.22,18.668,148.45,1.6376,30.209,7.7459,115.63,"ICM","120_150",5.629824,2.336107,5.237638,"EPI",20151124,20151201,"any","any","wt","wt","CD1/mixed","112415_LMb",133,45,135,0.3994537,0.8552277,3,"EPI"
"052714_R4b","052714_R4_LMb2","NS","Littermate",65,"EPI",157,169.38,295.05,34.631,86.287,2.2357,46.108,0.46497,41.312,"ICM","90_120",5.877251,1.589853,5.103133,"EPI",20140527,20140616,"any","any","wt","wt","CD1/mixed","052714_R4b",107,37,107,0.263291,0.8955223,3,"EPI"
"072814_R3P","072814_R3P_LM1","NS","Littermate",3,"EPI",8115,215.65,252.38,4.8249,179.81,0.10437,33.468,9.4264,227.03,"ICM","32_64",5.367467,2.602307,5.653561,"EPI",20140728,20140814,"any","any","wt","wt","CD1/mixed","072814_R3P",61,24,61,0.4446441,0.882118,3,"EPI"
"072814_R3P","072814_R3P_LM1","NS","Littermate",5,"EPI",8405,260.67,271.44,4.7957,170.34,0.14004,33.455,11.676,235.01,"ICM","32_64",5.3123,2.814155,5.686724,"EPI",20140728,20140814,"any","any","wt","wt","CD1/mixed","072814_R3P",61,24,61,0.4808415,0.8872924,3,"EPI"
"061014_2","061014_2_2","KW","Littermate",47,"EPI",6701,120.68,211.95,30.004,69.526,0.66498,65.522,11.786,133.3,"ICM","90_120",5.15616,3.890585,6.139078,"DP",20140610,20140624,"any","any","wt","wt","CD1/mixed","061014_2",93,32,102,0.5852551,0.8415762,3,"EPI"
"081815_R6a","081815_R6_LMa","NS","Littermate",80,"EPI",137,179.05,265.74,32.526,50.92,0.014599,24.511,0.92701,41.263,"ICM","120_150",5.497344,2.13287,4.820648,"EPI",20150818,20150831,"any","any","wt","wt","CD1/mixed","081815_R6a",148,45,148,0.3230713,0.8160239,3,"EPI"
"112415_LMb","112415_LMb3","NS","Littermate",54,"EPI",7412,131.02,262.93,24.654,137.79,0.86306,29.593,6.6697,121.65,"ICM","120_150",5.757183,2.279168,5.444627,"EPI",20151124,20151201,"any","any","wt","wt","CD1/mixed","112415_LMb",133,45,135,0.3897175,0.8890259,3,"EPI"
"032514_R3","032514_R3_LM1","NS","Littermate",15,"EPI",12244,230.97,261.87,18.457,128.69,1.1433,49.398,13.537,165.89,"ICM","64_90",5.655477,3.436582,5.953091,"EPI",20140325,20140404,"any","any","wt","wt","CD1/mixed","032514_R3",72,32,76,0.536553,0.7942322,3,"EPI"
"052714_R4b","052714_R4_LMb2","NS","Littermate",72.86,"EPI",10111,138.4,263.5,41.434,92.084,0.04314,39.341,0.60458,18.515,"ICM","90_120",6.221138,2.315069,4.572043,"EPI",20140527,20140616,"any","any","wt","wt","CD1/mixed","052714_R4b",107,37,107,0.383392,0.8023241,3,"EPI"
"020614_R4","020614_R4_LM1","NS","Littermate",32,"EPI",11759,106.04,253.55,38.644,87.194,0.78595,28.544,34.972,251.64,"ICM","90_120",5.581711,4.582307,6.644946,"DP",20140206,20140224,"any","any","wt","wt","CD1/mixed","020614_R4",93,26,98,0.6723151,0.8979679,3,"EPI"
"052714_R4b","052714_R4_LMb2","NS","Littermate",75,"EPI",3987,206.62,249.83,39.719,40.402,0.12415,45.485,0.34286,35.393,"ICM","90_120",5.327017,1.631338,5.151535,"EPI",20140527,20140616,"any","any","wt","wt","CD1/mixed","052714_R4b",107,37,107,0.2701612,0.9040161,3,"EPI"
"061014_3","061014_3_7","KW","Littermate",19,"EPI",15585,151.56,273.91,19.07,165.08,0.092974,54.044,5.4477,110.9,"ICM","32_64",5.657754,2.827769,6.621188,"EPI",20140610,20140708,"any","any","wt","wt","CD1/mixed","061014_3",58,24,51,0.481022,0.8386939,3,"EPI"
"041014_R5","041014_R5_LM1","NS","Littermate",45,"EPI",7815,217.28,298.03,72.31,19.332,0,49.48,1.7927,41.599,"ICM","32_64",5.251989,3.13444,5.540919,"EPI",20140410,20140417,"any","any","wt","wt","CD1/mixed","041014_R5",50,21,63,0.5393289,0.8131401,3,"EPI"
"061014_4","061014_4_4","KW","Littermate",48,"EPI",5840,176.88,260.09,29.614,67.729,0.021918,58.86,2.0555,84.43,"ICM","90_120",5.586955,3.089505,7.516818,"EPI",20140610,20140707,"any","any","wt","wt","CD1/mixed","061014_4",112,46,112,0.4482338,0.844888,3,"EPI"
"112415_LM","112415_LM8","NS","Littermate",57,"EPI",2266,72.211,304.39,22.587,93.83,0.068844,30.194,1.8795,129.5,"ICM","120_150",5.529307,1.45857,5.677384,"EPI",20151124,20151130,"any","any","wt","wt","CD1/mixed","112415_LM",147,41,176,0.2455086,0.9026174,3,"EPI"
"061014_4","061014_4_2","KW","Littermate",68,"EPI",1799,103.32,399.71,34.275,111.92,0.45081,67.943,2.9138,58.614,"ICM","90_120",6.109185,3.650181,7.732252,"DP",20140610,20140707,"any","any","wt","wt","CD1/mixed","061014_4",103,40,112,0.5295783,0.8691028,3,"EPI"
"061014_2","061014_2_2","KW","Littermate",77,"EPI",9877,64.766,271.01,51.555,24.677,0.15774,63.863,4.2472,71.613,"ICM","90_120",4.777161,3.892525,6.41306,"DP",20140610,20140624,"any","any","wt","wt","CD1/mixed","061014_2",93,32,102,0.5855469,0.8791351,3,"EPI"
"071114_1","071114_1_3","KW","Littermate",8,"EPI",23641,157.59,266.96,15.506,166.24,0.53966,64.844,28.923,195.62,"ICM","64_90",5.373366,4.042746,6.03338,"DP",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",69,33,64,0.5934276,0.7588576,3,"EPI"
"050815_R4a","050815_R4_LMa2","NS","Littermate",47,"EPI",2888,200.18,256.81,24.434,59.38,0.032548,29.57,10.822,156.01,"ICM","90_120",5.284245,3.194859,6.244673,"EPI",20150508,20150519,"any","any","wt","wt","CD1/mixed","050815_R4a",95,42,98,0.5661533,0.90539,3,"EPI"
"081815_R6b","081815_R6_LMb","NS","Littermate",118,"EPI",2054,182.01,227.3,42.784,21.254,0.019961,27.347,0.58812,56.826,"ICM","120_150",5.364627,2.42484,5.369085,"EPI",20150818,20150831,"any","any","wt","wt","CD1/mixed","081815_R6b",127,39,127,0.3831823,0.8756297,3,"EPI"
"020614_R4","020614_R4_LM1","NS","Littermate",55,"EPI",9298,102.71,230.1,56.895,42.437,0.25737,25.917,21.637,229.04,"ICM","90_120",5.387522,4.587561,7.078361,"DP",20140206,20140224,"any","any","wt","wt","CD1/mixed","020614_R4",93,26,98,0.6730859,0.9565376,3,"EPI"
"081815_R6b","081815_R6_LMb","NS","Littermate",123,"EPI",10088,126.82,237.89,46.094,31.538,0.025377,26.104,0.3858,60.866,"ICM","120_150",5.937839,2.23197,5.540592,"EPI",20150818,20150831,"any","any","wt","wt","CD1/mixed","081815_R6b",127,39,127,0.3527043,0.9036002,3,"EPI"
"081815_R6b","081815_R6_LMb","NS","Littermate",130,"EPI",4941,150.73,254.08,54.566,21.801,0.002631,29.762,0.28861,46.458,"ICM","120_150",6.025644,2.527055,5.53365,"EPI",20150818,20150831,"any","any","wt","wt","CD1/mixed","081815_R6b",127,39,127,0.3993348,0.9024681,3,"EPI"
"061014_3","061014_3_10","KW","Littermate",35,"EPI",12232,118.94,199.85,30.707,146.76,0.091563,52.754,1.9433,78.672,"ICM","64_90",5.905801,2.76209,6.881862,"EPI",20140610,20140708,"any","any","wt","wt","CD1/mixed","061014_3",65,29,51,0.4698495,0.871713,3,"EPI"
"020614_R4","020614_R4_LM1","NS","Littermate",73,"EPI",5162,119.5,225.13,69.665,18.993,0.074971,23.713,11.482,218.42,"ICM","90_120",4.951558,4.293565,7.399982,"DP",20140206,20140224,"any","any","wt","wt","CD1/mixed","020614_R4",93,26,98,0.6299509,1,3,"EPI"
"020614_R4","020614_R4_LM1","NS","Littermate",69,"EPI",9588,125.29,191.61,70.757,16.839,0.084376,27.305,13.72,199.72,"ICM","90_120",4.862653,4.50068,7.342041,"DP",20140206,20140224,"any","any","wt","wt","CD1/mixed","020614_R4",93,26,98,0.6603388,0.9921701,3,"EPI"
"061014_4","061014_4_2","KW","Littermate",98,"EPI",6614,72.223,264.01,47.049,44.774,0.021016,58.251,0.85243,24.638,"ICM","90_120",5.711593,3.382943,8.230098,"EPI",20140610,20140707,"any","any","wt","wt","CD1/mixed","061014_4",103,40,112,0.4908066,0.9250604,3,"EPI"
"081815_R6c","081815_R6_LMc","NS","Littermate",18,"EPI",2263,107.92,290.29,8.3243,161.57,0.38975,26.712,6.0181,193.25,"ICM","120_150",5.490835,2.286778,5.787336,"EPI",20150818,20150909,"any","any","wt","wt","CD1/mixed","081815_R6c",132,38,132,0.3757485,0.8452474,3,"EPI"
"052715_R4b","052715_R4_LMb2","NS","Littermate",44,"EPI",10399,119.04,252.75,38.627,72.782,0.23858,33.689,7.2802,103.44,"ICM","64_90",5.662486,3.729232,5.866406,"DP",20150527,20150610,"any","any","wt","wt","CD1/mixed","052715_R4b",79,24,105,0.6339988,0.94688,3,"EPI"
"052714_R4b","052714_R4_LMb2","NS","Littermate",42,"EPI",5318,200.72,228.16,25.471,116,0.6164,46.97,0.79447,31.866,"ICM","90_120",5.797682,1.50245,4.477983,"EPI",20140527,20140616,"any","any","wt","wt","CD1/mixed","052714_R4b",107,37,107,0.2488166,0.785818,3,"EPI"
"060414_2","060414_2_3","KW","Littermate",21,"EPI",8983,204.69,347.74,18.672,84.008,0.99688,64.925,10.158,61.222,"ICM","32_64",5.092003,3.202539,5.42818,"EPI",20140604,20140617,"any","any","wt","wt","CD1/mixed","060414_2",58,30,64,0.5317175,0.750467,3,"EPI"
"112415_LMb","112415_LMb1","NS","Littermate",65,"EPI",4596,152.36,251.51,40.168,41.219,0.94169,26.943,4.7217,69.487,"ICM","120_150",5.058392,3.07867,4.775732,"EPI",20151124,20151201,"any","any","wt","wt","CD1/mixed","112415_LMb",120,38,135,0.5264253,0.7798053,3,"EPI"
"052715_R4b","052715_R4_LMb2","NS","Littermate",59,"EPI",2952,156.96,311.85,47.069,42.504,0.023713,33.315,3.459,109.93,"ICM","64_90",5.425129,3.366236,6.195511,"EPI",20150527,20150610,"any","any","wt","wt","CD1/mixed","052715_R4b",79,24,105,0.5722866,1,3,"EPI"
"112415_LMb","112415_LMb3","NS","Littermate",3,"EPI",9943,183.42,253.1,5.2572,158.25,1.0221,30.805,9.4163,174.01,"ICM","120_150",5.241475,2.32382,5.296328,"EPI",20151124,20151201,"any","any","wt","wt","CD1/mixed","112415_LMb",133,45,135,0.3973527,0.8648109,3,"EPI"
"102214_R4","102214_R4_LM1","NS","Littermate",41,"EPI",4291,140.16,283.92,28.288,83.301,0.56234,33.111,9.8306,47.253,"ICM","90_120",5.511034,3.033502,4.55897,"EPI",20141022,20141106,"any","any","wt","wt","CD1/mixed","102214_R4",96,37,100,0.5590975,0.8090881,3,"EPI"
"102214_R4","102214_R4_LM2","NS","Littermate",50,"EPI",5489,148.83,280.65,34.703,50.554,0.61559,33.682,6.5205,38.474,"ICM","90_120",5.323895,3.028098,4.762295,"EPI",20141022,20141106,"any","any","wt","wt","CD1/mixed","102214_R4",100,38,100,0.5581015,0.8451725,3,"EPI"
"081815_R6a","081815_R6_LMa","NS","Littermate",63.2,"EPI",4895,96.968,313.18,30.371,53.259,0.429,20.182,1.397,112.053,"ICM","120_150",5.438428,2.396625,5.746727,"EPI",20150818,20150831,"any","any","wt","wt","CD1/mixed","081815_R6a",148,45,148,0.3630229,0.9727876,3,"EPI"
"052715_R4b","052715_R4_LMb2","NS","Littermate",68,"EPI",7982,159.06,233.91,58.859,17.188,0.035455,29.938,1.2239,36.131,"ICM","64_90",4.939438,2.859686,5.45746,"EPI",20150527,20150610,"any","any","wt","wt","CD1/mixed","052715_R4b",79,24,105,0.4861691,0.8808733,3,"EPI"
"060915_R4","060915_R4_LM1","NS","Littermate",24,"EPI",5954,125.98,242.09,24.246,172.6,0.90141,31.693,12.624,68.501,"ICM","64_90",5.802023,3.244615,4.928965,"EPI",20150609,20150617,"any","any","wt","wt","CD1/mixed","060915_R4",89,29,114,0.5928335,0.7592371,3,"EPI"
"041014_R5","041014_R5_LM2","NS","Littermate",47,"EPI",5188,156.91,240.31,48.342,59.265,0.41557,62.774,3.4963,34.035,"ICM","32_64",5.706883,3.470428,5.187075,"EPI",20140410,20140417,"any","any","wt","wt","CD1/mixed","041014_R5",63,27,63,0.5971408,0.7612128,3,"EPI"
"032514_R3","032514_R3_LM2","NS","Littermate",11,"EPI",14235,183.54,289.78,14.27,127.67,0.79649,53.634,18.364,186.5,"ICM","64_90",5.23586,3.585337,6.006816,"DP",20140325,20140404,"any","any","wt","wt","CD1/mixed","032514_R3",76,21,76,0.5597781,0.8014,3,"EPI"
"060414_2","060414_2_3","KW","Littermate",43,"EPI",8508,146.87,163.21,41.851,38.349,0.10661,62.108,4.6912,16.554,"ICM","32_64",5.128482,3.527687,5.751069,"EPI",20140604,20140617,"any","any","wt","wt","CD1/mixed","060414_2",58,30,64,0.5857018,0.7951076,3,"EPI"
"081815_R6b","081815_R6_LMb","NS","Littermate",79,"EPI",5377,116.4,285.47,30.982,122.36,0.090013,30.697,0.72587,78.053,"ICM","120_150",6.478361,1.819972,5.319849,"EPI",20150818,20150831,"any","any","wt","wt","CD1/mixed","081815_R6b",127,39,127,0.2875988,0.8675998,3,"EPI"
"081815_R6b","081815_R6_LMb","NS","Littermate",83,"EPI",4741,137.04,252.58,30.002,84.278,0.034381,26.575,1.433,114.2,"ICM","120_150",6.052646,2.432361,5.669968,"EPI",20150818,20150831,"any","any","wt","wt","CD1/mixed","081815_R6b",127,39,127,0.3843708,0.9246998,3,"EPI"
"071114_1","071114_1_3","KW","Littermate",55,"EPI",23671,145.84,167.59,61.838,52.635,0.012463,60.051,1.2163,138.5,"ICM","64_90",4.999998,2.900184,7.950609,"EPI",20140711,20140716,"any","any","wt","wt","CD1/mixed","071114_1",69,33,64,0.4257129,1,3,"EPI"
"020614_R4","020614_R4_LM4","NS","Littermate",79.2,"EPI",2857,169.93,289.18,58.144,10.791,0.037802,28.745,9.3875,154.04,"ICM","64_90",4.596108,4.336021,7.117133,"DP",20140206,20140224,"any","any","wt","wt","CD1/mixed","020614_R4",89,30,98,0.6361801,0.9617771,3,"EPI"
"052715_R4a","052715_R4_LMa3","NS","Littermate",26,"EPI",7386,163.67,310.29,29.75,131.32,0.17493,34.199,6.3156,82.188,"ICM","64_90",6.151395,3.40567,5.471633,"EPI",20150527,20150610,"any","any","wt","wt","CD1/mixed","052715_R4a",64,17,64,0.6505031,0.9086507,3,"EPI"
"050214_R5","050214_R5_LM2","NS","Littermate",30,"EPI",12988,210.23,219.96,33.095,72.605,0.029258,54.1,15.451,139.22,"ICM","32_64",5.215303,4.013132,6.657588,"DP",20140502,20140507,"any","any","wt","wt","CD1/mixed","050214_R5",61,29,61,0.6812642,0.9462121,3,"EPI"
"081815_R6c","081815_R6_LMc","NS","Littermate",62,"EPI",5489,160.48,278.5,24.285,86.299,0.90727,24.411,2.0825,113.31,"ICM","120_150",5.641966,2.16893,6.256934,"EPI",20150818,20150909,"any","any","wt","wt","CD1/mixed","081815_R6c",132,38,132,0.3563845,0.9138327,3,"EPI"
"060414_2","060414_2_3","KW","Littermate",54,"EPI",59,125.56,221.71,53.695,20.102,0,66.627,4.4407,31.22,"ICM","32_64",4.901917,4.03372,7.218784,"DP",20140604,20140617,"any","any","wt","wt","CD1/mixed","060414_2",58,30,64,0.6697184,0.9980249,3,"EPI"
"061014_4","061014_4_3","KW","Littermate",56,"EPI",6643,108.24,236.46,32.6,86.895,0.030709,60.547,0.64519,26.362,"ICM","120_150",6.093798,2.368077,7.092223,"EPI",20140610,20140707,"any","any","wt","wt","CD1/mixed","061014_4",124,42,112,0.343567,0.7971637,3,"EPI"
"112415_LMb","112415_LMB8","NS","Littermate",75,"EPI",9712,121.88,238.84,41.444,62.325,0.060956,21.474,0.96901,69.739,"ICM","120_150",5.683392,1.513999,5.036492,"EPI",20151124,20151201,"any","any","wt","wt","CD1/mixed","112415_LMb",131,37,135,0.2588804,0.8223836,3,"EPI"
"050815_R4b","050815_R4_LMb1","NS","Littermate",23,"EPI",7193,111.35,266.33,21.966,147.24,0.20409,30.706,6.6968,104.12,"ICM","90_120",5.612737,2.535127,5.259237,"EPI",20150508,20150520,"any","any","wt","wt","CD1/mixed","050815_R4b",93,32,93,0.5062552,0.9459524,3,"EPI"
"020614_R4","020614_R4_LM2","NS","Littermate",64,"EPI",3872,108.52,233.38,42.066,30.396,0.30449,31.464,23.362,212.97,"ICM","90_120",4.442018,4.455951,6.579164,"DP",20140206,20140224,"any","any","wt","wt","CD1/mixed","020614_R4",98,23,98,0.6537761,0.8890784,3,"EPI"
"061014_4","061014_4_6","KW","Littermate",72,"EPI",8006,109.43,319.51,32.303,86.713,0.22558,56.736,1.9027,124.03,"ICM","90_120",6.043228,3.09151,7.456771,"EPI",20140610,20140707,"any","any","wt","wt","CD1/mixed","061014_4",108,39,112,0.4485247,0.8381388,3,"EPI"
"081815_R6c","081815_R6_LMc","NS","Littermate",72.2,"EPI",3719,215.69,249.67,22.509,88.23,2.917,24.414,1.93,125.58,"ICM","120_150",5.577496,1.987918,6.248091,"EPI",20150818,20150909,"any","any","wt","wt","CD1/mixed","081815_R6c",132,38,132,0.3266418,0.9125412,3,"EPI"
"112415_LMb","112415_LMB6","NS","Littermate",58,"EPI",4848,95.262,283.34,33.591,92.086,0.31044,26.596,1.8241,141.57,"ICM","120_150",5.613644,1.994171,5.444355,"EPI",20151124,20151201,"any","any","wt","wt","CD1/mixed","112415_LMb",135,30,135,0.3409856,0.8889814,3,"EPI"
"032514_R3","032514_R3_LM2","NS","Littermate",47,"EPI",5481,168.27,246.64,43.606,41.27,0.00018245,54.031,3.5771,65.215,"ICM","64_90",4.900924,3.337047,6.556263,"EPI",20140325,20140404,"any","any","wt","wt","CD1/mixed","032514_R3",76,21,76,0.5210126,0.8747045,3,"EPI"
"081815_R6c","081815_R6_LMc","NS","Littermate",79.2,"EPI",3073,169.02,221.37,28.541,50.858,0.735,28.196,6.568,47.341,"ICM","120_150",5.32071,3.56908,5.65176,"DP",20150818,20150909,"any","any","wt","wt","CD1/mixed","081815_R6c",132,38,132,0.5864479,0.8254463,3,"EPI"
"052715_R4a","052715_R4_LMa2","NS","Littermate",28,"EPI",8052,148.87,179.41,23.878,184.29,0.61388,32.095,9.2329,98.775,"ICM","64_90",6.015016,2.930369,5.401775,"EPI",20150527,20150610,"any","any","wt","wt","CD1/mixed","052715_R4a",86,25,64,0.5597178,0.8970496,3,"EPI"
"032514_R3","032514_R3_LM2","NS","Littermate",47.2,"EPI",5481,168.27,246.64,43.606,41.27,0.00018245,54.031,3.5771,65.215,"ICM","64_90",4.900924,3.337047,6.556263,"EPI",20140325,20140404,"any","any","wt","wt","CD1/mixed","032514_R3",76,21,76,0.5210126,0.8747045,3,"EPI"
"112415_LMb","112415_LMb1","NS","Littermate",52,"EPI",5937,161.2,233.4,31.708,52.748,1.459,37.769,6.155,129.46,"ICM","120_150",5.022901,3.022261,5.28537,"EPI",20151124,20151201,"any","any","wt","wt","CD1/mixed","112415_LMb",120,38,135,0.5167799,0.8630216,3,"EPI"
"041014_R5","041014_R5_LM3","NS","Littermate",41,"EPI",3803,172.65,297.5,55.722,29.115,0,50.187,5.5756,49.136,"ICM","64_90",5.071195,3.51479,5.598537,"EPI",20140410,20140417,"any","any","wt","wt","CD1/mixed","041014_R5",64,32,63,0.604774,0.8215956,3,"EPI"
"050815_R4b","050815_R4_LMb1","NS","Littermate",41,"EPI",5499,144.84,154.89,35.668,87.697,0.75559,26.633,3.5297,65.224,"ICM","90_120",5.481726,2.289879,5.17433,"EPI",20150508,20150520,"any","any","wt","wt","CD1/mixed","050815_R4b",93,32,93,0.45728,0.9306808,3,"EPI"
"061014_2","061014_2_1","KW","Littermate",11,"EPI",14196,113.22,263.18,11.426,140.2,0.68329,73.417,30.943,168.38,"ICM","90_120",5.396444,3.949473,5.833878,"DP",20140610,20140624,"any","any","wt","wt","CD1/mixed","061014_2",112,42,102,0.5941135,0.7997379,3,"EPI"
