"Embryo_ID","Identity.hc","lin.count","Litter","Experiment","Treatment","Embryo_size","TE_ICM","Cellcount","icm.count","H_genotype","D_genotype","t0.donor","donor.end","cell_type","lin.type","pc.lin"
"041318Xim_G6_AW24","PRE",21,"AW","041318Xim_G6_AW","Chimera","Double","ICM",166,45,"het","CAG:H2B-GFP",50,"[40,60)","host",5,23.8095238095238
"041318Xim_G6_AW24","TE",121,"AW","041318Xim_G6_AW","Chimera","Double","TE",166,45,"het","CAG:H2B-GFP",50,"[40,60)","donor",70,57.8512396694215
"041318Xim_G6_AW24","TE",121,"AW","041318Xim_G6_AW","Chimera","Double","TE",166,45,"het","CAG:H2B-GFP",50,"[40,60)","host",51,42.1487603305785
"041318Xim_G6_AW25","DP",3,"AW","041318Xim_G6_AW","Chimera","Double","ICM",128,45,"het","CAG:H2B-GFP",50,"[40,60)","donor",3,100
"041318Xim_G6_AW25","DP",3,"AW","041318Xim_G6_AW","Chimera","Double","ICM",128,45,"het","CAG:H2B-GFP",50,"[40,60)","host",0,0
"041318Xim_G6_AW25","EPI",18,"AW","041318Xim_G6_AW","Chimera","Double","ICM",128,45,"het","CAG:H2B-GFP",50,"[40,60)","donor",2,11.1111111111111
"041318Xim_G6_AW25","EPI",18,"AW","041318Xim_G6_AW","Chimera","Double","ICM",128,45,"het","CAG:H2B-GFP",50,"[40,60)","host",16,88.8888888888889
"041318Xim_G6_AW25","EPI.lo",8,"AW","041318Xim_G6_AW","Chimera","Double","ICM",128,45,"het","CAG:H2B-GFP",50,"[40,60)","donor",6,75
"041318Xim_G6_AW25","EPI.lo",8,"AW","041318Xim_G6_AW","Chimera","Double","ICM",128,45,"het","CAG:H2B-GFP",50,"[40,60)","host",2,25
"041318Xim_G6_AW25","PRE",16,"AW","041318Xim_G6_AW","Chimera","Double","ICM",128,45,"het","CAG:H2B-GFP",50,"[40,60)","host",9,56.25
"041318Xim_G6_AW25","PRE",16,"AW","041318Xim_G6_AW","Chimera","Double","ICM",128,45,"het","CAG:H2B-GFP",50,"[40,60)","donor",7,43.75
"041318Xim_G6_AW25","TE",83,"AW","041318Xim_G6_AW","Chimera","Double","TE",128,45,"het","CAG:H2B-GFP",50,"[40,60)","host",62,74.6987951807229
"041318Xim_G6_AW25","TE",83,"AW","041318Xim_G6_AW","Chimera","Double","TE",128,45,"het","CAG:H2B-GFP",50,"[40,60)","donor",21,25.3012048192771
"041318Xim_G6_AW3","DP",6,"AW","041318Xim_G6_AW","Control","Single","ICM",101,19,"CAG:H2B-GFP",NA,0,"[0,20)","donor",0,0
"041318Xim_G6_AW3","DP",6,"AW","041318Xim_G6_AW","Control","Single","ICM",101,19,"CAG:H2B-GFP",NA,0,"[0,20)","host",6,100
"041318Xim_G6_AW3","EPI",7,"AW","041318Xim_G6_AW","Control","Single","ICM",101,19,"CAG:H2B-GFP",NA,0,"[0,20)","host",7,100
"041318Xim_G6_AW3","EPI",7,"AW","041318Xim_G6_AW","Control","Single","ICM",101,19,"CAG:H2B-GFP",NA,0,"[0,20)","donor",0,0
"041318Xim_G6_AW3","PRE",6,"AW","041318Xim_G6_AW","Control","Single","ICM",101,19,"CAG:H2B-GFP",NA,0,"[0,20)","host",6,100
"041318Xim_G6_AW3","PRE",6,"AW","041318Xim_G6_AW","Control","Single","ICM",101,19,"CAG:H2B-GFP",NA,0,"[0,20)","donor",0,0
"041318Xim_G6_AW3","TE",82,"AW","041318Xim_G6_AW","Control","Single","TE",101,19,"CAG:H2B-GFP",NA,0,"[0,20)","host",82,100
"041318Xim_G6_AW3","TE",82,"AW","041318Xim_G6_AW","Control","Single","TE",101,19,"CAG:H2B-GFP",NA,0,"[0,20)","donor",0,0
"041318Xim_G6_AW4","DP",6,"AW","041318Xim_G6_AW","Control","Single","ICM",45,10,"wt",NA,0,"[0,20)","donor",0,0
"041318Xim_G6_AW4","DP",6,"AW","041318Xim_G6_AW","Control","Single","ICM",45,10,"wt",NA,0,"[0,20)","host",6,100
"041318Xim_G6_AW4","PRE",4,"AW","041318Xim_G6_AW","Control","Single","ICM",45,10,"wt",NA,0,"[0,20)","donor",0,0
"041318Xim_G6_AW4","PRE",4,"AW","041318Xim_G6_AW","Control","Single","ICM",45,10,"wt",NA,0,"[0,20)","host",4,100
"041318Xim_G6_AW4","TE",35,"AW","041318Xim_G6_AW","Control","Single","TE",45,10,"wt",NA,0,"[0,20)","host",35,100
"041318Xim_G6_AW4","TE",35,"AW","041318Xim_G6_AW","Control","Single","TE",45,10,"wt",NA,0,"[0,20)","donor",0,0
"041318Xim_G6_AW5","DP",7,"AW","041318Xim_G6_AW","Control","Single","ICM",81,20,"wt",NA,0,"[0,20)","host",7,100
"041318Xim_G6_AW5","DP",7,"AW","041318Xim_G6_AW","Control","Single","ICM",81,20,"wt",NA,0,"[0,20)","donor",0,0
"041318Xim_G6_AW5","EPI",8,"AW","041318Xim_G6_AW","Control","Single","ICM",81,20,"wt",NA,0,"[0,20)","donor",0,0
"041318Xim_G6_AW5","EPI",8,"AW","041318Xim_G6_AW","Control","Single","ICM",81,20,"wt",NA,0,"[0,20)","host",8,100
"041318Xim_G6_AW5","PRE",5,"AW","041318Xim_G6_AW","Control","Single","ICM",81,20,"wt",NA,0,"[0,20)","donor",0,0
"041318Xim_G6_AW5","PRE",5,"AW","041318Xim_G6_AW","Control","Single","ICM",81,20,"wt",NA,0,"[0,20)","host",5,100
"041318Xim_G6_AW5","TE",61,"AW","041318Xim_G6_AW","Control","Single","TE",81,20,"wt",NA,0,"[0,20)","donor",0,0
"041318Xim_G6_AW5","TE",61,"AW","041318Xim_G6_AW","Control","Single","TE",81,20,"wt",NA,0,"[0,20)","host",61,100
"041318Xim_G6_AW6","DP",3,"AW","041318Xim_G6_AW","Control","Single","ICM",92,19,"wt",NA,0,"[0,20)","host",3,100
"041318Xim_G6_AW6","DP",3,"AW","041318Xim_G6_AW","Control","Single","ICM",92,19,"wt",NA,0,"[0,20)","donor",0,0
"041318Xim_G6_AW6","EPI",7,"AW","041318Xim_G6_AW","Control","Single","ICM",92,19,"wt",NA,0,"[0,20)","donor",0,0
"041318Xim_G6_AW6","EPI",7,"AW","041318Xim_G6_AW","Control","Single","ICM",92,19,"wt",NA,0,"[0,20)","host",7,100
"041318Xim_G6_AW6","PRE",9,"AW","041318Xim_G6_AW","Control","Single","ICM",92,19,"wt",NA,0,"[0,20)","donor",0,0
"041318Xim_G6_AW6","PRE",9,"AW","041318Xim_G6_AW","Control","Single","ICM",92,19,"wt",NA,0,"[0,20)","host",9,100
"041318Xim_G6_AW6","TE",73,"AW","041318Xim_G6_AW","Control","Single","TE",92,19,"wt",NA,0,"[0,20)","host",73,100
"041318Xim_G6_AW6","TE",73,"AW","041318Xim_G6_AW","Control","Single","TE",92,19,"wt",NA,0,"[0,20)","donor",0,0
"041318Xim_G6_AW7","DP",10,"AW","041318Xim_G6_AW","Control","Single","ICM",50,13,"wt",NA,0,"[0,20)","donor",0,0
"041318Xim_G6_AW7","DP",10,"AW","041318Xim_G6_AW","Control","Single","ICM",50,13,"wt",NA,0,"[0,20)","host",10,100
"041318Xim_G6_AW7","PRE",3,"AW","041318Xim_G6_AW","Control","Single","ICM",50,13,"wt",NA,0,"[0,20)","host",3,100
"041318Xim_G6_AW7","PRE",3,"AW","041318Xim_G6_AW","Control","Single","ICM",50,13,"wt",NA,0,"[0,20)","donor",0,0
"041318Xim_G6_AW7","TE",37,"AW","041318Xim_G6_AW","Control","Single","TE",50,13,"wt",NA,0,"[0,20)","donor",0,0
"041318Xim_G6_AW7","TE",37,"AW","041318Xim_G6_AW","Control","Single","TE",50,13,"wt",NA,0,"[0,20)","host",37,100
"041318Xim_G6_AW8","DP",4,"AW","041318Xim_G6_AW","Control","Single","ICM",58,8,"wt",NA,0,"[0,20)","donor",0,0
"041318Xim_G6_AW8","DP",4,"AW","041318Xim_G6_AW","Control","Single","ICM",58,8,"wt",NA,0,"[0,20)","host",4,100
"041318Xim_G6_AW8","EPI",1,"AW","041318Xim_G6_AW","Control","Single","ICM",58,8,"wt",NA,0,"[0,20)","host",1,100
"041318Xim_G6_AW8","EPI",1,"AW","041318Xim_G6_AW","Control","Single","ICM",58,8,"wt",NA,0,"[0,20)","donor",0,0
"041318Xim_G6_AW8","PRE",3,"AW","041318Xim_G6_AW","Control","Single","ICM",58,8,"wt",NA,0,"[0,20)","donor",0,0
"041318Xim_G6_AW8","PRE",3,"AW","041318Xim_G6_AW","Control","Single","ICM",58,8,"wt",NA,0,"[0,20)","host",3,100
"041318Xim_G6_AW8","TE",50,"AW","041318Xim_G6_AW","Control","Single","TE",58,8,"wt",NA,0,"[0,20)","host",50,100
"041318Xim_G6_AW8","TE",50,"AW","041318Xim_G6_AW","Control","Single","TE",58,8,"wt",NA,0,"[0,20)","donor",0,0
"041318Xim_G6_AW9","DP",14,"AW","041318Xim_G6_AW","Control","Single","ICM",89,18,"wt",NA,0,"[0,20)","donor",0,0
"041318Xim_G6_AW9","DP",14,"AW","041318Xim_G6_AW","Control","Single","ICM",89,18,"wt",NA,0,"[0,20)","host",14,100
"041318Xim_G6_AW9","EPI",2,"AW","041318Xim_G6_AW","Control","Single","ICM",89,18,"wt",NA,0,"[0,20)","host",2,100
"041318Xim_G6_AW9","EPI",2,"AW","041318Xim_G6_AW","Control","Single","ICM",89,18,"wt",NA,0,"[0,20)","donor",0,0
"041318Xim_G6_AW9","PRE",2,"AW","041318Xim_G6_AW","Control","Single","ICM",89,18,"wt",NA,0,"[0,20)","host",2,100
"041318Xim_G6_AW9","PRE",2,"AW","041318Xim_G6_AW","Control","Single","ICM",89,18,"wt",NA,0,"[0,20)","donor",0,0
"041318Xim_G6_AW9","TE",71,"AW","041318Xim_G6_AW","Control","Single","TE",89,18,"wt",NA,0,"[0,20)","donor",0,0
"041318Xim_G6_AW9","TE",71,"AW","041318Xim_G6_AW","Control","Single","TE",89,18,"wt",NA,0,"[0,20)","host",71,100
"041818Xim_G6_AY1","DP",8,"AY","041818Xim_G6_AY","Control","Single","ICM",109,24,"wt",NA,0,"[0,20)","host",8,100
"041818Xim_G6_AY1","DP",8,"AY","041818Xim_G6_AY","Control","Single","ICM",109,24,"wt",NA,0,"[0,20)","donor",0,0
"041818Xim_G6_AY1","EPI",2,"AY","041818Xim_G6_AY","Control","Single","ICM",109,24,"wt",NA,0,"[0,20)","host",2,100
"041818Xim_G6_AY1","EPI",2,"AY","041818Xim_G6_AY","Control","Single","ICM",109,24,"wt",NA,0,"[0,20)","donor",0,0
"041818Xim_G6_AY1","EPI.lo",4,"AY","041818Xim_G6_AY","Control","Single","ICM",109,24,"wt",NA,0,"[0,20)","host",4,100
"041818Xim_G6_AY1","EPI.lo",4,"AY","041818Xim_G6_AY","Control","Single","ICM",109,24,"wt",NA,0,"[0,20)","donor",0,0
"041818Xim_G6_AY1","PRE",10,"AY","041818Xim_G6_AY","Control","Single","ICM",109,24,"wt",NA,0,"[0,20)","donor",0,0
"041818Xim_G6_AY1","PRE",10,"AY","041818Xim_G6_AY","Control","Single","ICM",109,24,"wt",NA,0,"[0,20)","host",10,100
"041818Xim_G6_AY1","TE",85,"AY","041818Xim_G6_AY","Control","Single","TE",109,24,"wt",NA,0,"[0,20)","donor",0,0
"041818Xim_G6_AY1","TE",85,"AY","041818Xim_G6_AY","Control","Single","TE",109,24,"wt",NA,0,"[0,20)","host",85,100
"041818Xim_G6_AY10","EPI",8,"AY","041818Xim_G6_AY","Chimera","Single","ICM",116,31,"het","CAG:H2B-GFP",25,"[0,20)","host",8,100
"041818Xim_G6_AY10","EPI",8,"AY","041818Xim_G6_AY","Chimera","Single","ICM",116,31,"het","CAG:H2B-GFP",25,"[0,20)","donor",0,0
"041818Xim_G6_AY10","EPI.lo",4,"AY","041818Xim_G6_AY","Chimera","Single","ICM",116,31,"het","CAG:H2B-GFP",25,"[0,20)","donor",0,0
"041818Xim_G6_AY10","EPI.lo",4,"AY","041818Xim_G6_AY","Chimera","Single","ICM",116,31,"het","CAG:H2B-GFP",25,"[0,20)","host",4,100
"041818Xim_G6_AY10","PRE",19,"AY","041818Xim_G6_AY","Chimera","Single","ICM",116,31,"het","CAG:H2B-GFP",25,"[0,20)","donor",1,5.26315789473684
"041818Xim_G6_AY10","PRE",19,"AY","041818Xim_G6_AY","Chimera","Single","ICM",116,31,"het","CAG:H2B-GFP",25,"[0,20)","host",18,94.7368421052632
"041818Xim_G6_AY10","TE",85,"AY","041818Xim_G6_AY","Chimera","Single","TE",116,31,"het","CAG:H2B-GFP",25,"[0,20)","host",71,83.5294117647059
"041818Xim_G6_AY10","TE",85,"AY","041818Xim_G6_AY","Chimera","Single","TE",116,31,"het","CAG:H2B-GFP",25,"[0,20)","donor",14,16.4705882352941
"041818Xim_G6_AY11","DP",4,"AY","041818Xim_G6_AY","Chimera","Single","ICM",98,19,"het","CAG:H2B-GFP",25,"[40,60)","donor",3,75
"041818Xim_G6_AY11","DP",4,"AY","041818Xim_G6_AY","Chimera","Single","ICM",98,19,"het","CAG:H2B-GFP",25,"[40,60)","host",1,25
"041818Xim_G6_AY11","EPI",8,"AY","041818Xim_G6_AY","Chimera","Single","ICM",98,19,"het","CAG:H2B-GFP",25,"[40,60)","host",8,100
"041818Xim_G6_AY11","EPI",8,"AY","041818Xim_G6_AY","Chimera","Single","ICM",98,19,"het","CAG:H2B-GFP",25,"[40,60)","donor",0,0
"041818Xim_G6_AY11","EPI.lo",2,"AY","041818Xim_G6_AY","Chimera","Single","ICM",98,19,"het","CAG:H2B-GFP",25,"[40,60)","donor",0,0
"041818Xim_G6_AY11","EPI.lo",2,"AY","041818Xim_G6_AY","Chimera","Single","ICM",98,19,"het","CAG:H2B-GFP",25,"[40,60)","host",2,100
"041818Xim_G6_AY11","PRE",5,"AY","041818Xim_G6_AY","Chimera","Single","ICM",98,19,"het","CAG:H2B-GFP",25,"[40,60)","donor",5,100
"041818Xim_G6_AY11","PRE",5,"AY","041818Xim_G6_AY","Chimera","Single","ICM",98,19,"het","CAG:H2B-GFP",25,"[40,60)","host",0,0
"041818Xim_G6_AY11","TE",79,"AY","041818Xim_G6_AY","Chimera","Single","TE",98,19,"het","CAG:H2B-GFP",25,"[40,60)","donor",24,30.379746835443
"041818Xim_G6_AY11","TE",79,"AY","041818Xim_G6_AY","Chimera","Single","TE",98,19,"het","CAG:H2B-GFP",25,"[40,60)","host",55,69.620253164557
"041818Xim_G6_AY12","DP",7,"AY","041818Xim_G6_AY","Chimera","Single","ICM",122,37,"het","CAG:H2B-GFP",25,"[0,20)","donor",0,0
"041818Xim_G6_AY12","DP",7,"AY","041818Xim_G6_AY","Chimera","Single","ICM",122,37,"het","CAG:H2B-GFP",25,"[0,20)","host",7,100
"041818Xim_G6_AY12","EPI",18,"AY","041818Xim_G6_AY","Chimera","Single","ICM",122,37,"het","CAG:H2B-GFP",25,"[0,20)","host",18,100
"041818Xim_G6_AY12","EPI",18,"AY","041818Xim_G6_AY","Chimera","Single","ICM",122,37,"het","CAG:H2B-GFP",25,"[0,20)","donor",0,0
"041818Xim_G6_AY12","EPI.lo",10,"AY","041818Xim_G6_AY","Chimera","Single","ICM",122,37,"het","CAG:H2B-GFP",25,"[0,20)","donor",1,10
"041818Xim_G6_AY12","EPI.lo",10,"AY","041818Xim_G6_AY","Chimera","Single","ICM",122,37,"het","CAG:H2B-GFP",25,"[0,20)","host",9,90
"041818Xim_G6_AY12","PRE",2,"AY","041818Xim_G6_AY","Chimera","Single","ICM",122,37,"het","CAG:H2B-GFP",25,"[0,20)","donor",2,100
"041818Xim_G6_AY12","PRE",2,"AY","041818Xim_G6_AY","Chimera","Single","ICM",122,37,"het","CAG:H2B-GFP",25,"[0,20)","host",0,0
"041818Xim_G6_AY12","TE",85,"AY","041818Xim_G6_AY","Chimera","Single","TE",122,37,"het","CAG:H2B-GFP",25,"[0,20)","donor",16,18.8235294117647
"041818Xim_G6_AY12","TE",85,"AY","041818Xim_G6_AY","Chimera","Single","TE",122,37,"het","CAG:H2B-GFP",25,"[0,20)","host",69,81.1764705882353
"041818Xim_G6_AY13","DP",3,"AY","041818Xim_G6_AY","Chimera","Single","ICM",93,45,"het","CAG:H2B-GFP",25,"[0,20)","donor",1,33.3333333333333
"041818Xim_G6_AY13","DP",3,"AY","041818Xim_G6_AY","Chimera","Single","ICM",93,45,"het","CAG:H2B-GFP",25,"[0,20)","host",2,66.6666666666667
"041818Xim_G6_AY13","EPI",18,"AY","041818Xim_G6_AY","Chimera","Single","ICM",93,45,"het","CAG:H2B-GFP",25,"[0,20)","donor",0,0
"041818Xim_G6_AY13","EPI",18,"AY","041818Xim_G6_AY","Chimera","Single","ICM",93,45,"het","CAG:H2B-GFP",25,"[0,20)","host",18,100
"041818Xim_G6_AY13","EPI.lo",5,"AY","041818Xim_G6_AY","Chimera","Single","ICM",93,45,"het","CAG:H2B-GFP",25,"[0,20)","host",5,100
"041818Xim_G6_AY13","EPI.lo",5,"AY","041818Xim_G6_AY","Chimera","Single","ICM",93,45,"het","CAG:H2B-GFP",25,"[0,20)","donor",0,0
"041818Xim_G6_AY13","PRE",19,"AY","041818Xim_G6_AY","Chimera","Single","ICM",93,45,"het","CAG:H2B-GFP",25,"[0,20)","donor",2,10.5263157894737
"041818Xim_G6_AY13","PRE",19,"AY","041818Xim_G6_AY","Chimera","Single","ICM",93,45,"het","CAG:H2B-GFP",25,"[0,20)","host",17,89.4736842105263
"041818Xim_G6_AY13","TE",48,"AY","041818Xim_G6_AY","Chimera","Single","TE",93,45,"het","CAG:H2B-GFP",25,"[0,20)","donor",13,27.0833333333333
"041818Xim_G6_AY13","TE",48,"AY","041818Xim_G6_AY","Chimera","Single","TE",93,45,"het","CAG:H2B-GFP",25,"[0,20)","host",35,72.9166666666667
"041818Xim_G6_AY14","EPI",18,"AY","041818Xim_G6_AY","Chimera","Single","ICM",102,33,"ko","CAG:H2B-GFP",25,"[0,20)","host",18,100
"041818Xim_G6_AY14","EPI",18,"AY","041818Xim_G6_AY","Chimera","Single","ICM",102,33,"ko","CAG:H2B-GFP",25,"[0,20)","donor",0,0
"041818Xim_G6_AY14","EPI.lo",12,"AY","041818Xim_G6_AY","Chimera","Single","ICM",102,33,"ko","CAG:H2B-GFP",25,"[0,20)","host",12,100
"041818Xim_G6_AY14","EPI.lo",12,"AY","041818Xim_G6_AY","Chimera","Single","ICM",102,33,"ko","CAG:H2B-GFP",25,"[0,20)","donor",0,0
"041818Xim_G6_AY14","PRE",3,"AY","041818Xim_G6_AY","Chimera","Single","ICM",102,33,"ko","CAG:H2B-GFP",25,"[0,20)","donor",3,100
"041818Xim_G6_AY14","PRE",3,"AY","041818Xim_G6_AY","Chimera","Single","ICM",102,33,"ko","CAG:H2B-GFP",25,"[0,20)","host",0,0
"041818Xim_G6_AY14","TE",69,"AY","041818Xim_G6_AY","Chimera","Single","TE",102,33,"ko","CAG:H2B-GFP",25,"[0,20)","host",44,63.768115942029
"041818Xim_G6_AY14","TE",69,"AY","041818Xim_G6_AY","Chimera","Single","TE",102,33,"ko","CAG:H2B-GFP",25,"[0,20)","donor",25,36.231884057971
"041818Xim_G6_AY15","DP",6,"AY","041818Xim_G6_AY","Chimera","Single","ICM",73,16,"het","CAG:H2B-GFP",25,"[0,20)","host",5,83.3333333333333
"041818Xim_G6_AY15","DP",6,"AY","041818Xim_G6_AY","Chimera","Single","ICM",73,16,"het","CAG:H2B-GFP",25,"[0,20)","donor",1,16.6666666666667
"041818Xim_G6_AY15","EPI",6,"AY","041818Xim_G6_AY","Chimera","Single","ICM",73,16,"het","CAG:H2B-GFP",25,"[0,20)","host",6,100
"041818Xim_G6_AY15","EPI",6,"AY","041818Xim_G6_AY","Chimera","Single","ICM",73,16,"het","CAG:H2B-GFP",25,"[0,20)","donor",0,0
"041818Xim_G6_AY15","PRE",4,"AY","041818Xim_G6_AY","Chimera","Single","ICM",73,16,"het","CAG:H2B-GFP",25,"[0,20)","donor",0,0
"041818Xim_G6_AY15","PRE",4,"AY","041818Xim_G6_AY","Chimera","Single","ICM",73,16,"het","CAG:H2B-GFP",25,"[0,20)","host",4,100
"041818Xim_G6_AY15","TE",57,"AY","041818Xim_G6_AY","Chimera","Single","TE",73,16,"het","CAG:H2B-GFP",25,"[0,20)","donor",13,22.8070175438596
"041818Xim_G6_AY15","TE",57,"AY","041818Xim_G6_AY","Chimera","Single","TE",73,16,"het","CAG:H2B-GFP",25,"[0,20)","host",44,77.1929824561403
"041818Xim_G6_AY16","EPI",13,"AY","041818Xim_G6_AY","Chimera","Single","ICM",96,28,"ko","CAG:H2B-GFP",25,"[40,60)","host",13,100
"041818Xim_G6_AY16","EPI",13,"AY","041818Xim_G6_AY","Chimera","Single","ICM",96,28,"ko","CAG:H2B-GFP",25,"[40,60)","donor",0,0
"041818Xim_G6_AY16","EPI.lo",3,"AY","041818Xim_G6_AY","Chimera","Single","ICM",96,28,"ko","CAG:H2B-GFP",25,"[40,60)","donor",0,0
"041818Xim_G6_AY16","EPI.lo",3,"AY","041818Xim_G6_AY","Chimera","Single","ICM",96,28,"ko","CAG:H2B-GFP",25,"[40,60)","host",3,100
"041818Xim_G6_AY16","PRE",12,"AY","041818Xim_G6_AY","Chimera","Single","ICM",96,28,"ko","CAG:H2B-GFP",25,"[40,60)","donor",12,100
"041818Xim_G6_AY16","PRE",12,"AY","041818Xim_G6_AY","Chimera","Single","ICM",96,28,"ko","CAG:H2B-GFP",25,"[40,60)","host",0,0
"041818Xim_G6_AY16","TE",68,"AY","041818Xim_G6_AY","Chimera","Single","TE",96,28,"ko","CAG:H2B-GFP",25,"[40,60)","donor",18,26.4705882352941
"041818Xim_G6_AY16","TE",68,"AY","041818Xim_G6_AY","Chimera","Single","TE",96,28,"ko","CAG:H2B-GFP",25,"[40,60)","host",50,73.5294117647059
"041818Xim_G6_AY3","DP",13,"AY","041818Xim_G6_AY","Control","Single","ICM",95,17,"wt",NA,0,"[0,20)","host",13,100
"041818Xim_G6_AY3","DP",13,"AY","041818Xim_G6_AY","Control","Single","ICM",95,17,"wt",NA,0,"[0,20)","donor",0,0
"041818Xim_G6_AY3","PRE",4,"AY","041818Xim_G6_AY","Control","Single","ICM",95,17,"wt",NA,0,"[0,20)","donor",0,0
"041818Xim_G6_AY3","PRE",4,"AY","041818Xim_G6_AY","Control","Single","ICM",95,17,"wt",NA,0,"[0,20)","host",4,100
"041818Xim_G6_AY3","TE",78,"AY","041818Xim_G6_AY","Control","Single","TE",95,17,"wt",NA,0,"[0,20)","donor",0,0
"041818Xim_G6_AY3","TE",78,"AY","041818Xim_G6_AY","Control","Single","TE",95,17,"wt",NA,0,"[0,20)","host",78,100
"041818Xim_G6_AY4","EPI",5,"AY","041818Xim_G6_AY","Control","Single","ICM",108,20,"wt",NA,0,"[0,20)","donor",0,0
"041818Xim_G6_AY4","EPI",5,"AY","041818Xim_G6_AY","Control","Single","ICM",108,20,"wt",NA,0,"[0,20)","host",5,100
"041818Xim_G6_AY4","PRE",15,"AY","041818Xim_G6_AY","Control","Single","ICM",108,20,"wt",NA,0,"[0,20)","donor",0,0
"041818Xim_G6_AY4","PRE",15,"AY","041818Xim_G6_AY","Control","Single","ICM",108,20,"wt",NA,0,"[0,20)","host",15,100
"041818Xim_G6_AY4","TE",88,"AY","041818Xim_G6_AY","Control","Single","TE",108,20,"wt",NA,0,"[0,20)","host",88,100
"041818Xim_G6_AY4","TE",88,"AY","041818Xim_G6_AY","Control","Single","TE",108,20,"wt",NA,0,"[0,20)","donor",0,0
"041818Xim_G6_AY5","DP",3,"AY","041818Xim_G6_AY","Control","Single","ICM",96,25,"wt",NA,0,"[0,20)","donor",0,0
"041818Xim_G6_AY5","DP",3,"AY","041818Xim_G6_AY","Control","Single","ICM",96,25,"wt",NA,0,"[0,20)","host",3,100
"041818Xim_G6_AY5","EPI",4,"AY","041818Xim_G6_AY","Control","Single","ICM",96,25,"wt",NA,0,"[0,20)","host",4,100
"041818Xim_G6_AY5","EPI",4,"AY","041818Xim_G6_AY","Control","Single","ICM",96,25,"wt",NA,0,"[0,20)","donor",0,0
"041818Xim_G6_AY5","EPI.lo",2,"AY","041818Xim_G6_AY","Control","Single","ICM",96,25,"wt",NA,0,"[0,20)","donor",0,0
"041818Xim_G6_AY5","EPI.lo",2,"AY","041818Xim_G6_AY","Control","Single","ICM",96,25,"wt",NA,0,"[0,20)","host",2,100
"041818Xim_G6_AY5","PRE",16,"AY","041818Xim_G6_AY","Control","Single","ICM",96,25,"wt",NA,0,"[0,20)","host",16,100
"041818Xim_G6_AY5","PRE",16,"AY","041818Xim_G6_AY","Control","Single","ICM",96,25,"wt",NA,0,"[0,20)","donor",0,0
"041818Xim_G6_AY5","TE",71,"AY","041818Xim_G6_AY","Control","Single","TE",96,25,"wt",NA,0,"[0,20)","donor",0,0
"041818Xim_G6_AY5","TE",71,"AY","041818Xim_G6_AY","Control","Single","TE",96,25,"wt",NA,0,"[0,20)","host",71,100
"041818Xim_G6_AY6","DP",8,"AY","041818Xim_G6_AY","Control","Single","ICM",102,26,"wt",NA,0,"[0,20)","host",8,100
"041818Xim_G6_AY6","DP",8,"AY","041818Xim_G6_AY","Control","Single","ICM",102,26,"wt",NA,0,"[0,20)","donor",0,0
"041818Xim_G6_AY6","EPI",9,"AY","041818Xim_G6_AY","Control","Single","ICM",102,26,"wt",NA,0,"[0,20)","donor",0,0
"041818Xim_G6_AY6","EPI",9,"AY","041818Xim_G6_AY","Control","Single","ICM",102,26,"wt",NA,0,"[0,20)","host",9,100
"041818Xim_G6_AY6","EPI.lo",4,"AY","041818Xim_G6_AY","Control","Single","ICM",102,26,"wt",NA,0,"[0,20)","donor",0,0
"041818Xim_G6_AY6","EPI.lo",4,"AY","041818Xim_G6_AY","Control","Single","ICM",102,26,"wt",NA,0,"[0,20)","host",4,100
"041818Xim_G6_AY6","PRE",5,"AY","041818Xim_G6_AY","Control","Single","ICM",102,26,"wt",NA,0,"[0,20)","host",5,100
"041818Xim_G6_AY6","PRE",5,"AY","041818Xim_G6_AY","Control","Single","ICM",102,26,"wt",NA,0,"[0,20)","donor",0,0
"041818Xim_G6_AY6","TE",76,"AY","041818Xim_G6_AY","Control","Single","TE",102,26,"wt",NA,0,"[0,20)","donor",0,0
"041818Xim_G6_AY6","TE",76,"AY","041818Xim_G6_AY","Control","Single","TE",102,26,"wt",NA,0,"[0,20)","host",76,100
"041818Xim_G6_AY7","DP",16,"AY","041818Xim_G6_AY","Control","Single","ICM",63,20,"wt",NA,0,"[0,20)","host",16,100
"041818Xim_G6_AY7","DP",16,"AY","041818Xim_G6_AY","Control","Single","ICM",63,20,"wt",NA,0,"[0,20)","donor",0,0
"041818Xim_G6_AY7","EPI.lo",1,"AY","041818Xim_G6_AY","Control","Single","ICM",63,20,"wt",NA,0,"[0,20)","donor",0,0
"041818Xim_G6_AY7","EPI.lo",1,"AY","041818Xim_G6_AY","Control","Single","ICM",63,20,"wt",NA,0,"[0,20)","host",1,100
"041818Xim_G6_AY7","PRE",3,"AY","041818Xim_G6_AY","Control","Single","ICM",63,20,"wt",NA,0,"[0,20)","donor",0,0
"041818Xim_G6_AY7","PRE",3,"AY","041818Xim_G6_AY","Control","Single","ICM",63,20,"wt",NA,0,"[0,20)","host",3,100
"041818Xim_G6_AY7","TE",43,"AY","041818Xim_G6_AY","Control","Single","TE",63,20,"wt",NA,0,"[0,20)","host",43,100
"041818Xim_G6_AY7","TE",43,"AY","041818Xim_G6_AY","Control","Single","TE",63,20,"wt",NA,0,"[0,20)","donor",0,0
"041818Xim_G6_AY8","DP",3,"AY","041818Xim_G6_AY","Chimera","Single","ICM",89,26,"het","CAG:H2B-GFP",25,"[0,20)","donor",0,0
