"Exp_date","Img_date","Experiment","Litter","Embryo_ID","Cellcount","TE_ICM","Treatment","Stage","Background","Gene1","Genotype1","Gene2","Genotype2","icm.count","litter.median","Identity.hc","count","pc.icm"
20170919,20170926,"091917Spry_AU","AU","091917Spry_AU1",94,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",33,98.5118644067797,"EPI.lo",0,0
20170919,20170926,"091917Spry_AU","AU","091917Spry_AU2",97,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",31,98.5118644067797,"EPI.lo",2,6.45161290322581
20170919,20170926,"091917Spry_AU","AU","091917Spry_AU3",104,"ICM","Littermate","90_120","CD1/mixed","Spry4","ko","any","wt",34,98.5118644067797,"EPI.lo",1,2.94117647058824
20170929,20171004,"092917Spry_AV","AV","092917Spry_AV5",32,"ICM","Littermate","32_64","CD1/mixed","Spry4","ko","any","wt",11,25.77,"EPI.lo",0,0
20161012,20161025,"101216Spry4_A","A","101216Spry4_A1",159,"ICM","Littermate",">150","CD1/mixed","Spry4","het","any","wt",60,107.789724072312,"EPI.lo",25,41.6666666666667
20161012,20161025,"101216Spry4_A","A","101216Spry4_A2",142,"ICM","Littermate","120_150","CD1/mixed","Spry4","het","any","wt",50,107.789724072312,"EPI.lo",3,6
20161012,20161025,"101216Spry4_A","A","101216Spry4_A3",176,"ICM","Littermate",">150","CD1/mixed","Spry4","wt","any","wt",64,107.789724072312,"EPI.lo",13,20.3125
20161014,20161025,"101416Spry4_Ba","B","101416Spry4_B1",48,"ICM","Littermate","32_64","CD1/mixed","Spry4","wt","any","wt",16,89.640171858217,"EPI.lo",0,0
20161014,20161025,"101416Spry4_Ba","B","101416Spry4_B2",55,"ICM","Littermate","32_64","CD1/mixed","Spry4","wt","any","wt",26,89.640171858217,"EPI.lo",1,3.84615384615385
20161014,20161025,"101416Spry4_Ba","B","101416Spry4_B3",61,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",25,89.640171858217,"EPI.lo",0,0
20161014,20161025,"101416Spry4_Ba","B","101416Spry4_B4",60,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",27,89.640171858217,"EPI.lo",1,3.7037037037037
20161014,20161025,"101416Spry4_Ba","B","101416Spry4_B5",60,"ICM","Littermate","32_64","CD1/mixed","Spry4","wt","any","wt",21,89.640171858217,"EPI.lo",2,9.52380952380952
20161014,20161025,"101416Spry4_Ba","B","101416Spry4_B6",57,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",27,89.640171858217,"EPI.lo",0,0
20161014,20161025,"101416Spry4_Bb","B","101416Spry4_B10",61,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",27,89.640171858217,"EPI.lo",2,7.40740740740741
20161014,20161025,"101416Spry4_Bb","B","101416Spry4_B11",48,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",23,89.640171858217,"EPI.lo",0,0
20161014,20161025,"101416Spry4_Bb","B","101416Spry4_B7",62,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",29,89.640171858217,"EPI.lo",0,0
20161014,20161025,"101416Spry4_Bb","B","101416Spry4_B8",56,"ICM","Littermate","32_64","CD1/mixed","Spry4","wt","any","wt",29,89.640171858217,"EPI.lo",1,3.44827586206897
20161014,20161025,"101416Spry4_Bb","B","101416Spry4_B9",40,"ICM","Littermate","32_64","CD1/mixed","Spry4","wt","any","wt",17,89.640171858217,"EPI.lo",0,0
20161017,20161025,"101716Spry_C","C","101716Spry_C1",187,"ICM","Littermate",">150","CD1/mixed","Spry4","het","any","wt",72,106.659178931061,"EPI.lo",14,19.4444444444444
20161017,20161025,"101716Spry_C","C","101716Spry_C2",142,"ICM","Littermate","120_150","CD1/mixed","Spry4","wt","any","wt",45,106.659178931061,"EPI.lo",13,28.8888888888889
20161018,20161025,"101816Spry_D","D","101816Spry_D1",124,"ICM","Littermate","120_150","CD1/mixed","Spry4","wt","any","wt",39,84.2827949901121,"EPI.lo",6,15.3846153846154
20161018,20161025,"101816Spry_D","D","101816Spry_D2",102,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",35,84.2827949901121,"EPI.lo",3,8.57142857142857
20161018,20161025,"101816Spry_D","D","101816Spry_D3",73,"ICM","Littermate","64_90","CD1/mixed","Spry4","wt","any","wt",20,84.2827949901121,"EPI.lo",0,0
20161018,20161025,"101816Spry_D","D","101816Spry_D4",109,"ICM","Littermate","90_120","CD1/mixed","Spry4","wt","any","wt",26,84.28279,"EPI.lo",0,0
20161018,20161025,"101816Spry_D","D","101816Spry_D4",109,"ICM","Littermate","90_120","CD1/mixed","Spry4","wt","any","wt",26,84.2827949901121,"EPI.lo",0,0
20161018,20161025,"101816Spry_D","D","101816Spry_D5",111,"ICM","Littermate","90_120","CD1/mixed","Spry4","wt","any","wt",27,84.28279,"EPI.lo",0,0
20161018,20161025,"101816Spry_D","D","101816Spry_D5",111,"ICM","Littermate","90_120","CD1/mixed","Spry4","wt","any","wt",27,84.2827949901121,"EPI.lo",0,0
20161018,20161025,"101816Spry_D","D","101816Spry_D6",110,"ICM","Littermate","90_120","CD1/mixed","Spry4","wt","any","wt",27,84.2827949901121,"EPI.lo",0,0
20161018,20161025,"101816Spry_Ea","E","101816Spry_E1",63,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",30,55.1236,"EPI.lo",0,0
20161018,20161025,"101816Spry_Ea","E","101816Spry_E2",45,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",18,55.1236,"EPI.lo",0,0
20161018,20161025,"101816Spry_Ea","E","101816Spry_E3",32,"ICM","Littermate","32_64","CD1/mixed","Spry4","wt","any","wt",16,55.1236,"EPI.lo",0,0
20161018,20161025,"101816Spry_Ea","E","101816Spry_E4",32,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",16,55.1236,"EPI.lo",0,0
20161018,20161025,"101816Spry_Ea","E","101816Spry_E5",50,"ICM","Littermate","32_64","CD1/mixed","Spry4","wt","any","wt",25,55.1236,"EPI.lo",0,0
20161018,20161025,"101816Spry_Ea","E","101816Spry_E6",52,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",27,55.1236,"EPI.lo",0,0
20161018,20161025,"101816Spry_Eb","E","101816Spry_E10",50,"ICM","Littermate","32_64","CD1/mixed","Spry4","wt","any","wt",19,55.1236,"EPI.lo",0,0
20161018,20161025,"101816Spry_Eb","E","101816Spry_E13",41,"ICM","Littermate","32_64","CD1/mixed","Spry4","wt","any","wt",17,55.1236,"EPI.lo",0,0
20161018,20161025,"101816Spry_Eb","E","101816Spry_E7",40,"ICM","Littermate","32_64","CD1/mixed","Spry4","wt","any","wt",16,55.1236,"EPI.lo",0,0
20161018,20161025,"101816Spry_Eb","E","101816Spry_E8",35,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",17,55.1236,"EPI.lo",0,0
20161018,20161025,"101816Spry_Eb","E","101816Spry_E9",59,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",26,55.1236,"EPI.lo",0,0
20171018,20171025,"101817Spry_BA","BA","101817Spry_BA1",65,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","any","wt",21,65.9542,"EPI.lo",0,0
20171018,20171025,"101817Spry_BA","BA","101817Spry_BA10",67,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","any","wt",22,65.9542,"EPI.lo",0,0
20171018,20171025,"101817Spry_BA","BA","101817Spry_BA2",64,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","any","wt",24,65.9542,"EPI.lo",0,0
20171018,20171025,"101817Spry_BA","BA","101817Spry_BA4",64,"ICM","Littermate","64_90","CD1/mixed","Spry4","ko","any","wt",24,65.9542,"EPI.lo",0,0
20171018,20171025,"101817Spry_BA","BA","101817Spry_BA5",63,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",21,65.9542,"EPI.lo",0,0
20171018,20171025,"101817Spry_BA","BA","101817Spry_BA6",79,"ICM","Littermate","64_90","CD1/mixed","Spry4","ko","any","wt",23,65.9542,"EPI.lo",0,0
20171018,20171025,"101817Spry_BA","BA","101817Spry_BA7",62,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",29,65.9542,"EPI.lo",0,0
20171018,20171025,"101817Spry_BA","BA","101817Spry_BA9",60,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",24,65.9542,"EPI.lo",0,0
20161025,20161102,"102516Spry_H","H","102516Spry_H1",89,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","any","wt",35,76.53727,"EPI.lo",1,2.85714285714286
20161025,20161102,"102516Spry_H","H","102516Spry_H10",63,"ICM","Littermate","32_64","CD1/mixed","Spry4","wt","any","wt",28,76.53727,"EPI.lo",0,0
20161025,20161102,"102516Spry_H","H","102516Spry_H2",67,"ICM","Littermate","64_90","CD1/mixed","Spry4","wt","any","wt",21,76.53727,"EPI.lo",0,0
20161025,20161102,"102516Spry_H","H","102516Spry_H3",63,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",31,76.53727,"EPI.lo",1,3.2258064516129
20161025,20161102,"102516Spry_H","H","102516Spry_H4",87,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","any","wt",17,76.53727,"EPI.lo",0,0
20161025,20161102,"102516Spry_H","H","102516Spry_H5",64,"ICM","Littermate","64_90","CD1/mixed","Spry4","wt","any","wt",27,76.53727,"EPI.lo",0,0
20161025,20161102,"102516Spry_H","H","102516Spry_H6",106,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",41,76.53727,"EPI.lo",2,4.8780487804878
20161025,20161102,"102516Spry_H","H","102516Spry_H7",98,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",35,76.53727,"EPI.lo",2,5.71428571428571
20161025,20161102,"102516Spry_H","H","102516Spry_H8",68,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","any","wt",29,76.53727,"EPI.lo",0,0
20161025,20161102,"102516Spry_H","H","102516Spry_H9",68,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","any","wt",24,76.53727,"EPI.lo",0,0
20161025,20161102,"102516Spry_I","I","102516Spry_I1",91,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",30,87.30876,"EPI.lo",0,0
20161025,20161102,"102516Spry_I","I","102516Spry_I2",97,"ICM","Littermate","90_120","CD1/mixed","Spry4","wt","any","wt",36,87.30876,"EPI.lo",3,8.33333333333333
20161025,20161102,"102516Spry_I","I","102516Spry_I3",105,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",38,87.30876,"EPI.lo",3,7.89473684210526
20161025,20161102,"102516Spry_I","I","102516Spry_I4",114,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",36,87.30876,"EPI.lo",0,0
20161025,20161102,"102516Spry_I","I","102516Spry_I5",104,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",35,87.30876,"EPI.lo",3,8.57142857142857
20161025,20161102,"102516Spry_I","I","102516Spry_I6",86,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","any","wt",24,87.30876,"EPI.lo",2,8.33333333333333
20161025,20161102,"102516Spry_I","I","102516Spry_I7",109,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",44,87.30876,"EPI.lo",1,2.27272727272727
20161025,20161102,"102516Spry_I","I","102516Spry_I8",83,"ICM","Littermate","64_90","CD1/mixed","Spry4","wt","any","wt",25,87.30876,"EPI.lo",0,0
20161025,20161102,"102516Spry_I","I","102516Spry_I9",87,"ICM","Littermate","64_90","CD1/mixed","Spry4","wt","any","wt",27,87.30876,"EPI.lo",1,3.7037037037037
20171026,20171117,"102617Spry_BC","BC","102617Spry_BC1",137,"ICM","Littermate","120_150","CD1/mixed","Spry4","ko","any","wt",32,146.0892,"EPI.lo",1,3.125
20171026,20171117,"102617Spry_BC","BC","102617Spry_BC2",144,"ICM","Littermate","120_150","CD1/mixed","Spry4","ko","any","wt",48,146.0892,"EPI.lo",1,2.08333333333333
20171026,20171117,"102617Spry_BC","BC","102617Spry_BC3",156,"ICM","Littermate",">150","CD1/mixed","Spry4","het","any","wt",52,146.0892,"EPI.lo",13,25
20171026,20171117,"102617Spry_BD","BD","102617Spry_BD1",103,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",29,106.0992,"EPI.lo",1,3.44827586206897
20171026,20171117,"102617Spry_BD","BD","102617Spry_BD2",97,"ICM","Littermate","90_120","CD1/mixed","Spry4","ko","any","wt",34,106.0992,"EPI.lo",2,5.88235294117647
20171026,20171117,"102617Spry_BD","BD","102617Spry_BD3",112,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",35,106.0992,"EPI.lo",0,0
20171026,20171117,"102617Spry_BD","BD","102617Spry_BD4",111,"ICM","Littermate","90_120","CD1/mixed","Spry4","ko","any","wt",37,106.0992,"EPI.lo",4,10.8108108108108
20171026,20171117,"102617Spry_BD","BD","102617Spry_BD5",103,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",28,106.0992,"EPI.lo",0,0
20171026,20171117,"102617Spry_BD","BD","102617Spry_BD6",109,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",38,106.0992,"EPI.lo",0,0
20161027,20161102,"102716Spry_J","J","102716Spry_J1",145,"ICM","Littermate","120_150","CD1/mixed","Spry4","wt","any","wt",51,105.0734,"EPI.lo",1,1.96078431372549
20161027,20161102,"102716Spry_J","J","102716Spry_J2",177,"ICM","Littermate",">150","CD1/mixed","Spry4","wt","any","wt",66,105.0734,"EPI.lo",20,30.3030303030303
20161027,20161102,"102716Spry_J","J","102716Spry_J3",184,"ICM","Littermate",">150","CD1/mixed","Spry4","wt","any","wt",93,105.0734,"EPI.lo",31,33.3333333333333
20161027,20161102,"102716Spry_J","J","102716Spry_J4",141,"ICM","Littermate","120_150","CD1/mixed","Spry4","het","any","wt",46,105.0734,"EPI.lo",4,8.69565217391304
20171109,20171117,"110917Spry_BE","BE","110917Spry_BE1",98,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",28,95.41608,"EPI.lo",1,3.57142857142857
20171109,20171117,"110917Spry_BE","BE","110917Spry_BE2",80,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","any","wt",23,95.41608,"EPI.lo",0,0
20171109,20171117,"110917Spry_BE","BE","110917Spry_BE3",109,"ICM","Littermate","90_120","CD1/mixed","Spry4","ko","any","wt",41,95.41608,"EPI.lo",4,9.75609756097561
20171109,20171117,"110917Spry_BE","BE","110917Spry_BE4",86,"ICM","Littermate","64_90","CD1/mixed","Spry4","ko","any","wt",35,95.41608,"EPI.lo",0,0
20171109,20171117,"110917Spry_BE","BE","110917Spry_BE5",102,"ICM","Littermate","90_120","CD1/mixed","Spry4","ko","any","wt",31,95.41608,"EPI.lo",0,0
20171109,20171117,"110917Spry_BE","BE","110917Spry_BE6",102,"ICM","Littermate","90_120","CD1/mixed","Spry4","ko","any","wt",35,95.41608,"EPI.lo",0,0
20171109,20171117,"110917Spry_BE","BE","110917Spry_BE7",74,"ICM","Littermate","64_90","CD1/mixed","Spry4","ko","any","wt",29,95.41608,"EPI.lo",0,0
20171109,20171117,"110917Spry_BE","BE","110917Spry_BE8",89,"ICM","Littermate","64_90","CD1/mixed","Spry4","ko","any","wt",22,95.41608,"EPI.lo",2,9.09090909090909
20171109,20171117,"110917Spry_BE","BE","110917Spry_BE9",106,"ICM","Littermate","90_120","CD1/mixed","Spry4","ko","any","wt",41,95.41608,"EPI.lo",0,0
20161129,20161207,"112916Spry_Q","Q","112916Spry_Q1",141,"ICM","Littermate","120_150","CD1/mixed","Spry4","het","any","wt",53,152.4477,"EPI.lo",13,24.5283018867925
20161129,20161207,"112916Spry_Q","Q","112916Spry_Q2",157,"ICM","Littermate",">150","CD1/mixed","Spry4","wt","any","wt",56,152.4477,"EPI.lo",11,19.6428571428571
20161129,20161207,"112916Spry_Q","Q","112916Spry_Q3",188,"ICM","Littermate",">150","CD1/mixed","Spry4","het","any","wt",66,152.4477,"EPI.lo",17,25.7575757575758
20161129,20161207,"112916Spry_Q","Q","112916Spry_Q4",170,"ICM","Littermate",">150","CD1/mixed","Spry4","wt","any","wt",74,152.4477,"EPI.lo",22,29.7297297297297
20161129,20161207,"112916Spry_Q","Q","112916Spry_Q5",166,"ICM","Littermate",">150","CD1/mixed","Spry4","wt","any","wt",64,152.4477,"EPI.lo",18,28.125
20161129,20161207,"112916Spry_Q","Q","112916Spry_Q6",170,"ICM","Littermate",">150","CD1/mixed","Spry4","het","any","wt",66,152.4477,"EPI.lo",19,28.7878787878788
20161129,20161207,"112916Spry_Q","Q","112916Spry_Q7",156,"ICM","Littermate",">150","CD1/mixed","Spry4","wt","any","wt",50,152.4477,"EPI.lo",14,28
20161129,20161207,"112916Spry_Q","Q","112916Spry_Q8",201,"ICM","Littermate",">150","CD1/mixed","Spry4","het","any","wt",82,152.4477,"EPI.lo",30,36.5853658536585
20161204,20161207,"120416Spry_R","R","120416Spry_R1",87,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","any","wt",34,121.7356,"EPI.lo",10,29.4117647058824
20161204,20161207,"120416Spry_R","R","120416Spry_R2",81,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","any","wt",17,121.7356,"EPI.lo",0,0
20161204,20161207,"120416Spry_R","R","120416Spry_R3",161,"ICM","Littermate",">150","CD1/mixed","Spry4","wt","any","wt",73,121.7356,"EPI.lo",6,8.21917808219178
20161208,20161213,"120816Spry_U","U","120816Spry_U1",161,"ICM","Littermate",">150","CD1/mixed","Spry4","het","any","wt",61,145.3854,"EPI.lo",12,19.672131147541
20161208,20161213,"120816Spry_U","U","120816Spry_U2",122,"ICM","Littermate","120_150","CD1/mixed","Spry4","het","any","wt",33,145.3854,"EPI.lo",3,9.09090909090909
20161208,20161213,"120816Spry_U","U","120816Spry_U3",149,"ICM","Littermate","120_150","CD1/mixed","Spry4","wt","any","wt",68,145.3854,"EPI.lo",21,30.8823529411765
20161208,20161213,"120816Spry_U","U","120816Spry_U4",144,"ICM","Littermate","120_150","CD1/mixed","Spry4","het","any","wt",48,145.3854,"EPI.lo",10,20.8333333333333
20161212,20161213,"121216Spry_W","W","121216Spry_W1",148,"ICM","Littermate","120_150","CD1/mixed","Spry4","het","any","wt",56,142.5948,"EPI.lo",15,26.7857142857143
20161212,20161213,"121216Spry_W","W","121216Spry_W2",103,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",40,142.5948,"EPI.lo",1,2.5
20161212,20161213,"121216Spry_W","W","121216Spry_W3",168,"ICM","Littermate",">150","CD1/mixed","Spry4","wt","any","wt",67,142.5948,"EPI.lo",27,40.2985074626866
20161212,20161213,"121216Spry_W","W","121216Spry_W4",130,"ICM","Littermate","120_150","CD1/mixed","Spry4","wt","any","wt",46,142.5948,"EPI.lo",1,2.17391304347826
20161212,20161213,"121216Spry_W","W","121216Spry_W5",147,"ICM","Littermate","120_150","CD1/mixed","Spry4","wt","any","wt",69,142.5948,"EPI.lo",16,23.1884057971014
20161212,20161213,"121216Spry_X","X","121216Spry_X1",105,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",33,109.6448,"EPI.lo",1,3.03030303030303
20161212,20161213,"121216Spry_X","X","121216Spry_X2",121,"ICM","Littermate","120_150","CD1/mixed","Spry4","wt","any","wt",39,109.6448,"EPI.lo",2,5.12820512820513
20161212,20161213,"121216Spry_X","X","121216Spry_X3",92,"ICM","Littermate","90_120","CD1/mixed","Spry4","wt","any","wt",37,109.6448,"EPI.lo",3,8.10810810810811
20161212,20161213,"121216Spry_X","X","121216Spry_X4",114,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",40,109.6448,"EPI.lo",3,7.5
20161212,20161213,"121216Spry_X","X","121216Spry_X5",108,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",30,109.6448,"EPI.lo",0,0
20161212,20161213,"121216Spry_X","X","121216Spry_X6",113,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",53,109.6448,"EPI.lo",3,5.66037735849057
20161212,20161213,"121216Spry_X","X","121216Spry_X7",110,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",44,109.6448,"EPI.lo",1,2.27272727272727
20161212,20161215,"121216Spry_Y","Y","121216Spry_Y1",73,"ICM","Littermate","64_90","CD1/mixed","Spry4","wt","any","wt",31,72.22006,"EPI.lo",0,0
20161212,20161215,"121216Spry_Y","Y","121216Spry_Y2",76,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","any","wt",21,72.22006,"EPI.lo",0,0
20161212,20161215,"121216Spry_Y","Y","121216Spry_Y3",65,"ICM","Littermate","64_90","CD1/mixed","Spry4","wt","any","wt",24,72.22006,"EPI.lo",0,0
20161212,20161215,"121216Spry_Y","Y","121216Spry_Y4",66,"ICM","Littermate","64_90","CD1/mixed","Spry4","wt","any","wt",33,72.22006,"EPI.lo",0,0
20161212,20161215,"121216Spry_Y","Y","121216Spry_Y5",79,"ICM","Littermate","64_90","CD1/mixed","Spry4","wt","any","wt",24,72.22006,"EPI.lo",0,0
20170710,20170721,"F4_G","G","F4_G09.01",82,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","Fgf4","wt",26,64.32026,"EPI.lo",0,0
20170710,20170721,"F4_H","H","F4_H13.05",66,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","Fgf4","wt",18,76.53727,"EPI.lo",0,0
20170710,20170721,"F4_H","H","F4_H13.13",62,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","Fgf4","wt",29,76.53727,"EPI.lo",0,0
20170717,20170721,"F4_I","I","F4_I14.02",64,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","Fgf4","wt",32,87.30876,"EPI.lo",3,9.375
20170717,20170721,"F4_I","I","F4_I14.03",67,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","Fgf4","wt",30,87.30876,"EPI.lo",0,0
20170717,20170721,"F4_I","I","F4_I14.09",59,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","Fgf4","wt",28,87.30876,"EPI.lo",1,3.57142857142857
20170717,20170721,"F4_I","I","F4_I14.11",63,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","Fgf4","wt",27,87.30876,"EPI.lo",1,3.7037037037037
20170717,20170721,"F4_I","I","F4_I14.12",71,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","Fgf4","wt",25,87.30876,"EPI.lo",1,4
20170902,20170907,"F4_J","J","F4_J13.02",68,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","Fgf4","wt",22,105.0734,"EPI.lo",0,0
20170902,20170907,"F4_J","J","F4_J13.03",78,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","Fgf4","wt",34,105.0734,"EPI.lo",0,0
20170902,20170907,"F4_J","J","F4_J13.04",83,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","Fgf4","wt",31,105.0734,"EPI.lo",0,0
20170916,20170920,"F4_K","K","F4_K14.03",67,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","Fgf4","wt",28,74.67762,"EPI.lo",0,0
20170916,20170920,"F4_K","K","F4_K14.06",58,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","Fgf4","wt",26,74.67762,"EPI.lo",0,0
20170916,20170920,"F4_K","K","F4_K14.09",74,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","Fgf4","wt",26,74.67762,"EPI.lo",0,0
20170916,20170920,"F4_K","K","F4_K14.11",76,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","Fgf4","wt",32,74.67762,"EPI.lo",0,0
20170923,20170926,"F4_L","L","F4_L17.01",97,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","Fgf4","wt",30,103.7405,"EPI.lo",6,20
20170923,20170926,"F4_L","L","F4_L17.05",129,"ICM","Littermate","120_150","CD1/mixed","Spry4","het","Fgf4","wt",48,103.7405,"EPI.lo",0,0
20170923,20170926,"F4_L","L","F4_L17.08",110,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","Fgf4","wt",47,103.7405,"EPI.lo",2,4.25531914893617
20170923,20170926,"F4_L","L","F4_L17.09",105,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","Fgf4","wt",43,103.7405,"EPI.lo",2,4.65116279069767
20170923,20170926,"F4_L","L","F4_L17.11",108,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","Fgf4","wt",47,103.7405,"EPI.lo",5,10.6382978723404
20170923,20170926,"F4_L","L","F4_L17.16",115,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","Fgf4","wt",47,103.7405,"EPI.lo",0,0
20170923,20170926,"F4_L","L","F4_L17.17",102,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","Fgf4","wt",40,103.7405,"EPI.lo",1,2.5
20170522,20170528,"R1_A","A","R1_A13.01",71,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","Fgfr1","wt",22,107.7897,"EPI.lo",0,0
20170522,20170528,"R1_A","A","R1_A13.11",58,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","Fgfr1","wt",24,107.7897,"EPI.lo",0,0
20170523,20170528,"R1_B","B","R1_B09.03",106,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","Fgfr1","wt",39,89.64017,"EPI.lo",1,2.56410256410256
20170523,20170528,"R1_B","B","R1_B09.04",89,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","Fgfr1","wt",25,89.64017,"EPI.lo",0,0
20170527,20170604,"R1_D","D","R1_D13.07",67,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","Fgfr1","wt",34,84.28279,"EPI.lo",0,0
20170527,20170604,"R1_D","D","R1_D13.08",57,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","Fgfr1","wt",31,84.28279,"EPI.lo",0,0
20170822,20170907,"R1_I","I","R1_I12.09",102,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","Fgfr1","wt",37,87.30876,"EPI.lo",0,0
20170916,20170920,"R1_J","J","R1_J11.04",64,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","Fgfr1","wt",24,105.0734,"EPI.lo",0,0
20170916,20170920,"R1_J","J","R1_J11.09",70,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","Fgfr1","wt",25,105.0734,"EPI.lo",0,0
20171020,20171024,"R1_M","M","R1_M08.08",34,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","Fgfr1","wt",17,64.14953,"EPI.lo",0,0
20171020,20171024,"R1_N","N","R1_N03.03",91,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","Fgfr1","wt",26,93.66222,"EPI.lo",0,0
20170523,20170601,"R2_A","A","R2_A14.08",61,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","Fgfr2","wt",27,107.7897,"EPI.lo",0,0
20170523,20170601,"R2_A","A","R2_A14.11",72,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","Fgfr2","wt",29,107.7897,"EPI.lo",0,0
20170523,20170601,"R2_A","A","R2_A14.14",69,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","Fgfr2","wt",28,107.7897,"EPI.lo",0,0
20170525,20170601,"R2_B","B","R2_B13.08",100,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","Fgfr2","wt",40,89.64017,"EPI.lo",0,0
20170525,20170604,"R2_C","C","R2_C13.04",101,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","Fgfr2","wt",33,106.6592,"EPI.lo",0,0
20170529,20170609,"R2_D","D","R2_D11.07",57,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","Fgfr2","wt",28,84.28279,"EPI.lo",0,0
