"Experiment","Litter","Embryo_ID","Exp_date","Img_date","Cellcount","TE_ICM","Treatment","Stage","Background","Gene1","Genotype1","Gene2","Genotype2","icm.count","litter.median","Identity.hc","count","pc.icm"
"080217G6G4_I","I","080217G6G4_I5",20170802,20170808,196,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Gata4","het",71,176,"DP",1,1.40845070422535
"080217G6G4_I","I","080217G6G4_I6",20170802,20170808,217,"ICM","Littermate",">150","CD1/mixed","Gata6","wt","Gata4","wt",98,176,"DP",0,0
"080317G6G4_J","J","080317G6G4_J1",20170803,20170808,185,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Gata4","wt",75,183,"DP",0,0
"080317G6G4_J","J","080317G6G4_J2",20170803,20170808,183,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Gata4","het",64,183,"DP",0,0
"080317G6G4_J","J","080317G6G4_J3",20170803,20170808,175,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Gata4","wt",68,183,"DP",2,2.94117647058824
"080317G6G4_J","J","080317G6G4_J4",20170803,20170808,207,"ICM","Littermate",">150","CD1/mixed","Gata6","wt","Gata4","wt",91,183,"DP",0,0
"080317G6G4_J","J","080317G6G4_J5",20170803,20170808,173,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Gata4","wt",59,183,"DP",0,0
"080317G6G4_J","J","080317G6G4_J6",20170803,20170808,182,"ICM","Littermate",">150","CD1/mixed","Gata6","wt","Gata4","het",66,183,"DP",1,1.51515151515152
"081418G6NG_AE","AE","081414G6NG_AE1",20180814,20180816,91,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Nanog","het",31,91,"DP",13,41.9354838709677
"081418G6NG_AE","AE","081414G6NG_AE3",20180814,20180816,84,"ICM","Littermate","64_90","CD1/mixed","Gata6","het","Nanog","het",24,91,"DP",12,50
"081418G6NG_AE","AE","081414G6NG_AE4",20180814,20180816,91,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Nanog","het",28,91,"DP",13,46.4285714285714
"081418G6NG_AE","AE","081414G6NG_AE5",20180814,20180816,93,"ICM","Littermate","90_120","CD1/mixed","Gata6","het","Nanog","het",41,91,"DP",25,60.9756097560976
"081418G6NG_AE","AE","081414G6NG_AE7",20180814,20180816,85,"ICM","Littermate","64_90","CD1/mixed","Gata6","het","Nanog","het",27,91,"DP",16,59.2592592592593
"081418G6NG_AE","AE","081414G6NG_AE8",20180814,20180816,92,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Nanog","het",33,91,"DP",19,57.5757575757576
"081418G6NG_AE","AE","081414G6NG_AE9",20180814,20180816,105,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Nanog","wt",35,91,"DP",0,0
"082118G6NG_AF","AF","082118G6NG_AF1",20180821,20180824,103,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Nanog","het",43,104,"DP",19,44.1860465116279
"082118G6NG_AF","AF","082118G6NG_AF2",20180821,20180824,104,"ICM","Littermate","90_120","CD1/mixed","Gata6","het","Nanog","het",36,104,"DP",22,61.1111111111111
"082118G6NG_AG","AG","082118G6NG_AG1",20180821,20180824,106,"ICM","Littermate","90_120","CD1/mixed","Gata6","het","Nanog","wt",29,106,"DP",7,24.1379310344828
"082318G6NG_AH","AH","082318G6NG_AH1",20180823,20180824,152,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Nanog","het",34,152,"DP",0,0
"082318G6NG_AH","AH","082318G6NG_AH2",20180823,20180824,151,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Nanog","het",39,152,"DP",1,2.56410256410256
"082318G6NG_AH","AH","082318G6NG_AH4",20180823,20180824,172,"ICM","Littermate",">150","CD1/mixed","Gata6","wt","Nanog","het",63,152,"DP",0,0
"091918G6NG_AI","AI","091918G6NG_AI1",20180919,20180926,105,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Nanog","het",40,118,"DP",12,30
"091918G6NG_AI","AI","091918G6NG_AI2",20180919,20180926,117,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Nanog","het",37,118,"DP",5,13.5135135135135
"091918G6NG_AI","AI","091918G6NG_AI3",20180919,20180926,123,"ICM","Littermate","120_150","CD1/mixed","Gata6","wt","Nanog","het",35,118,"DP",5,14.2857142857143
"091918G6NG_AI","AI","091918G6NG_AI4",20180919,20180926,124,"ICM","Littermate","120_150","CD1/mixed","Gata6","wt","Nanog","wt",43,118,"DP",2,4.65116279069767
"091918G6NG_AI","AI","091918G6NG_AI5",20180919,20180926,121,"ICM","Littermate","120_150","CD1/mixed","Gata6","wt","Nanog","wt",45,118,"DP",6,13.3333333333333
"091918G6NG_AI","AI","091918G6NG_AI6",20180919,20180926,113,"ICM","Littermate","90_120","CD1/mixed","Gata6","het","Nanog","wt",38,118,"DP",2,5.26315789473684
"091918G6NG_AI","AI","091918G6NG_AI7",20180919,20180926,118,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Nanog","het",39,118,"DP",1,2.56410256410256
"091918G6NG_AI","AI","091918G6NG_AI8",20180919,20180926,118,"ICM","Littermate","90_120","CD1/mixed","Gata6","het","Nanog","wt",45,118,"DP",0,0
"092117G6G4_K","K","092117G6G4_K2",20170921,20170926,158,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Gata4","wt",52,158,"DP",5,9.61538461538462
"092117G6G4_K","K","092117G6G4_K3",20170921,20170926,132,"ICM","Littermate","120_150","CD1/mixed","Gata6","het","Gata4","het",44,158,"DP",9,20.4545454545455
"092117G6G4_L","L","092117G6G4_L1",20170921,20170926,186,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Gata4","het",77,174,"DP",0,0
"092117G6G4_L","L","092117G6G4_L2",20170921,20170926,169,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Gata4","het",73,174,"DP",4,5.47945205479452
"092117G6G4_L","L","092117G6G4_L3",20170921,20170926,174,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Gata4","het",69,174,"DP",1,1.44927536231884
"092117G6G4_L","L","092117G6G4_L4",20170921,20170926,135,"ICM","Littermate","120_150","CD1/mixed","Gata6","het","Gata4","wt",57,174,"DP",3,5.26315789473684
"092118G6NG_AJ","AJ","092118G6NG_AJ1",20180921,20180926,215,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Nanog","wt",74,201,"DP",0,0
"092118G6NG_AJ","AJ","092118G6NG_AJ2",20180921,20180926,177,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Nanog","het",63,201,"DP",0,0
"092118G6NG_AJ","AJ","092118G6NG_AJ6",20180921,20180926,201,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Nanog","wt",66,201,"DP",0,0
"092917G6G4_M","M","092917G6G4_M1",20170929,20171004,202,"ICM","Littermate",">150","CD1/mixed","Gata6","wt","Gata4","mosaic",77,202,"DP",0,0
"092917G6G4_M","M","092917G6G4_M2",20170929,20171004,230,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Gata4","wt",105,202,"DP",0,0
"092917G6G4_M","M","092917G6G4_M3",20170929,20171004,211,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Gata4","wt",81,202,"DP",0,0
"092917G6G4_M","M","092917G6G4_M4",20170929,20171004,167,"ICM","Littermate",">150","CD1/mixed","Gata6","wt","Gata4","het",61,202,"DP",0,0
"092917G6G4_M","M","092917G6G4_M6",20170929,20171004,160,"ICM","Littermate",">150","CD1/mixed","Gata6","wt","Gata4","wt",58,202,"DP",0,0
"092917G6G4_M","M","092917G6G4_M7",20170929,20171004,182,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Gata4","het",59,202,"DP",0,0
"102518G6NG_AK","AK","102518G6NG_AK10",20181025,20181101,94,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Nanog","wt",36,94,"DP",0,0
"102518G6NG_AK","AK","102518G6NG_AK2",20181025,20181101,105,"ICM","Littermate","90_120","CD1/mixed","Gata6","het","Nanog","het",36,94,"DP",17,47.2222222222222
"102518G6NG_AK","AK","102518G6NG_AK3",20181025,20181101,104,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Nanog","het",31,94,"DP",22,70.9677419354839
"102518G6NG_AK","AK","102518G6NG_AK4",20181025,20181101,104,"ICM","Littermate","90_120","CD1/mixed","Gata6","het","Nanog","wt",37,94,"DP",13,35.1351351351351
"102518G6NG_AK","AK","102518G6NG_AK5",20181025,20181101,88,"ICM","Littermate","64_90","CD1/mixed","Gata6","het","Nanog","wt",32,94,"DP",21,65.625
"102518G6NG_AK","AK","102518G6NG_AK7",20181025,20181101,84,"ICM","Littermate","64_90","CD1/mixed","Gata6","het","Nanog","het",26,94,"DP",5,19.2307692307692
"102518G6NG_AK","AK","102518G6NG_AK9",20181025,20181101,94,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Nanog","wt",37,94,"DP",11,29.7297297297297
"102918G6NG_AL","AL","102918G6NG_AL1",20181029,20181102,79,"ICM","Littermate","64_90","CD1/mixed","Gata6","het","Nanog","het",24,79,"DP",14,58.3333333333333
"102918G6NG_AL","AL","102918G6NG_AL3",20181029,20181102,88,"ICM","Littermate","64_90","CD1/mixed","Gata6","het","Nanog","wt",28,79,"DP",0,0
"102918G6NG_AL","AL","102918G6NG_AL4",20181029,20181102,84,"ICM","Littermate","64_90","CD1/mixed","Gata6","wt","Nanog","wt",26,79,"DP",5,19.2307692307692
"102918G6NG_AL","AL","102918G6NG_AL5",20181029,20181102,90,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Nanog","het",27,79,"DP",13,48.1481481481481
"102918G6NG_AL","AL","102918G6NG_AL6",20181029,20181102,67,"ICM","Littermate","64_90","CD1/mixed","Gata6","het","Nanog","wt",21,79,"DP",14,66.6666666666667
"102918G6NG_AL","AL","102918G6NG_AL7",20181029,20181102,69,"ICM","Littermate","64_90","CD1/mixed","Gata6","wt","Nanog","het",19,79,"DP",14,73.6842105263158
"102918G6NG_AL","AL","102918G6NG_AL8",20181029,20181102,63,"ICM","Littermate","32_64","CD1/mixed","Gata6","wt","Nanog","het",15,79,"DP",1,6.66666666666667
"102918G6NG_AL","AL","102918G6NG_AL9",20181029,20181102,66,"ICM","Littermate","64_90","CD1/mixed","Gata6","wt","Nanog","wt",20,79,"DP",7,35
"102918G6NG_AM","AM","102918G6NG_AM1",20181029,20181102,32,"ICM","Littermate","32_64","CD1/mixed","Gata6","het","Nanog","wt",13,65,"DP",12,92.3076923076923
"102918G6NG_AM","AM","102918G6NG_AM2",20181029,20181102,65,"ICM","Littermate","64_90","CD1/mixed","Gata6","het","Nanog","wt",23,65,"DP",14,60.8695652173913
"102918G6NG_AM","AM","102918G6NG_AM3",20181029,20181102,72,"ICM","Littermate","64_90","CD1/mixed","Gata6","wt","Nanog","wt",19,65,"DP",13,68.4210526315789
"102918G6NG_AM","AM","102918G6NG_AM4",20181029,20181102,69,"ICM","Littermate","64_90","CD1/mixed","Gata6","het","Nanog","het",14,65,"DP",12,85.7142857142857
"102918G6NG_AM","AM","102918G6NG_AM5",20181029,20181102,58,"ICM","Littermate","32_64","CD1/mixed","Gata6","wt","Nanog","wt",22,65,"DP",21,95.4545454545455
"102918G6NG_AM","AM","102918G6NG_AM6",20181029,20181102,65,"ICM","Littermate","64_90","CD1/mixed","Gata6","wt","Nanog","het",16,65,"DP",5,31.25
"102918G6NG_AM","AM","102918G6NG_AM8",20181029,20181102,62,"ICM","Littermate","32_64","CD1/mixed","Gata6","wt","Nanog","het",26,65,"DP",25,96.1538461538462
"103018G6NG_AN","AN","103018G6NG_AN1",20181030,20181101,130,"ICM","Littermate","120_150","CD1/mixed","Gata6","wt","Nanog","wt",35,133,"DP",1,2.85714285714286
"103018G6NG_AN","AN","103018G6NG_AN2",20181030,20181101,147,"ICM","Littermate","120_150","CD1/mixed","Gata6","wt","Nanog","wt",51,133,"DP",0,0
"103018G6NG_AN","AN","103018G6NG_AN3",20181030,20181101,133,"ICM","Littermate","120_150","CD1/mixed","Gata6","wt","Nanog","het",36,133,"DP",2,5.55555555555556
"103018G6NG_AN","AN","103018G6NG_AN4",20181030,20181101,118,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Nanog","wt",35,133,"DP",0,0
"103018G6NG_AN","AN","103018G6NG_AN5",20181030,20181101,152,"ICM","Littermate",">150","CD1/mixed","Gata6","wt","Nanog","het",59,133,"DP",3,5.08474576271187
"111017G6G4_N","N","111017G6G4_N1",20171110,20171116,159,"ICM","Littermate",">150","CD1/mixed","Gata6","wt","Gata4","het",62,169,"DP",0,0
"111017G6G4_N","N","111017G6G4_N2",20171110,20171116,155,"ICM","Littermate",">150","CD1/mixed","Gata6","wt","Gata4","wt",48,169,"DP",0,0
"111017G6G4_N","N","111017G6G4_N3",20171110,20171116,177,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Gata4","wt",74,169,"DP",0,0
"111017G6G4_N","N","111017G6G4_N4",20171110,20171116,169,"ICM","Littermate",">150","CD1/mixed","Gata6","wt","Gata4","het",69,169,"DP",0,0
"111017G6G4_N","N","111017G6G4_N5",20171110,20171116,166,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Gata4","het",61,169,"DP",0,0
"111017G6G4_N","N","111017G6G4_N6",20171110,20171116,178,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Gata4","het",74,169,"DP",0,0
"121118G6NG_AO","AO","121118G6NG_AO1",20181211,20181213,154,"ICM","Littermate",">150","CD1/mixed","Gata6","wt","Nanog","het",54,154,"DP",0,0
"121118G6NG_AO","AO","121118G6NG_AO2",20181211,20181213,107,"ICM","Littermate","90_120","CD1/mixed","Gata6","het","Nanog","wt",30,154,"DP",1,3.33333333333333
"121118G6NG_AO","AO","121118G6NG_AO4",20181211,20181213,154,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Nanog","het",55,154,"DP",1,1.81818181818182
"121118G6NG_AP","AP","121118G6NG_AP1",20181211,20181213,144,"ICM","Littermate","120_150","CD1/mixed","Gata6","het","Nanog","het",44,143,"DP",0,0
"121118G6NG_AP","AP","121118G6NG_AP2",20181211,20181213,153,"ICM","Littermate",">150","CD1/mixed","Gata6","wt","Nanog","het",49,143,"DP",1,2.04081632653061
"121118G6NG_AP","AP","121118G6NG_AP3",20181211,20181213,143,"ICM","Littermate","120_150","CD1/mixed","Gata6","het","Nanog","wt",43,143,"DP",0,0
"121118G6NG_AP","AP","121118G6NG_AP4",20181211,20181213,133,"ICM","Littermate","120_150","CD1/mixed","Gata6","wt","Nanog","wt",53,143,"DP",0,0
"121118G6NG_AP","AP","121118G6NG_AP5",20181211,20181213,134,"ICM","Littermate","120_150","CD1/mixed","Gata6","wt","Nanog","het",25,143,"DP",0,0
"121118G6NG_AP","AP","121118G6NG_AP6",20181211,20181213,129,"ICM","Littermate","120_150","CD1/mixed","Gata6","het","Nanog","het",21,143,"DP",1,4.76190476190476
"122017G6G4_O","O","122017G6G4_O1",20171220,20171222,146,"ICM","Littermate","120_150","CD1/mixed","Gata6","het","Gata4","het",48,171,"DP",0,0
"122017G6G4_O","O","122017G6G4_O3",20171220,20171222,171,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Gata4","wt",53,171,"DP",0,0
"011618G6G4_P","P","011618G6G4_P1",20180116,20180124,138,"ICM","Littermate","120_150","CD1/mixed","Gata6","het","Gata4","ko",50,125,"EPI",7,14
"011618G6G4_P","P","011618G6G4_P2",20180116,20180124,104,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Gata4","het",26,125,"EPI",13,50
"011618G6G4_P","P","011618G6G4_P3",20180116,20180124,104,"ICM","Littermate","90_120","CD1/mixed","Gata6","het","Gata4","ko",30,125,"EPI",12,40
"011618G6G4_P","P","011618G6G4_P4",20180116,20180124,125,"ICM","Littermate","120_150","CD1/mixed","Gata6","wt","Gata4","het",39,125,"EPI",15,38.4615384615385
"021618G6G4_R","R","021618G6G4_R1",20180216,20180305,195,"ICM","Littermate",">150","CD1/mixed","Gata6","wt","Gata4","ko",84,195,"EPI",0,0
"021618G6G4_R","R","021618G6G4_R2",20180216,20180305,174,"ICM","Littermate",">150","CD1/mixed","Gata6","wt","Gata4","ko",70,195,"EPI",20,28.5714285714286
"022618G6G4_S","S","022618G6G4_S1",20180226,20180305,188,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Gata4","ko",59,216,"EPI",4,6.77966101694915
"022618G6G4_S","S","022618G6G4_S2",20180226,20180305,220,"ICM","Littermate",">150","CD1/mixed","Gata6","mosaic","Gata4","het",81,216,"EPI",9,11.1111111111111
"022618G6G4_S","S","022618G6G4_S3",20180226,20180305,197,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Gata4","het",78,216,"EPI",0,0
"022618G6G4_S","S","022618G6G4_S4",20180226,20180305,216,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Gata4","ko",100,216,"EPI",12,12
"042117G6G4_B","B","042117G6G4_B1",20170421,20170511,147,"ICM","Littermate","120_150","CD1/mixed","Gata6","het","Gata4","wt",38,147,"EPI",11,28.9473684210526
"042117G6G4_B","B","042117G6G4_B2",20170421,20170511,196,"ICM","Littermate",">150","CD1/mixed","Gata6","wt","Gata4","mosaic",20,147,"EPI",1,5
"042117G6G4_B","B","042117G6G4_B3",20170421,20170511,130,"ICM","Littermate","120_150","CD1/mixed","Gata6","het","Gata4","wt",19,147,"EPI",4,21.0526315789474
"042117G6G4_B","B","042117G6G4_B4",20170421,20170511,180,"ICM","Littermate",">150","CD1/mixed","Gata6","wt","Gata4","mosaic",30,147,"EPI",6,20
"042117G6G4_B","B","042117G6G4_B5",20170421,20170511,61,"ICM","Littermate","32_64","CD1/mixed","Gata6","het","Gata4","het",16,147,"EPI",2,12.5
"042117G6G4_B","B","042117G6G4_B6",20170421,20170511,145,"ICM","Littermate","120_150","CD1/mixed","Gata6","het","Gata4","het",36,147,"EPI",23,63.8888888888889
"042117G6G4_B","B","042117G6G4_B7",20170421,20170511,81,"ICM","Littermate","64_90","CD1/mixed","Gata6","het","Gata4","het",11,147,"EPI",1,9.09090909090909
"042117G6G4_C","C","042117G6G4_C1",20170421,20170511,103,"ICM","Littermate","90_120","CD1/mixed","Gata6","het","Gata4","het",23,99,"EPI",6,26.0869565217391
"042117G6G4_C","C","042117G6G4_C2",20170421,20170511,105,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Gata4","wt",25,99,"EPI",11,44
"042117G6G4_C","C","042117G6G4_C3",20170421,20170511,104,"ICM","Littermate","90_120","CD1/mixed","Gata6","het","Gata4","het",20,99,"EPI",6,30
"042117G6G4_C","C","042117G6G4_C4",20170421,20170511,91,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Gata4","het",18,99,"EPI",8,44.4444444444444
"042117G6G4_C","C","042117G6G4_C5",20170421,20170511,90,"ICM","Littermate","90_120","CD1/mixed","Gata6","het","Gata4","het",24,99,"EPI",5,20.8333333333333
"042117G6G4_C","C","042117G6G4_C6",20170421,20170511,90,"ICM","Littermate","90_120","CD1/mixed","Gata6","het","Gata4","het",15,99,"EPI",6,40
"042117G6G4_C","C","042117G6G4_C7",20170421,20170511,99,"ICM","Littermate","90_120","CD1/mixed","Gata6","het","Gata4","wt",20,99,"EPI",9,45
"050217G6G4_D","D","050217G6G4_D1",20170502,20170511,98,"ICM","Littermate","90_120","CD1/mixed","Gata6","het","Gata4","mosaic",30,99,"EPI",19,63.3333333333333
"050217G6G4_D","D","050217G6G4_D2",20170502,20170511,99,"ICM","Littermate","90_120","CD1/mixed","Gata6","het","Gata4","wt",19,99,"EPI",10,52.6315789473684
"050217G6G4_D","D","050217G6G4_D3",20170502,20170511,93,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Gata4","wt",33,99,"EPI",5,15.1515151515152
"050217G6G4_D","D","050217G6G4_D4",20170502,20170511,93,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Gata4","mosaic",29,99,"EPI",9,31.0344827586207
"050217G6G4_D","D","050217G6G4_D5",20170502,20170511,107,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Gata4","het",35,99,"EPI",14,40
"050217G6G4_D","D","050217G6G4_D6",20170502,20170511,104,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Gata4","mosaic",20,99,"EPI",1,5
"050217G6G4_D","D","050217G6G4_D7",20170502,20170511,91,"ICM","Littermate","90_120","CD1/mixed","Gata6","het","Gata4","het",26,99,"EPI",14,53.8461538461538
"050217G6G4_D","D","050217G6G4_D8",20170502,20170511,102,"ICM","Littermate","90_120","CD1/mixed","Gata6","het","Gata4","het",31,99,"EPI",11,35.4838709677419
"052317G6G4_E","E","052317G6G4_E1",20170523,20170531,113,"ICM","Littermate","90_120","CD1/mixed","Gata6","het","Gata4","het",34,132,"EPI",13,38.2352941176471
"052317G6G4_E","E","052317G6G4_E3",20170523,20170531,125,"ICM","Littermate","120_150","CD1/mixed","Gata6","het","Gata4","het",43,132,"EPI",20,46.5116279069767
"052317G6G4_E","E","052317G6G4_E4",20170523,20170531,132,"ICM","Littermate","120_150","CD1/mixed","Gata6","wt","Gata4","wt",28,132,"EPI",2,7.14285714285714
"052317G6G4_E","E","052317G6G4_E5",20170523,20170531,141,"ICM","Littermate","120_150","CD1/mixed","Gata6","het","Gata4","wt",30,132,"EPI",14,46.6666666666667
"052317G6G4_E","E","052317G6G4_E7",20170523,20170531,159,"ICM","Littermate",">150","CD1/mixed","Gata6","mosaic","Gata4","wt",32,132,"EPI",13,40.625
"052317G6G4_E","E","052317G6G4_E8",20170523,20170531,116,"ICM","Littermate","90_120","CD1/mixed","Gata6","het","Gata4","het",29,132,"EPI",16,55.1724137931034
"052317G6G4_E","E","052317G6G4_E9",20170523,20170531,163,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Gata4","het",45,132,"EPI",7,15.5555555555556
"052517G6G4_F","F","052517G6G4_F1",20170525,20170531,166,"ICM","Littermate",">150","CD1/mixed","Gata6","wt","Gata4","wt",45,152,"EPI",7,15.5555555555556
"052517G6G4_F","F","052517G6G4_F10",20170525,20170531,172,"ICM","Littermate",">150","CD1/mixed","Gata6","wt","Gata4","het",51,152,"EPI",24,47.0588235294118
"052517G6G4_F","F","052517G6G4_F2",20170525,20170531,147,"ICM","Littermate","120_150","CD1/mixed","Gata6","mosaic","Gata4","het",42,152,"EPI",35,83.3333333333333
"052517G6G4_F","F","052517G6G4_F3",20170525,20170531,152,"ICM","Littermate",">150","CD1/mixed","Gata6","mosaic","Gata4","wt",42,152,"EPI",10,23.8095238095238
"052517G6G4_F","F","052517G6G4_F4",20170525,20170531,92,"ICM","Littermate","90_120","CD1/mixed","Gata6","het","Gata4","wt",21,152,"EPI",8,38.0952380952381
"052517G6G4_F","F","052517G6G4_F7",20170525,20170531,140,"ICM","Littermate","120_150","CD1/mixed","Gata6","het","Gata4","wt",31,152,"EPI",12,38.7096774193548
"080217G6G4_I","I","080217G6G4_I1",20170802,20170808,148,"ICM","Littermate","120_150","CD1/mixed","Gata6","het","Gata4","het",38,176,"EPI",27,71.0526315789474
"080217G6G4_I","I","080217G6G4_I2",20170802,20170808,164,"ICM","Littermate",">150","CD1/mixed","Gata6","wt","Gata4","wt",54,176,"EPI",17,31.4814814814815
"080217G6G4_I","I","080217G6G4_I4",20170802,20170808,176,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Gata4","het",70,176,"EPI",5,7.14285714285714
"080217G6G4_I","I","080217G6G4_I5",20170802,20170808,196,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Gata4","het",71,176,"EPI",7,9.85915492957746
"080217G6G4_I","I","080217G6G4_I6",20170802,20170808,217,"ICM","Littermate",">150","CD1/mixed","Gata6","wt","Gata4","wt",98,176,"EPI",14,14.2857142857143
"080317G6G4_J","J","080317G6G4_J1",20170803,20170808,185,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Gata4","wt",75,183,"EPI",17,22.6666666666667
"080317G6G4_J","J","080317G6G4_J2",20170803,20170808,183,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Gata4","het",64,183,"EPI",35,54.6875
"080317G6G4_J","J","080317G6G4_J3",20170803,20170808,175,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Gata4","wt",68,183,"EPI",37,54.4117647058823
"080317G6G4_J","J","080317G6G4_J4",20170803,20170808,207,"ICM","Littermate",">150","CD1/mixed","Gata6","wt","Gata4","wt",91,183,"EPI",9,9.89010989010989
"080317G6G4_J","J","080317G6G4_J5",20170803,20170808,173,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Gata4","wt",59,183,"EPI",34,57.6271186440678
"080317G6G4_J","J","080317G6G4_J6",20170803,20170808,182,"ICM","Littermate",">150","CD1/mixed","Gata6","wt","Gata4","het",66,183,"EPI",4,6.06060606060606
"081418G6NG_AE","AE","081414G6NG_AE1",20180814,20180816,91,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Nanog","het",31,91,"EPI",7,22.5806451612903
"081418G6NG_AE","AE","081414G6NG_AE3",20180814,20180816,84,"ICM","Littermate","64_90","CD1/mixed","Gata6","het","Nanog","het",24,91,"EPI",4,16.6666666666667
"081418G6NG_AE","AE","081414G6NG_AE4",20180814,20180816,91,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Nanog","het",28,91,"EPI",6,21.4285714285714
"081418G6NG_AE","AE","081414G6NG_AE5",20180814,20180816,93,"ICM","Littermate","90_120","CD1/mixed","Gata6","het","Nanog","het",41,91,"EPI",7,17.0731707317073
"081418G6NG_AE","AE","081414G6NG_AE7",20180814,20180816,85,"ICM","Littermate","64_90","CD1/mixed","Gata6","het","Nanog","het",27,91,"EPI",5,18.5185185185185
"081418G6NG_AE","AE","081414G6NG_AE8",20180814,20180816,92,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Nanog","het",33,91,"EPI",5,15.1515151515152
"081418G6NG_AE","AE","081414G6NG_AE9",20180814,20180816,105,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Nanog","wt",35,91,"EPI",15,42.8571428571429
"082118G6NG_AF","AF","082118G6NG_AF1",20180821,20180824,103,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Nanog","het",43,104,"EPI",12,27.906976744186
"082118G6NG_AF","AF","082118G6NG_AF2",20180821,20180824,104,"ICM","Littermate","90_120","CD1/mixed","Gata6","het","Nanog","het",36,104,"EPI",5,13.8888888888889
"082118G6NG_AG","AG","082118G6NG_AG1",20180821,20180824,106,"ICM","Littermate","90_120","CD1/mixed","Gata6","het","Nanog","wt",29,106,"EPI",11,37.9310344827586
"082318G6NG_AH","AH","082318G6NG_AH1",20180823,20180824,152,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Nanog","het",34,152,"EPI",17,50
"082318G6NG_AH","AH","082318G6NG_AH2",20180823,20180824,151,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Nanog","het",39,152,"EPI",27,69.2307692307692
"082318G6NG_AH","AH","082318G6NG_AH4",20180823,20180824,172,"ICM","Littermate",">150","CD1/mixed","Gata6","wt","Nanog","het",63,152,"EPI",22,34.9206349206349
"091918G6NG_AI","AI","091918G6NG_AI1",20180919,20180926,105,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Nanog","het",40,118,"EPI",7,17.5
"091918G6NG_AI","AI","091918G6NG_AI2",20180919,20180926,117,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Nanog","het",37,118,"EPI",13,35.1351351351351
"091918G6NG_AI","AI","091918G6NG_AI3",20180919,20180926,123,"ICM","Littermate","120_150","CD1/mixed","Gata6","wt","Nanog","het",35,118,"EPI",14,40
