"Experiment","Litter","Embryo_ID","Treatment","Cellcount","TE_ICM","icm.count","H_genotype","D_genotype","Embryo_size","t0.donor","donor.end","Identity.hc","lin.count","pc.icm"
"011317Xim_WT_AD","AD","011317Xim_WT_AD6","Chimera",62,"ICM",13,"wt","CAG:H2B-GFP","Single",75,"[60,80)","EPI.lo",0,0
"011317Xim_WT_AD","AD","011317Xim_WT_AD7","Chimera",76,"ICM",9,"wt","CAG:H2B-GFP","Single",75,"[20,40)","EPI.lo",0,0
"011317Xim_WT_AD","AD","011317Xim_WT_AD8","Chimera",77,"ICM",11,"wt","CAG:H2B-GFP","Single",75,"[60,80)","EPI.lo",0,0
"011317Xim_WT_AD","AD","011317Xim_WT_AD9","Chimera",86,"ICM",19,"wt","CAG:H2B-GFP","Single",75,"[60,80)","EPI.lo",0,0
"011517Xim_WT_AE","AE","011517Xim_WT_AE1","Chimera",89,"ICM",11,"wt","CAG:H2B-GFP","Single",50,"[20,40)","EPI.lo",0,0
"011517Xim_WT_AE","AE","011517Xim_WT_AE10","Control",109,"ICM",24,"CAG:H2B-GFP","0","Single",0,"[0,20)","EPI.lo",0,0
"011517Xim_WT_AE","AE","011517Xim_WT_AE3","Chimera",95,"ICM",15,"wt","CAG:H2B-GFP","Single",50,"[80,100]","EPI.lo",0,0
"011517Xim_WT_AE","AE","011517Xim_WT_AE4","Chimera",67,"ICM",10,"wt","CAG:H2B-GFP","Single",50,"[20,40)","EPI.lo",0,0
"011517Xim_WT_AE","AE","011517Xim_WT_AE5","Chimera",68,"ICM",13,"wt","CAG:H2B-GFP","Single",50,"[20,40)","EPI.lo",0,0
"011517Xim_WT_AE","AE","011517Xim_WT_AE6","Control",110,"ICM",14,"CAG:H2B-GFP","0","Single",0,"[0,20)","EPI.lo",0,0
"011517Xim_WT_AE","AE","011517Xim_WT_AE7","Control",114,"ICM",18,"CAG:H2B-GFP","0","Single",0,"[0,20)","EPI.lo",0,0
"011517Xim_WT_AE","AE","011517Xim_WT_AE8","Control",98,"ICM",15,"CAG:H2B-GFP","0","Single",0,"[0,20)","EPI.lo",0,0
"011517Xim_WT_AE","AE","011517Xim_WT_AE9","Control",106,"ICM",17,"CAG:H2B-GFP","0","Single",0,"[0,20)","EPI.lo",0,0
"012017Xim_G6_AF","AF","012017Xim_G6_AF10","Chimera",78,"ICM",18,"ko","CAG:H2B-GFP","Single",50,"[40,60)","EPI.lo",0,0
"012017Xim_G6_AF","AF","012017Xim_G6_AF11","Chimera",97,"ICM",24,"ko","CAG:H2B-GFP","Single",50,"[40,60)","EPI.lo",4,16.6666666666667
"012017Xim_G6_AF","AF","012017Xim_G6_AF12","Chimera",103,"ICM",17,"het","CAG:H2B-GFP","Single",50,"[60,80)","EPI.lo",0,0
"012017Xim_G6_AF","AF","012017Xim_G6_AF13","Chimera",87,"ICM",8,"het","CAG:H2B-GFP","Single",50,"[20,40)","EPI.lo",0,0
"012017Xim_G6_AF","AF","012017Xim_G6_AF14","Control",96,"ICM",18,"wt","0","Single",0,"[0,20)","EPI.lo",0,0
"012017Xim_G6_AF","AF","012017Xim_G6_AF15","Control",105,"ICM",37,"wt","0","Single",0,"[0,20)","EPI.lo",0,0
"012017Xim_G6_AF","AF","012017Xim_G6_AF16","Control",67,"ICM",14,"wt","0","Single",0,"[0,20)","EPI.lo",0,0
"012017Xim_G6_AF","AF","012017Xim_G6_AF17","Control",123,"ICM",17,"wt","0","Single",0,"[0,20)","EPI.lo",0,0
"012017Xim_G6_AF","AF","012017Xim_G6_AF3","Chimera",65,"ICM",16,"het","CAG:H2B-GFP","Single",50,"[40,60)","EPI.lo",0,0
"012017Xim_G6_AF","AF","012017Xim_G6_AF4","Chimera",99,"ICM",17,"het","CAG:H2B-GFP","Single",50,"[80,100]","EPI.lo",0,0
"012017Xim_G6_AF","AF","012017Xim_G6_AF5","Chimera",74,"ICM",26,"het","CAG:H2B-GFP","Single",50,"[40,60)","EPI.lo",0,0
"012017Xim_G6_AF","AF","012017Xim_G6_AF6","Chimera",79,"ICM",18,"ko","CAG:H2B-GFP","Single",50,"[40,60)","EPI.lo",1,5.55555555555556
"012017Xim_G6_AF","AF","012017Xim_G6_AF7","Chimera",51,"ICM",13,"het","CAG:H2B-GFP","Single",50,"[20,40)","EPI.lo",0,0
"012017Xim_G6_AF","AF","012017Xim_G6_AF8","Chimera",70,"ICM",16,"het","CAG:H2B-GFP","Single",50,"[0,20)","EPI.lo",0,0
"012017Xim_G6_AF","AF","012017Xim_G6_AF9","Chimera",91,"ICM",13,"het","CAG:H2B-GFP","Single",50,"[60,80)","EPI.lo",0,0
"020117Xim_WT_AH","AH","020117Xim_WT_AH1","Chimera",81,"ICM",21,"wt","CAG:H2B-GFP","Single",50,"[20,40)","EPI.lo",1,4.76190476190476
"020117Xim_WT_AH","AH","020117Xim_WT_AH2","Chimera",47,"ICM",11,"wt","CAG:H2B-GFP","Single",50,"[80,100]","EPI.lo",0,0
"020117Xim_WT_AH","AH","020117Xim_WT_AH3","Chimera",70,"ICM",17,"wt","CAG:H2B-GFP","Single",50,"[40,60)","EPI.lo",0,0
"020117Xim_WT_AH","AH","020117Xim_WT_AH4","Chimera",108,"ICM",23,"wt","CAG:H2B-GFP","Single",50,"[60,80)","EPI.lo",0,0
"020117Xim_WT_AH","AH","020117Xim_WT_AH5","Chimera",76,"ICM",13,"wt","CAG:H2B-GFP","Single",50,"[20,40)","EPI.lo",0,0
"020117Xim_WT_AH","AH","020117Xim_WT_AH6","Chimera",47,"ICM",6,"wt","CAG:H2B-GFP","Single",50,"[80,100]","EPI.lo",0,0
"020817Xim_WT_AI","AI","020817Xim_WT_AI1","Control",84,"ICM",8,"wt","0","Single",0,"[0,20)","EPI.lo",0,0
"020817Xim_WT_AI","AI","020817Xim_WT_AI10","Chimera",61,"ICM",18,"wt","CAG:H2B-GFP","Single",25,"[0,20)","EPI.lo",0,0
"020817Xim_WT_AI","AI","020817Xim_WT_AI11","Chimera",102,"ICM",10,"wt","CAG:H2B-GFP","Single",25,"[60,80)","EPI.lo",0,0
"020817Xim_WT_AI","AI","020817Xim_WT_AI12","Chimera",75,"ICM",4,"wt","CAG:H2B-GFP","Single",25,"[60,80)","EPI.lo",0,0
"020817Xim_WT_AI","AI","020817Xim_WT_AI13","Chimera",60,"ICM",11,"wt","CAG:H2B-GFP","Single",25,"[80,100]","EPI.lo",0,0
"020817Xim_WT_AI","AI","020817Xim_WT_AI14","Chimera",96,"ICM",18,"wt","CAG:H2B-GFP","Single",25,"[0,20)","EPI.lo",0,0
"020817Xim_WT_AI","AI","020817Xim_WT_AI15","Chimera",91,"ICM",15,"wt","CAG:H2B-GFP","Single",25,"[0,20)","EPI.lo",0,0
"020817Xim_WT_AI","AI","020817Xim_WT_AI16","Chimera",93,"ICM",31,"wt","CAG:H2B-GFP","Single",25,"[0,20)","EPI.lo",0,0
"020817Xim_WT_AI","AI","020817Xim_WT_AI17","Chimera",121,"ICM",20,"wt","CAG:H2B-GFP","Single",25,"[80,100]","EPI.lo",0,0
"020817Xim_WT_AI","AI","020817Xim_WT_AI18","Chimera",85,"ICM",14,"wt","CAG:H2B-GFP","Single",25,"[60,80)","EPI.lo",0,0
"020817Xim_WT_AI","AI","020817Xim_WT_AI19","Chimera",90,"ICM",19,"wt","CAG:H2B-GFP","Single",25,"[0,20)","EPI.lo",0,0
"020817Xim_WT_AI","AI","020817Xim_WT_AI2","Control",107,"ICM",12,"wt","0","Single",0,"[0,20)","EPI.lo",0,0
"020817Xim_WT_AI","AI","020817Xim_WT_AI20","Chimera",118,"ICM",15,"wt","CAG:H2B-GFP","Single",25,"[80,100]","EPI.lo",0,0
"020817Xim_WT_AI","AI","020817Xim_WT_AI3","Control",114,"ICM",18,"wt","0","Single",0,"[0,20)","EPI.lo",0,0
"020817Xim_WT_AI","AI","020817Xim_WT_AI4","Control",112,"ICM",20,"wt","0","Single",0,"[0,20)","EPI.lo",0,0
"020817Xim_WT_AI","AI","020817Xim_WT_AI5","Control",96,"ICM",11,"wt","0","Single",0,"[0,20)","EPI.lo",0,0
"020817Xim_WT_AI","AI","020817Xim_WT_AI6","Control",103,"ICM",18,"wt","0","Single",0,"[0,20)","EPI.lo",1,5.55555555555556
"020817Xim_WT_AI","AI","020817Xim_WT_AI7","Control",105,"ICM",23,"wt","0","Single",0,"[0,20)","EPI.lo",0,0
"020817Xim_WT_AI","AI","020817Xim_WT_AI8","Control",97,"ICM",23,"wt","0","Single",0,"[0,20)","EPI.lo",0,0
"020817Xim_WT_AI","AI","020817Xim_WT_AI9","Chimera",78,"ICM",15,"wt","CAG:H2B-GFP","Single",25,"[60,80)","EPI.lo",0,0
"020917Xim_WT_AJ","AJ","020917Xim_WT_AJ1","Control",89,"ICM",18,"wt","0","Single",0,"[0,20)","EPI.lo",0,0
"020917Xim_WT_AJ","AJ","020917Xim_WT_AJ10","Chimera",99,"ICM",12,"wt","CAG:H2B-GFP","Single",25,"[0,20)","EPI.lo",0,0
"020917Xim_WT_AJ","AJ","020917Xim_WT_AJ11","Chimera",81,"ICM",10,"wt","CAG:H2B-GFP","Single",25,"[0,20)","EPI.lo",0,0
"020917Xim_WT_AJ","AJ","020917Xim_WT_AJ12","Chimera",86,"ICM",11,"wt","CAG:H2B-GFP","Single",25,"[0,20)","EPI.lo",0,0
"020917Xim_WT_AJ","AJ","020917Xim_WT_AJ13","Chimera",91,"ICM",12,"wt","CAG:H2B-GFP","Single",25,"[40,60)","EPI.lo",0,0
"020917Xim_WT_AJ","AJ","020917Xim_WT_AJ14","Chimera",112,"ICM",13,"wt","CAG:H2B-GFP","Single",25,"[20,40)","EPI.lo",0,0
"020917Xim_WT_AJ","AJ","020917Xim_WT_AJ15","Chimera",78,"ICM",9,"wt","CAG:H2B-GFP","Single",25,"[40,60)","EPI.lo",0,0
"020917Xim_WT_AJ","AJ","020917Xim_WT_AJ2","Control",89,"ICM",15,"wt","0","Single",0,"[0,20)","EPI.lo",0,0
"020917Xim_WT_AJ","AJ","020917Xim_WT_AJ3","Control",102,"ICM",20,"wt","0","Single",0,"[0,20)","EPI.lo",0,0
"020917Xim_WT_AJ","AJ","020917Xim_WT_AJ4","Chimera",59,"ICM",7,"wt","CAG:H2B-GFP","Single",25,"[80,100]","EPI.lo",0,0
"020917Xim_WT_AJ","AJ","020917Xim_WT_AJ5","Chimera",102,"ICM",24,"wt","CAG:H2B-GFP","Single",25,"[40,60)","EPI.lo",0,0
"020917Xim_WT_AJ","AJ","020917Xim_WT_AJ6","Chimera",58,"ICM",10,"wt","CAG:H2B-GFP","Single",25,"[0,20)","EPI.lo",0,0
"020917Xim_WT_AJ","AJ","020917Xim_WT_AJ7","Chimera",94,"ICM",12,"wt","CAG:H2B-GFP","Single",25,"[20,40)","EPI.lo",0,0
"020917Xim_WT_AJ","AJ","020917Xim_WT_AJ8","Chimera",106,"ICM",14,"wt","CAG:H2B-GFP","Single",25,"[60,80)","EPI.lo",0,0
"020917Xim_WT_AJ","AJ","020917Xim_WT_AJ9","Chimera",90,"ICM",12,"wt","CAG:H2B-GFP","Single",25,"[0,20)","EPI.lo",0,0
"022417Xim_WT_AK","AK","022417Xim_WT_AK1","Chimera",227,"ICM",32,"wt","CAG:H2B-GFP","Double",50,"[0,20)","EPI.lo",0,0
"022417Xim_WT_AK","AK","022417Xim_WT_AK10","Control",86,"ICM",17,"ko","0","Single",0,"[0,20)","EPI.lo",8,47.0588235294118
"022417Xim_WT_AK","AK","022417Xim_WT_AK2","Chimera",265,"ICM",45,"wt","CAG:H2B-GFP","Double",50,"[40,60)","EPI.lo",0,0
"022417Xim_WT_AK","AK","022417Xim_WT_AK3","Chimera",270,"ICM",52,"wt","CAG:H2B-GFP","Double",50,"[20,40)","EPI.lo",0,0
"022417Xim_WT_AK","AK","022417Xim_WT_AK4","Control",86,"ICM",29,"het","0","Single",0,"[0,20)","EPI.lo",0,0
"022417Xim_WT_AK","AK","022417Xim_WT_AK5","Control",144,"ICM",32,"wt","0","Single",0,"[0,20)","EPI.lo",0,0
"022417Xim_WT_AK","AK","022417Xim_WT_AK6","Control",134,"ICM",23,"wt","0","Single",0,"[0,20)","EPI.lo",0,0
"022417Xim_WT_AK","AK","022417Xim_WT_AK7","Control",115,"ICM",15,"wt","0","Single",0,"[0,20)","EPI.lo",0,0
"022417Xim_WT_AK","AK","022417Xim_WT_AK8","Control",112,"ICM",7,"het","0","Single",0,"[0,20)","EPI.lo",0,0
"030117Xim_WT_AL","AL","030117Xim_WT_AL1","Chimera",114,"ICM",17,"wt","CAG:H2B-GFP","Single",75,"[60,80)","EPI.lo",0,0
"030117Xim_WT_AL","AL","030117Xim_WT_AL2","Chimera",102,"ICM",24,"wt","CAG:H2B-GFP","Single",75,"[80,100]","EPI.lo",0,0
"030117Xim_WT_AL","AL","030117Xim_WT_AL3","Chimera",83,"ICM",18,"wt","CAG:H2B-GFP","Single",75,"[80,100]","EPI.lo",0,0
"030117Xim_WT_AL","AL","030117Xim_WT_AL4","Chimera",102,"ICM",15,"wt","CAG:H2B-GFP","Single",75,"[80,100]","EPI.lo",0,0
"030117Xim_WT_AL","AL","030117Xim_WT_AL5","Chimera",115,"ICM",15,"wt","CAG:H2B-GFP","Single",75,"[80,100]","EPI.lo",0,0
"030117Xim_WT_AL","AL","030117Xim_WT_AL6","Chimera",99,"ICM",20,"wt","CAG:H2B-GFP","Single",75,"[80,100]","EPI.lo",0,0
"030117Xim_WT_AL","AL","030117Xim_WT_AL7","Chimera",98,"ICM",17,"wt","CAG:H2B-GFP","Single",75,"[60,80)","EPI.lo",0,0
"030117Xim_WT_AL","AL","030117Xim_WT_AL8","Control",108,"ICM",21,"wt","0","Single",0,"[0,20)","EPI.lo",0,0
"030217Xim_WT_AM","AM","030217Xim_WT_AM1","Chimera",168,"ICM",36,"wt","CAG:H2B-GFP","Double",50,"[40,60)","EPI.lo",1,2.77777777777778
"030217Xim_WT_AM","AM","030217Xim_WT_AM2","Chimera",134,"ICM",26,"wt","CAG:H2B-GFP","Double",50,"[20,40)","EPI.lo",0,0
"030217Xim_WT_AM","AM","030217Xim_WT_AM3","Chimera",171,"ICM",39,"wt","CAG:H2B-GFP","Double",50,"[40,60)","EPI.lo",0,0
"030217Xim_WT_AM","AM","030217Xim_WT_AM4","Chimera",192,"ICM",44,"wt","CAG:H2B-GFP","Double",50,"[40,60)","EPI.lo",0,0
"030217Xim_WT_AM","AM","030217Xim_WT_AM5","Chimera",181,"ICM",43,"wt","CAG:H2B-GFP","Double",50,"[40,60)","EPI.lo",1,2.32558139534884
"030217Xim_WT_AM","AM","030217Xim_WT_AM6","Chimera",170,"ICM",31,"wt","CAG:H2B-GFP","Double",50,"[0,20)","EPI.lo",0,0
"030217Xim_WT_AM","AM","030217Xim_WT_AM7","Control",81,"ICM",20,"wt","0","Single",0,"[0,20)","EPI.lo",0,0
"031818Xim_WT_AN","AN","031818Xim_WT_AN1","Chimera",104,"ICM",20,"wt","CAG:H2B-GFP","Single",75,"[80,100]","EPI.lo",0,0
"031818Xim_WT_AN","AN","031818Xim_WT_AN10","Chimera",99,"ICM",14,"wt","CAG:H2B-GFP","Single",75,"[60,80)","EPI.lo",0,0
"031818Xim_WT_AN","AN","031818Xim_WT_AN11","Chimera",135,"ICM",17,"wt","CAG:H2B-GFP","Single",75,"[40,60)","EPI.lo",0,0
"031818Xim_WT_AN","AN","031818Xim_WT_AN12","Chimera",106,"ICM",10,"wt","CAG:H2B-GFP","Single",75,"[80,100]","EPI.lo",0,0
"031818Xim_WT_AN","AN","031818Xim_WT_AN13","Chimera",98,"ICM",17,"wt","CAG:H2B-GFP","Single",75,"[80,100]","EPI.lo",0,0
"031818Xim_WT_AN","AN","031818Xim_WT_AN14","Control",132,"ICM",23,"wt","0","Single",0,"[0,20)","EPI.lo",0,0
"031818Xim_WT_AN","AN","031818Xim_WT_AN15","Control",113,"ICM",15,"wt","0","Single",0,"[0,20)","EPI.lo",1,6.66666666666667
"031818Xim_WT_AN","AN","031818Xim_WT_AN2","Chimera",89,"ICM",10,"wt","CAG:H2B-GFP","Single",75,"[60,80)","EPI.lo",0,0
"031818Xim_WT_AN","AN","031818Xim_WT_AN3","Chimera",81,"ICM",13,"wt","CAG:H2B-GFP","Single",75,"[80,100]","EPI.lo",0,0
"031818Xim_WT_AN","AN","031818Xim_WT_AN4","Chimera",106,"ICM",18,"wt","CAG:H2B-GFP","Single",75,"[60,80)","EPI.lo",0,0
"031818Xim_WT_AN","AN","031818Xim_WT_AN5","Chimera",82,"ICM",21,"wt","CAG:H2B-GFP","Single",75,"[80,100]","EPI.lo",0,0
"031818Xim_WT_AN","AN","031818Xim_WT_AN6","Chimera",109,"ICM",17,"wt","CAG:H2B-GFP","Single",75,"[80,100]","EPI.lo",0,0
"031818Xim_WT_AN","AN","031818Xim_WT_AN7","Chimera",91,"ICM",7,"wt","CAG:H2B-GFP","Single",75,"[0,20)","EPI.lo",0,0
"031818Xim_WT_AN","AN","031818Xim_WT_AN8","Chimera",114,"ICM",28,"wt","CAG:H2B-GFP","Single",75,"[80,100]","EPI.lo",0,0
"031818Xim_WT_AN","AN","031818Xim_WT_AN9","Chimera",105,"ICM",16,"wt","CAG:H2B-GFP","Single",75,"[60,80)","EPI.lo",0,0
"031818Xim_WT_AO","AO","031818Xim_WT_AO1","Chimera",117,"ICM",14,"wt","CAG:H2B-GFP","Single",50,"[60,80)","EPI.lo",0,0
"031818Xim_WT_AO","AO","031818Xim_WT_AO10","Chimera",95,"ICM",20,"wt","CAG:H2B-GFP","Single",50,"[40,60)","EPI.lo",0,0
"031818Xim_WT_AO","AO","031818Xim_WT_AO11","Chimera",119,"ICM",23,"wt","CAG:H2B-GFP","Single",50,"[20,40)","EPI.lo",0,0
"031818Xim_WT_AO","AO","031818Xim_WT_AO12","Chimera",87,"ICM",17,"wt","CAG:H2B-GFP","Single",50,"[40,60)","EPI.lo",1,5.88235294117647
"031818Xim_WT_AO","AO","031818Xim_WT_AO13","Chimera",91,"ICM",29,"wt","CAG:H2B-GFP","Single",50,"[60,80)","EPI.lo",2,6.89655172413793
"031818Xim_WT_AO","AO","031818Xim_WT_AO14","Chimera",98,"ICM",20,"wt","CAG:H2B-GFP","Single",50,"[20,40)","EPI.lo",0,0
"031818Xim_WT_AO","AO","031818Xim_WT_AO15","Chimera",107,"ICM",23,"wt","CAG:H2B-GFP","Single",50,"[60,80)","EPI.lo",0,0
"031818Xim_WT_AO","AO","031818Xim_WT_AO16","Chimera",90,"ICM",19,"wt","CAG:H2B-GFP","Single",50,"[60,80)","EPI.lo",0,0
"031818Xim_WT_AO","AO","031818Xim_WT_AO17","Chimera",108,"ICM",25,"wt","CAG:H2B-GFP","Single",50,"[80,100]","EPI.lo",0,0
"031818Xim_WT_AO","AO","031818Xim_WT_AO18","Chimera",83,"ICM",18,"wt","CAG:H2B-GFP","Single",50,"[80,100]","EPI.lo",0,0
"031818Xim_WT_AO","AO","031818Xim_WT_AO19","Control",96,"ICM",9,"wt","0","Single",0,"[0,20)","EPI.lo",1,11.1111111111111
"031818Xim_WT_AO","AO","031818Xim_WT_AO2","Chimera",79,"ICM",23,"wt","CAG:H2B-GFP","Single",50,"[80,100]","EPI.lo",0,0
"031818Xim_WT_AO","AO","031818Xim_WT_AO3","Chimera",93,"ICM",22,"wt","CAG:H2B-GFP","Single",50,"[20,40)","EPI.lo",0,0
"031818Xim_WT_AO","AO","031818Xim_WT_AO4","Chimera",96,"ICM",19,"wt","CAG:H2B-GFP","Single",50,"[60,80)","EPI.lo",0,0
"031818Xim_WT_AO","AO","031818Xim_WT_AO5","Chimera",111,"ICM",22,"wt","CAG:H2B-GFP","Single",50,"[60,80)","EPI.lo",0,0
"031818Xim_WT_AO","AO","031818Xim_WT_AO6","Chimera",97,"ICM",13,"wt","CAG:H2B-GFP","Single",50,"[80,100]","EPI.lo",0,0
"031818Xim_WT_AO","AO","031818Xim_WT_AO7","Chimera",106,"ICM",23,"wt","CAG:H2B-GFP","Single",50,"[40,60)","EPI.lo",1,4.34782608695652
"031818Xim_WT_AO","AO","031818Xim_WT_AO8","Chimera",72,"ICM",9,"wt","CAG:H2B-GFP","Single",50,"[80,100]","EPI.lo",0,0
"031818Xim_WT_AO","AO","031818Xim_WT_AO9","Chimera",63,"ICM",15,"wt","CAG:H2B-GFP","Single",50,"[40,60)","EPI.lo",0,0
"041318Xim_G6_AW","AW","041318Xim_G6_AW1","Control",80,"ICM",24,"CAG:H2B-GFP","0","Single",0,"[0,20)","EPI.lo",0,0
"041318Xim_G6_AW","AW","041318Xim_G6_AW10","Control",61,"ICM",15,"wt","0","Single",0,"[0,20)","EPI.lo",0,0
"041318Xim_G6_AW","AW","041318Xim_G6_AW11","Chimera",93,"ICM",33,"het","CAG:H2B-GFP","Single",50,"[60,80)","EPI.lo",0,0
"041318Xim_G6_AW","AW","041318Xim_G6_AW12","Chimera",98,"ICM",30,"mosaic","CAG:H2B-GFP","Single",50,"[40,60)","EPI.lo",0,0
"041318Xim_G6_AW","AW","041318Xim_G6_AW13","Chimera",65,"ICM",15,"ko","CAG:H2B-GFP","Single",50,"[80,100]","EPI.lo",0,0
"041318Xim_G6_AW","AW","041318Xim_G6_AW14","Chimera",75,"ICM",13,"het","CAG:H2B-GFP","Single",50,"[60,80)","EPI.lo",0,0
"041318Xim_G6_AW","AW","041318Xim_G6_AW15","Chimera",84,"ICM",30,"mosaic","CAG:H2B-GFP","Single",50,"[40,60)","EPI.lo",0,0
"041318Xim_G6_AW","AW","041318Xim_G6_AW16","Chimera",75,"ICM",29,"mosaic","CAG:H2B-GFP","Single",50,"[40,60)","EPI.lo",0,0
"041318Xim_G6_AW","AW","041318Xim_G6_AW17","Chimera",96,"ICM",20,"het","CAG:H2B-GFP","Single",50,"[60,80)","EPI.lo",0,0
"041318Xim_G6_AW","AW","041318Xim_G6_AW18","Chimera",86,"ICM",25,"mosaic","CAG:H2B-GFP","Single",50,"[20,40)","EPI.lo",0,0
"041318Xim_G6_AW","AW","041318Xim_G6_AW19","Chimera",97,"ICM",31,"het","CAG:H2B-GFP","Single",50,"[80,100]","EPI.lo",0,0
"041318Xim_G6_AW","AW","041318Xim_G6_AW2","Control",97,"ICM",25,"CAG:H2B-GFP","0","Single",0,"[0,20)","EPI.lo",0,0
"041318Xim_G6_AW","AW","041318Xim_G6_AW20","Chimera",92,"ICM",32,"mosaic","CAG:H2B-GFP","Single",50,"[60,80)","EPI.lo",0,0
"041318Xim_G6_AW","AW","041318Xim_G6_AW21","Chimera",103,"ICM",29,"mosaic","CAG:H2B-GFP","Single",50,"[80,100]","EPI.lo",0,0
"041318Xim_G6_AW","AW","041318Xim_G6_AW22","Chimera",155,"ICM",68,"ko","CAG:H2B-GFP","Double",50,"[60,80)","EPI.lo",13,19.1176470588235
"041318Xim_G6_AW","AW","041318Xim_G6_AW23","Chimera",152,"ICM",62,"het","CAG:H2B-GFP","Double",50,"[60,80)","EPI.lo",0,0
"041318Xim_G6_AW","AW","041318Xim_G6_AW24","Chimera",166,"ICM",45,"het","CAG:H2B-GFP","Double",50,"[40,60)","EPI.lo",0,0
"041318Xim_G6_AW","AW","041318Xim_G6_AW25","Chimera",128,"ICM",45,"het","CAG:H2B-GFP","Double",50,"[40,60)","EPI.lo",0,0
"041318Xim_G6_AW","AW","041318Xim_G6_AW3","Control",101,"ICM",19,"CAG:H2B-GFP","0","Single",0,"[0,20)","EPI.lo",0,0
"041318Xim_G6_AW","AW","041318Xim_G6_AW4","Control",45,"ICM",10,"wt","0","Single",0,"[0,20)","EPI.lo",0,0
"041318Xim_G6_AW","AW","041318Xim_G6_AW5","Control",81,"ICM",20,"wt","0","Single",0,"[0,20)","EPI.lo",0,0
"041318Xim_G6_AW","AW","041318Xim_G6_AW6","Control",92,"ICM",19,"wt","0","Single",0,"[0,20)","EPI.lo",0,0
"041318Xim_G6_AW","AW","041318Xim_G6_AW7","Control",50,"ICM",13,"wt","0","Single",0,"[0,20)","EPI.lo",0,0
"041318Xim_G6_AW","AW","041318Xim_G6_AW8","Control",58,"ICM",8,"wt","0","Single",0,"[0,20)","EPI.lo",0,0
"041318Xim_G6_AW","AW","041318Xim_G6_AW9","Control",89,"ICM",18,"wt","0","Single",0,"[0,20)","EPI.lo",0,0
"041818Xim_G6_AY","AY","041818Xim_G6_AY1","Control",109,"ICM",24,"wt","0","Single",0,"[0,20)","EPI.lo",0,0
"041818Xim_G6_AY","AY","041818Xim_G6_AY10","Chimera",116,"ICM",31,"het","CAG:H2B-GFP","Single",25,"[0,20)","EPI.lo",0,0
"041818Xim_G6_AY","AY","041818Xim_G6_AY11","Chimera",98,"ICM",19,"het","CAG:H2B-GFP","Single",25,"[40,60)","EPI.lo",0,0
"041818Xim_G6_AY","AY","041818Xim_G6_AY12","Chimera",122,"ICM",37,"het","CAG:H2B-GFP","Single",25,"[0,20)","EPI.lo",0,0
"041818Xim_G6_AY","AY","041818Xim_G6_AY13","Chimera",93,"ICM",45,"het","CAG:H2B-GFP","Single",25,"[0,20)","EPI.lo",0,0
"041818Xim_G6_AY","AY","041818Xim_G6_AY14","Chimera",102,"ICM",33,"ko","CAG:H2B-GFP","Single",25,"[0,20)","EPI.lo",12,36.3636363636364
"041818Xim_G6_AY","AY","041818Xim_G6_AY15","Chimera",73,"ICM",16,"het","CAG:H2B-GFP","Single",25,"[0,20)","EPI.lo",0,0
"041818Xim_G6_AY","AY","041818Xim_G6_AY16","Chimera",96,"ICM",28,"ko","CAG:H2B-GFP","Single",25,"[40,60)","EPI.lo",3,10.7142857142857
"041818Xim_G6_AY","AY","041818Xim_G6_AY3","Control",95,"ICM",17,"wt","0","Single",0,"[0,20)","EPI.lo",0,0
"041818Xim_G6_AY","AY","041818Xim_G6_AY4","Control",108,"ICM",20,"wt","0","Single",0,"[0,20)","EPI.lo",0,0
"041818Xim_G6_AY","AY","041818Xim_G6_AY5","Control",96,"ICM",25,"wt","0","Single",0,"[0,20)","EPI.lo",0,0
"041818Xim_G6_AY","AY","041818Xim_G6_AY6","Control",102,"ICM",26,"wt","0","Single",0,"[0,20)","EPI.lo",0,0
"041818Xim_G6_AY","AY","041818Xim_G6_AY7","Control",63,"ICM",20,"wt","0","Single",0,"[0,20)","EPI.lo",0,0
"041818Xim_G6_AY","AY","041818Xim_G6_AY8","Chimera",89,"ICM",26,"het","CAG:H2B-GFP","Single",25,"[0,20)","EPI.lo",0,0
"041818Xim_G6_AY","AY","041818Xim_G6_AY9","Chimera",88,"ICM",16,"het","CAG:H2B-GFP","Single",25,"[0,20)","EPI.lo",0,0
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ1","Control",105,"ICM",17,"wt","0","Single",0,"[0,20)","EPI.lo",0,0
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ10","Control",82,"ICM",13,"CAG:H2B-GFP","0","Single",0,"[0,20)","EPI.lo",0,0
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ11","Control",103,"ICM",11,"wt","0","Single",0,"[0,20)","EPI.lo",0,0
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ12","Chimera",57,"ICM",27,"ko","CAG:H2B-GFP","Single",25,"[20,40)","EPI.lo",4,14.8148148148148
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ13","Chimera",97,"ICM",17,"het","CAG:H2B-GFP","Single",25,"[0,20)","EPI.lo",0,0
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ14","Chimera",85,"ICM",33,"ko","CAG:H2B-GFP","Single",25,"[20,40)","EPI.lo",2,6.06060606060606
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ15","Chimera",74,"ICM",24,"het","CAG:H2B-GFP","Single",25,"[0,20)","EPI.lo",0,0
