"Experiment","Litter","Embryo_ID","Treatment","Cellcount","TE_ICM","icm.count","H_genotype","D_genotype","Embryo_size","t0.donor","donor.end","Identity.hc","lin.count","pc.icm"
"041318Xim_G6_AW","AW","041318Xim_G6_AW11","Chimera",93,"ICM",33,"het","CAG:H2B-GFP","Single",50,"[60,80)","EPI",19,57.5757575757576
"041318Xim_G6_AW","AW","041318Xim_G6_AW12","Chimera",98,"ICM",30,"mosaic","CAG:H2B-GFP","Single",50,"[40,60)","EPI",5,16.6666666666667
"041318Xim_G6_AW","AW","041318Xim_G6_AW13","Chimera",65,"ICM",15,"ko","CAG:H2B-GFP","Single",50,"[80,100]","EPI",6,40
"041318Xim_G6_AW","AW","041318Xim_G6_AW14","Chimera",75,"ICM",13,"het","CAG:H2B-GFP","Single",50,"[60,80)","EPI",2,15.3846153846154
"041318Xim_G6_AW","AW","041318Xim_G6_AW15","Chimera",84,"ICM",30,"mosaic","CAG:H2B-GFP","Single",50,"[40,60)","EPI",2,6.66666666666667
"041318Xim_G6_AW","AW","041318Xim_G6_AW16","Chimera",75,"ICM",29,"mosaic","CAG:H2B-GFP","Single",50,"[40,60)","EPI",6,20.6896551724138
"041318Xim_G6_AW","AW","041318Xim_G6_AW17","Chimera",96,"ICM",20,"het","CAG:H2B-GFP","Single",50,"[60,80)","EPI",3,15
"041318Xim_G6_AW","AW","041318Xim_G6_AW18","Chimera",86,"ICM",25,"mosaic","CAG:H2B-GFP","Single",50,"[20,40)","EPI",2,8
"041318Xim_G6_AW","AW","041318Xim_G6_AW19","Chimera",97,"ICM",31,"het","CAG:H2B-GFP","Single",50,"[80,100]","EPI",10,32.258064516129
"041318Xim_G6_AW","AW","041318Xim_G6_AW2","Control",97,"ICM",25,"CAG:H2B-GFP","0","Single",0,"[0,20)","EPI",14,56
"041318Xim_G6_AW","AW","041318Xim_G6_AW20","Chimera",92,"ICM",32,"mosaic","CAG:H2B-GFP","Single",50,"[60,80)","EPI",2,6.25
"041318Xim_G6_AW","AW","041318Xim_G6_AW21","Chimera",103,"ICM",29,"mosaic","CAG:H2B-GFP","Single",50,"[80,100]","EPI",13,44.8275862068966
"041318Xim_G6_AW","AW","041318Xim_G6_AW22","Chimera",155,"ICM",68,"ko","CAG:H2B-GFP","Double",50,"[60,80)","EPI",20,29.4117647058824
"041318Xim_G6_AW","AW","041318Xim_G6_AW23","Chimera",152,"ICM",62,"het","CAG:H2B-GFP","Double",50,"[60,80)","EPI",9,14.5161290322581
"041318Xim_G6_AW","AW","041318Xim_G6_AW24","Chimera",166,"ICM",45,"het","CAG:H2B-GFP","Double",50,"[40,60)","EPI",4,8.88888888888889
"041318Xim_G6_AW","AW","041318Xim_G6_AW25","Chimera",128,"ICM",45,"het","CAG:H2B-GFP","Double",50,"[40,60)","EPI",3,6.66666666666667
"041318Xim_G6_AW","AW","041318Xim_G6_AW3","Control",101,"ICM",19,"CAG:H2B-GFP","0","Single",0,"[0,20)","EPI",6,31.5789473684211
"041318Xim_G6_AW","AW","041318Xim_G6_AW4","Control",45,"ICM",10,"wt","0","Single",0,"[0,20)","EPI",6,60
"041318Xim_G6_AW","AW","041318Xim_G6_AW5","Control",81,"ICM",20,"wt","0","Single",0,"[0,20)","EPI",7,35
"041318Xim_G6_AW","AW","041318Xim_G6_AW6","Control",92,"ICM",19,"wt","0","Single",0,"[0,20)","EPI",3,15.7894736842105
"041318Xim_G6_AW","AW","041318Xim_G6_AW7","Control",50,"ICM",13,"wt","0","Single",0,"[0,20)","EPI",10,76.9230769230769
"041318Xim_G6_AW","AW","041318Xim_G6_AW8","Control",58,"ICM",8,"wt","0","Single",0,"[0,20)","EPI",4,50
"041318Xim_G6_AW","AW","041318Xim_G6_AW9","Control",89,"ICM",18,"wt","0","Single",0,"[0,20)","EPI",14,77.7777777777778
"041818Xim_G6_AY","AY","041818Xim_G6_AY1","Control",109,"ICM",24,"wt","0","Single",0,"[0,20)","EPI",8,33.3333333333333
"041818Xim_G6_AY","AY","041818Xim_G6_AY10","Chimera",116,"ICM",31,"het","CAG:H2B-GFP","Single",25,"[0,20)","EPI",0,0
"041818Xim_G6_AY","AY","041818Xim_G6_AY11","Chimera",98,"ICM",19,"het","CAG:H2B-GFP","Single",25,"[40,60)","EPI",4,21.0526315789474
"041818Xim_G6_AY","AY","041818Xim_G6_AY12","Chimera",122,"ICM",37,"het","CAG:H2B-GFP","Single",25,"[0,20)","EPI",7,18.9189189189189
"041818Xim_G6_AY","AY","041818Xim_G6_AY13","Chimera",93,"ICM",45,"het","CAG:H2B-GFP","Single",25,"[0,20)","EPI",3,6.66666666666667
"041818Xim_G6_AY","AY","041818Xim_G6_AY14","Chimera",102,"ICM",33,"ko","CAG:H2B-GFP","Single",25,"[0,20)","EPI",18,54.5454545454545
"041818Xim_G6_AY","AY","041818Xim_G6_AY15","Chimera",73,"ICM",16,"het","CAG:H2B-GFP","Single",25,"[0,20)","EPI",6,37.5
"041818Xim_G6_AY","AY","041818Xim_G6_AY16","Chimera",96,"ICM",28,"ko","CAG:H2B-GFP","Single",25,"[40,60)","EPI",13,46.4285714285714
"041818Xim_G6_AY","AY","041818Xim_G6_AY3","Control",95,"ICM",17,"wt","0","Single",0,"[0,20)","EPI",13,76.4705882352941
"041818Xim_G6_AY","AY","041818Xim_G6_AY4","Control",108,"ICM",20,"wt","0","Single",0,"[0,20)","EPI",0,0
"041818Xim_G6_AY","AY","041818Xim_G6_AY5","Control",96,"ICM",25,"wt","0","Single",0,"[0,20)","EPI",3,12
"041818Xim_G6_AY","AY","041818Xim_G6_AY6","Control",102,"ICM",26,"wt","0","Single",0,"[0,20)","EPI",8,30.7692307692308
"041818Xim_G6_AY","AY","041818Xim_G6_AY7","Control",63,"ICM",20,"wt","0","Single",0,"[0,20)","EPI",16,80
"041818Xim_G6_AY","AY","041818Xim_G6_AY8","Chimera",89,"ICM",26,"het","CAG:H2B-GFP","Single",25,"[0,20)","EPI",3,11.5384615384615
"041818Xim_G6_AY","AY","041818Xim_G6_AY9","Chimera",88,"ICM",16,"het","CAG:H2B-GFP","Single",25,"[0,20)","EPI",0,0
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ1","Control",105,"ICM",17,"wt","0","Single",0,"[0,20)","EPI",0,0
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ10","Control",82,"ICM",13,"CAG:H2B-GFP","0","Single",0,"[0,20)","EPI",2,15.3846153846154
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ11","Control",103,"ICM",11,"wt","0","Single",0,"[0,20)","EPI",0,0
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ12","Chimera",57,"ICM",27,"ko","CAG:H2B-GFP","Single",25,"[20,40)","EPI",13,48.1481481481481
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ13","Chimera",97,"ICM",17,"het","CAG:H2B-GFP","Single",25,"[0,20)","EPI",5,29.4117647058824
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ14","Chimera",85,"ICM",33,"ko","CAG:H2B-GFP","Single",25,"[20,40)","EPI",21,63.6363636363636
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ15","Chimera",74,"ICM",24,"het","CAG:H2B-GFP","Single",25,"[0,20)","EPI",0,0
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ16","Chimera",100,"ICM",15,"het","CAG:H2B-GFP","Single",25,"[20,40)","EPI",3,20
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ17","Chimera",90,"ICM",19,"het","CAG:H2B-GFP","Single",25,"[0,20)","EPI",3,15.7894736842105
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ18","Chimera",110,"ICM",20,"het","CAG:H2B-GFP","Single",75,"[80,100]","EPI",6,30
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ19","Chimera",87,"ICM",16,"het","CAG:H2B-GFP","Single",75,"[80,100]","EPI",2,12.5
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ2","Control",96,"ICM",18,"wt","0","Single",0,"[0,20)","EPI",0,0
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ20","Chimera",90,"ICM",23,"wt","CAG:H2B-GFP","Single",75,"[80,100]","EPI",7,30.4347826086957
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ21","Chimera",88,"ICM",13,"ko","CAG:H2B-GFP","Single",75,"[80,100]","EPI",4,30.7692307692308
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ22","Chimera",104,"ICM",27,"ko","CAG:H2B-GFP","Single",75,"[20,40)","EPI",18,66.6666666666667
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ23","Chimera",95,"ICM",18,"het","CAG:H2B-GFP","Single",75,"[80,100]","EPI",4,22.2222222222222
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ24","Chimera",114,"ICM",17,"mosaic","CAG:H2B-GFP","Single",75,"[80,100]","EPI",0,0
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ25","Chimera",108,"ICM",29,"het","CAG:H2B-GFP","Single",75,"[80,100]","EPI",4,13.7931034482759
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ3","Control",113,"ICM",25,"wt","0","Single",0,"[0,20)","EPI",0,0
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ4","Control",103,"ICM",23,"wt","0","Single",0,"[0,20)","EPI",0,0
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ5","Control",107,"ICM",15,"wt","0","Single",0,"[0,20)","EPI",2,13.3333333333333
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ6","Control",111,"ICM",23,"wt","0","Single",0,"[0,20)","EPI",0,0
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ8","Control",78,"ICM",5,"wt","0","Single",0,"[0,20)","EPI",2,40
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ9","Control",110,"ICM",16,"wt","0","Single",0,"[0,20)","EPI",0,0
"042617Xim_G6_AQ","AQ","042617Xim_G6_AQ1","Chimera",95,"ICM",19,"het","CAG:H2B-GFP","Single",25,"[0,20)","EPI",0,0
"042617Xim_G6_AQ","AQ","042617Xim_G6_AQ10","Chimera",78,"ICM",16,"het","CAG:H2B-GFP","Single",25,"[0,20)","EPI",0,0
"042617Xim_G6_AQ","AQ","042617Xim_G6_AQ11","Control",103,"ICM",13,"wt","0","Single",0,"[0,20)","EPI",0,0
"042617Xim_G6_AQ","AQ","042617Xim_G6_AQ12","Control",87,"ICM",22,"wt","0","Single",0,"[0,20)","EPI",5,22.7272727272727
"042617Xim_G6_AQ","AQ","042617Xim_G6_AQ13","Control",99,"ICM",23,"wt","0","Single",0,"[0,20)","EPI",7,30.4347826086957
"042617Xim_G6_AQ","AQ","042617Xim_G6_AQ14","Control",105,"ICM",27,"wt","0","Single",0,"[0,20)","EPI",0,0
"042617Xim_G6_AQ","AQ","042617Xim_G6_AQ15","Control",105,"ICM",22,"wt","0","Single",0,"[0,20)","EPI",4,18.1818181818182
"042617Xim_G6_AQ","AQ","042617Xim_G6_AQ16","Control",101,"ICM",20,"wt","0","Single",0,"[0,20)","EPI",0,0
"042617Xim_G6_AQ","AQ","042617Xim_G6_AQ2","Chimera",98,"ICM",23,"ko","CAG:H2B-GFP","Single",25,"[0,20)","EPI",19,82.6086956521739
"042617Xim_G6_AQ","AQ","042617Xim_G6_AQ3","Chimera",90,"ICM",31,"ko","CAG:H2B-GFP","Single",25,"[0,20)","EPI",27,87.0967741935484
"042617Xim_G6_AQ","AQ","042617Xim_G6_AQ4","Chimera",75,"ICM",29,"ko","CAG:H2B-GFP","Single",25,"[0,20)","EPI",25,86.2068965517241
"042617Xim_G6_AQ","AQ","042617Xim_G6_AQ5","Chimera",91,"ICM",18,"het","CAG:H2B-GFP","Single",25,"[20,40)","EPI",0,0
"042617Xim_G6_AQ","AQ","042617Xim_G6_AQ6","Chimera",99,"ICM",12,"ko","CAG:H2B-GFP","Single",25,"[80,100]","EPI",7,58.3333333333333
"042617Xim_G6_AQ","AQ","042617Xim_G6_AQ7","Chimera",85,"ICM",9,"het","CAG:H2B-GFP","Single",25,"[40,60)","EPI",1,11.1111111111111
"042617Xim_G6_AQ","AQ","042617Xim_G6_AQ8","Chimera",88,"ICM",14,"het","CAG:H2B-GFP","Single",25,"[20,40)","EPI",4,28.5714285714286
"042617Xim_G6_AQ","AQ","042617Xim_G6_AQ9","Chimera",75,"ICM",19,"ko","CAG:H2B-GFP","Single",25,"[0,20)","EPI",17,89.4736842105263
"042617Xim_G6_AR","AR","042617Xim_G6_AR1","Chimera",85,"ICM",33,"ko","CAG:H2B-GFP","Single",50,"[20,40)","EPI",17,51.5151515151515
"042617Xim_G6_AR","AR","042617Xim_G6_AR10","Chimera",87,"ICM",21,"het","CAG:H2B-GFP","Single",50,"[20,40)","EPI",0,0
"042617Xim_G6_AR","AR","042617Xim_G6_AR11","Control",104,"ICM",24,"wt","0","Single",0,"[0,20)","EPI",4,16.6666666666667
"042617Xim_G6_AR","AR","042617Xim_G6_AR12","Control",93,"ICM",18,"wt","0","Single",0,"[0,20)","EPI",7,38.8888888888889
"042617Xim_G6_AR","AR","042617Xim_G6_AR13","Control",75,"ICM",15,"wt","0","Single",0,"[0,20)","EPI",6,40
"042617Xim_G6_AR","AR","042617Xim_G6_AR14","Control",90,"ICM",16,"wt","0","Single",0,"[0,20)","EPI",7,43.75
"042617Xim_G6_AR","AR","042617Xim_G6_AR15","Control",90,"ICM",19,"wt","0","Single",0,"[0,20)","EPI",1,5.26315789473684
"042617Xim_G6_AR","AR","042617Xim_G6_AR16","Control",110,"ICM",21,"wt","0","Single",0,"[0,20)","EPI",2,9.52380952380952
"042617Xim_G6_AR","AR","042617Xim_G6_AR2","Chimera",105,"ICM",19,"ko","CAG:H2B-GFP","Single",50,"[80,100]","EPI",10,52.6315789473684
"042617Xim_G6_AR","AR","042617Xim_G6_AR3","Chimera",77,"ICM",15,"ko","CAG:H2B-GFP","Single",50,"[40,60)","EPI",5,33.3333333333333
"042617Xim_G6_AR","AR","042617Xim_G6_AR4","Chimera",108,"ICM",14,"het","CAG:H2B-GFP","Single",50,"[40,60)","EPI",0,0
"042617Xim_G6_AR","AR","042617Xim_G6_AR5","Chimera",148,"ICM",37,"ko","CAG:H2B-GFP","Single",50,"[40,60)","EPI",15,40.5405405405405
"042617Xim_G6_AR","AR","042617Xim_G6_AR6","Chimera",90,"ICM",11,"het","CAG:H2B-GFP","Single",50,"[40,60)","EPI",0,0
"042617Xim_G6_AR","AR","042617Xim_G6_AR8","Chimera",114,"ICM",16,"het","CAG:H2B-GFP","Single",50,"[20,40)","EPI",0,0
"042617Xim_G6_AR","AR","042617Xim_G6_AR9","Chimera",105,"ICM",29,"het","CAG:H2B-GFP","Single",50,"[20,40)","EPI",0,0
"050118Xim_G6_BA","BA","050118Xim_G6_BA1","Control",110,"ICM",20,"wt","0","Single",0,"[0,20)","EPI",16,80
"050118Xim_G6_BA","BA","050118Xim_G6_BA2","Control",91,"ICM",20,"wt","0","Single",0,"[0,20)","EPI",0,0
"050118Xim_G6_BA","BA","050118Xim_G6_BA3","Chimera",132,"ICM",27,"mosaic","CAG:H2B-GFP","Double",50,"[60,80)","EPI",7,25.9259259259259
"050118Xim_G6_BA","BA","050118Xim_G6_BA4","Chimera",143,"ICM",41,"het","CAG:H2B-GFP","Double",50,"[40,60)","EPI",6,14.6341463414634
"050118Xim_G6_BA","BA","050118Xim_G6_BA5","Chimera",154,"ICM",49,"ko","CAG:H2B-GFP","Double",50,"[40,60)","EPI",27,55.1020408163265
"050118Xim_G6_BA","BA","050118Xim_G6_BA6","Chimera",162,"ICM",36,"het","CAG:H2B-GFP","Double",50,"[60,80)","EPI",16,44.4444444444444
"050118Xim_G6_BA","BA","050118Xim_G6_BA7","Chimera",158,"ICM",58,"mosaic","CAG:H2B-GFP","Double",50,"[20,40)","EPI",0,0
"050118Xim_G6_BA","BA","050118Xim_G6_BA8","Chimera",138,"ICM",68,"ko","CAG:H2B-GFP","Double",50,"[40,60)","EPI",33,48.5294117647059
"050118Xim_G6_BA","BA","050118Xim_G6_BA9","Chimera",124,"ICM",36,"ko","CAG:H2B-GFP","Double",50,"[40,60)","EPI",10,27.7777777777778
"050718Xim_WT_BB","BB","050718Xim_WT_BB2","Control",155,"ICM",27,"wt","0","Single",0,"[0,20)","EPI",0,0
"050718Xim_WT_BB","BB","050718Xim_WT_BB3","Control",111,"ICM",23,"wt","0","Single",0,"[0,20)","EPI",0,0
"050718Xim_WT_BB","BB","050718Xim_WT_BB6","Chimera",289,"ICM",73,"wt","CAG:H2B-GFP","Double",50,"[40,60)","EPI",0,0
"050718Xim_WT_BB","BB","050718Xim_WT_BB7","Chimera",280,"ICM",86,"wt","CAG:H2B-GFP","Double",50,"[60,80)","EPI",1,1.16279069767442
"050718Xim_WT_BB","BB","050718Xim_WT_BB8","Chimera",251,"ICM",54,"wt","CAG:H2B-GFP","Double",50,"[60,80)","EPI",0,0
"050718Xim_WT_BB","BB","050718Xim_WT_BB9","Chimera",291,"ICM",81,"wt","CAG:H2B-GFP","Double",50,"[40,60)","EPI",0,0
"050718Xim_WT_BC","BC","050718Xim_WT_BC1","Control",148,"ICM",43,"wt","0","Single",0,"[0,20)","EPI",0,0
"050718Xim_WT_BC","BC","050718Xim_WT_BC2","Control",145,"ICM",37,"wt","0","Single",0,"[0,20)","EPI",0,0
"050718Xim_WT_BC","BC","050718Xim_WT_BC5","Chimera",299,"ICM",64,"wt","CAG:H2B-GFP","Double",50,"[60,80)","EPI",0,0
"050718Xim_WT_BC","BC","050718Xim_WT_BC6","Chimera",312,"ICM",68,"wt","CAG:H2B-GFP","Double",50,"[20,40)","EPI",0,0
"053118Xim_G6_BF","BF","053118Xim_G6_BF1","Control",152,"ICM",34,"wt","0","Single",0,"[0,20)","EPI",0,0
"053118Xim_G6_BF","BF","053118Xim_G6_BF11","Chimera",125,"ICM",36,"mosaic","CAG:H2B-GFP","Single",50,"[60,80)","EPI",1,2.77777777777778
"053118Xim_G6_BF","BF","053118Xim_G6_BF12","Chimera",136,"ICM",40,"mosaic","CAG:H2B-GFP","Single",50,"[80,100]","EPI",6,15
"053118Xim_G6_BF","BF","053118Xim_G6_BF13","Chimera",117,"ICM",37,"ko","CAG:H2B-GFP","Single",50,"[60,80)","EPI",10,27.027027027027
"053118Xim_G6_BF","BF","053118Xim_G6_BF14","Chimera",126,"ICM",39,"ko","CAG:H2B-GFP","Single",50,"[80,100]","EPI",6,15.3846153846154
"053118Xim_G6_BF","BF","053118Xim_G6_BF15","Chimera",121,"ICM",38,"ko","CAG:H2B-GFP","Single",50,"[40,60)","EPI",10,26.3157894736842
"053118Xim_G6_BF","BF","053118Xim_G6_BF2","Control",99,"ICM",8,"wt","0","Single",0,"[0,20)","EPI",0,0
"053118Xim_G6_BF","BF","053118Xim_G6_BF21","Chimera",138,"ICM",31,"ko","CAG:H2B-GFP","Single",50,"[80,100]","EPI",10,32.258064516129
"053118Xim_G6_BF","BF","053118Xim_G6_BF22","Chimera",121,"ICM",43,"ko","CAG:H2B-GFP","Single",50,"[40,60)","EPI",12,27.906976744186
"053118Xim_G6_BF","BF","053118Xim_G6_BF24","Chimera",148,"ICM",44,"ko","CAG:H2B-GFP","Single",50,"[60,80)","EPI",16,36.3636363636364
"053118Xim_G6_BF","BF","053118Xim_G6_BF25","Chimera",131,"ICM",33,"ko","CAG:H2B-GFP","Single",50,"[60,80)","EPI",9,27.2727272727273
"053118Xim_G6_BF","BF","053118Xim_G6_BF26","Chimera",127,"ICM",37,"mosaic","CAG:H2B-GFP","Single",50,"[60,80)","EPI",0,0
"053118Xim_G6_BF","BF","053118Xim_G6_BF3","Control",113,"ICM",7,"wt","0","Single",0,"[0,20)","EPI",0,0
"053118Xim_G6_BF","BF","053118Xim_G6_BF4","Control",159,"ICM",33,"wt","0","Single",0,"[0,20)","EPI",0,0
"053118Xim_G6_BF","BF","053118Xim_G6_BF5","Control",135,"ICM",21,"wt","0","Single",0,"[0,20)","EPI",0,0
"053118Xim_G6_BF","BF","053118Xim_G6_BF7","Control",131,"ICM",21,"wt","0","Single",0,"[0,20)","EPI",0,0
"053118Xim_G6_BG","BG","053118Xim_G6_BG1","Control",103,"ICM",32,"ko","0","Single",0,"[0,20)","EPI",10,31.25
"053118Xim_G6_BG","BG","053118Xim_G6_BG2","Control",139,"ICM",44,"ko","0","Single",0,"[0,20)","EPI",6,13.6363636363636
"053118Xim_G6_BG","BG","053118Xim_G6_BG3","Control",93,"ICM",13,"het","0","Single",0,"[0,20)","EPI",0,0
"053118Xim_G6_BG","BG","053118Xim_G6_BG4","Control",145,"ICM",29,"het","0","Single",0,"[0,20)","EPI",0,0
"053118Xim_G6_BG","BG","053118Xim_G6_BG6","Control",115,"ICM",47,"ko","0","Single",0,"[0,20)","EPI",18,38.2978723404255
"053118Xim_G6_BG","BG","053118Xim_G6_BG7","Control",193,"ICM",27,"het","0","Single",0,"[0,20)","EPI",0,0
"053118Xim_G6_BG","BG","053118Xim_G6_BG8","Control",103,"ICM",28,"het","0","Single",0,"[0,20)","EPI",0,0
"053118Xim_G6_BG","BG","053118Xim_G6_BG9","Control",71,"ICM",15,"ko","0","Single",0,"[0,20)","EPI",9,60
"061218Xim_G6_BH","BH","061218Xim_G6_BH12","Chimera",95,"ICM",28,"ko","CAG:H2B-GFP","Single",25,"[0,20)","EPI",0,0
"061218Xim_G6_BH","BH","061218Xim_G6_BH13","Chimera",105,"ICM",39,"het","CAG:H2B-GFP","Single",25,"[60,80)","EPI",0,0
"061218Xim_G6_BH","BH","061218Xim_G6_BH14","Chimera",157,"ICM",36,"het","CAG:H2B-GFP","Single",25,"[0,20)","EPI",0,0
"061218Xim_G6_BH","BH","061218Xim_G6_BH15","Chimera",122,"ICM",31,"het","CAG:H2B-GFP","Single",25,"[20,40)","EPI",0,0
"061218Xim_G6_BH","BH","061218Xim_G6_BH16","Chimera",125,"ICM",27,"het","CAG:H2B-GFP","Single",25,"[40,60)","EPI",0,0
"061218Xim_G6_BH","BH","061218Xim_G6_BH17","Chimera",129,"ICM",46,"mosaic","CAG:H2B-GFP","Single",25,"[20,40)","EPI",0,0
"061218Xim_G6_BH","BH","061218Xim_G6_BH18","Chimera",102,"ICM",33,"ko","CAG:H2B-GFP","Single",25,"[0,20)","EPI",0,0
"061218Xim_G6_BH","BH","061218Xim_G6_BH19","Chimera",129,"ICM",43,"ko","CAG:H2B-GFP","Single",25,"[20,40)","EPI",2,4.65116279069767
"061218Xim_G6_BH","BH","061218Xim_G6_BH2","Control",132,"ICM",19,"wt","0","Single",0,"[0,20)","EPI",0,0
"061218Xim_G6_BH","BH","061218Xim_G6_BH20","Chimera",106,"ICM",54,"ko","CAG:H2B-GFP","Single",25,"[0,20)","EPI",15,27.7777777777778
"061218Xim_G6_BH","BH","061218Xim_G6_BH21","Chimera",124,"ICM",35,"ko","CAG:H2B-GFP","Single",25,"[0,20)","EPI",13,37.1428571428571
"061218Xim_G6_BH","BH","061218Xim_G6_BH22","Chimera",104,"ICM",34,"ko","CAG:H2B-GFP","Single",75,"[20,40)","EPI",6,17.6470588235294
"061218Xim_G6_BH","BH","061218Xim_G6_BH23","Chimera",122,"ICM",23,"het","CAG:H2B-GFP","Single",75,"[60,80)","EPI",0,0
"061218Xim_G6_BH","BH","061218Xim_G6_BH24","Chimera",157,"ICM",33,"ko","CAG:H2B-GFP","Single",75,"[60,80)","EPI",0,0
"061218Xim_G6_BH","BH","061218Xim_G6_BH25","Chimera",149,"ICM",23,"ko","CAG:H2B-GFP","Single",75,"[80,100]","EPI",8,34.7826086956522
"061218Xim_G6_BH","BH","061218Xim_G6_BH26","Chimera",156,"ICM",44,"ko","CAG:H2B-GFP","Single",75,"[80,100]","EPI",18,40.9090909090909
"061218Xim_G6_BH","BH","061218Xim_G6_BH27","Chimera",126,"ICM",41,"ko","CAG:H2B-GFP","Single",75,"[40,60)","EPI",3,7.31707317073171
"061218Xim_G6_BH","BH","061218Xim_G6_BH3","Control",137,"ICM",22,"wt","0","Single",0,"[0,20)","EPI",0,0
"061218Xim_G6_BH","BH","061218Xim_G6_BH4","Control",118,"ICM",14,"wt","0","Single",0,"[0,20)","EPI",0,0
"061218Xim_G6_BH","BH","061218Xim_G6_BH5","Control",139,"ICM",19,"wt","0","Single",0,"[0,20)","EPI",0,0
"011017Xim_WT_AB","AB","011017Xim_WT_AB1","Chimera",86,"ICM",32,"wt","CAG:H2B-GFP","Single",50,"[20,40)","EPI.lo",0,0
"011017Xim_WT_AB","AB","011017Xim_WT_AB10","Chimera",82,"ICM",19,"wt","CAG:H2B-GFP","Single",50,"[40,60)","EPI.lo",0,0
"011017Xim_WT_AB","AB","011017Xim_WT_AB2","Chimera",73,"ICM",24,"wt","CAG:H2B-GFP","Single",50,"[60,80)","EPI.lo",0,0
"011017Xim_WT_AB","AB","011017Xim_WT_AB3","Chimera",92,"ICM",31,"wt","CAG:H2B-GFP","Single",50,"[60,80)","EPI.lo",1,3.2258064516129
"011017Xim_WT_AB","AB","011017Xim_WT_AB4","Chimera",84,"ICM",23,"wt","CAG:H2B-GFP","Single",50,"[20,40)","EPI.lo",0,0
"011017Xim_WT_AB","AB","011017Xim_WT_AB5","Chimera",102,"ICM",33,"wt","CAG:H2B-GFP","Single",50,"[80,100]","EPI.lo",0,0
"011017Xim_WT_AB","AB","011017Xim_WT_AB6","Chimera",60,"ICM",18,"wt","CAG:H2B-GFP","Single",50,"[60,80)","EPI.lo",0,0
"011017Xim_WT_AB","AB","011017Xim_WT_AB7","Chimera",57,"ICM",18,"wt","CAG:H2B-GFP","Single",50,"[80,100]","EPI.lo",0,0
"011017Xim_WT_AB","AB","011017Xim_WT_AB8","Chimera",87,"ICM",30,"wt","CAG:H2B-GFP","Single",50,"[20,40)","EPI.lo",0,0
"011017Xim_WT_AB","AB","011017Xim_WT_AB9","Chimera",94,"ICM",30,"wt","CAG:H2B-GFP","Single",50,"[20,40)","EPI.lo",0,0
"011217Xim_WT_AC","AC","011217Xim_WT_AC1","Chimera",103,"ICM",18,"wt","CAG:H2B-GFP","Single",75,"[80,100]","EPI.lo",0,0
"011217Xim_WT_AC","AC","011217Xim_WT_AC2","Chimera",80,"ICM",15,"wt","CAG:H2B-GFP","Single",75,"[60,80)","EPI.lo",0,0
"011217Xim_WT_AC","AC","011217Xim_WT_AC3","Chimera",77,"ICM",12,"wt","CAG:H2B-GFP","Single",75,"[80,100]","EPI.lo",0,0
"011217Xim_WT_AC","AC","011217Xim_WT_AC4","Chimera",74,"ICM",7,"wt","CAG:H2B-GFP","Single",75,"[80,100]","EPI.lo",0,0
"011217Xim_WT_AC","AC","011217Xim_WT_AC5","Chimera",96,"ICM",9,"wt","CAG:H2B-GFP","Single",75,"[80,100]","EPI.lo",0,0
"011317Xim_WT_AD","AD","011317Xim_WT_AD1","Chimera",59,"ICM",9,"wt","CAG:H2B-GFP","Single",75,"[80,100]","EPI.lo",0,0
"011317Xim_WT_AD","AD","011317Xim_WT_AD2","Chimera",42,"ICM",8,"wt","CAG:H2B-GFP","Single",75,"[80,100]","EPI.lo",0,0
"011317Xim_WT_AD","AD","011317Xim_WT_AD3","Chimera",58,"ICM",6,"wt","CAG:H2B-GFP","Single",75,"[80,100]","EPI.lo",0,0
"011317Xim_WT_AD","AD","011317Xim_WT_AD4","Chimera",79,"ICM",14,"wt","CAG:H2B-GFP","Single",75,"[60,80)","EPI.lo",0,0
"011317Xim_WT_AD","AD","011317Xim_WT_AD5","Chimera",96,"ICM",17,"wt","CAG:H2B-GFP","Single",75,"[80,100]","EPI.lo",0,0
