"Exp_date","Img_date","Experiment","Litter","Embryo_ID","Cellcount","TE_ICM","Treatment","Stage","Background","Gene1","Genotype1","Gene2","Genotype2","icm.count","litter.median","Identity","count","pc.icm"
20180131,20180202,"013118Abl_CLb.Littermate.Pdgfra.wt","CL","013118Abl_CL13",64,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","wt","R26","wt",28,64,"PRE",2,7.14285714285714
20180131,20180202,"013118Abl_CLb.Littermate.Pdgfra.wt","CL","013118Abl_CL14",64,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","wt","R26","wt",31,64,"PRE",9,29.0322580645161
20180131,20180207,"013118Abl_CMa.Littermate.Pdgfra.wt","CM","013118Abl_CM5",75,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","wt","R26","wt",28,75,"PRE",12,42.8571428571429
20180131,20180207,"013118Abl_CMa.Littermate.Pdgfra.wt","CM","013118Abl_CM6",80,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","wt","R26","wt",26,75,"PRE",10,38.4615384615385
20180131,20180207,"013118Abl_CMa.Littermate.Pdgfra.wt","CM","013118Abl_CM7",62,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","wt","R26","wt",24,75,"PRE",7,29.1666666666667
20180131,20180207,"013118Abl_CMa.Littermate.Pdgfra.wt","CM","013118Abl_CM8",68,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","wt","R26","wt",26,75,"PRE",13,50
20180131,20180207,"013118Abl_CMb.Littermate.Pdgfra.wt","CM","013118Abl_CM10",63,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","wt","R26","wt",25,65,"PRE",8,32
20180131,20180207,"013118Abl_CMb.Littermate.Pdgfra.wt","CM","013118Abl_CM11",94,"ICM","Littermate","90_120","CD1/mixed","Pdgfra","wt","R26","wt",26,65,"PRE",7,26.9230769230769
20180131,20180207,"013118Abl_CMb.Littermate.Pdgfra.wt","CM","013118Abl_CM9",65,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","wt","R26","wt",27,65,"PRE",2,7.40740740740741
20180131,20180207,"013118Abl_CNa.Littermate.Pdgfra.wt","CN","013118Abl_CN3",107,"ICM","Littermate","90_120","CD1/mixed","Pdgfra","wt","R26","wt",33,107,"PRE",12,36.3636363636364
20180131,20180207,"013118Abl_CNb.Littermate.Pdgfra.wt","CN","013118Abl_CN6",114,"ICM","Littermate","90_120","CD1/mixed","Pdgfra","wt","R26","wt",34,114,"PRE",12,35.2941176470588
20180131,20180207,"013118Abl_CNb.Littermate.Pdgfra.wt","CN","013118Abl_CN7",110,"ICM","Littermate","90_120","CD1/mixed","Pdgfra","wt","R26","wt",31,114,"PRE",13,41.9354838709677
20180206,20180209,"020618Abl_CQ.Littermate.Pdgfra.wt","CQ","020618Abl_CQ10",99,"ICM","Littermate","90_120","CD1/mixed","Pdgfra","wt","R26","wt",35,99,"PRE",14,40
20180206,20180209,"020618Abl_CQ.Littermate.Pdgfra.wt","CQ","020618Abl_CQ11",88,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","wt","R26","wt",33,99,"PRE",16,48.4848484848485
20180206,20180209,"020618Abl_CQ.Littermate.Pdgfra.wt","CQ","020618Abl_CQ12",109,"ICM","Littermate","90_120","CD1/mixed","Pdgfra","wt","R26","wt",37,99,"PRE",13,35.1351351351351
20180206,20180209,"020618Abl_CQ.Littermate.Pdgfra.wt","CQ","020618Abl_CQ8",94,"ICM","Littermate","90_120","CD1/mixed","Pdgfra","wt","R26","wt",29,99,"PRE",7,24.1379310344828
20180206,20180209,"020618Abl_CQ.Littermate.Pdgfra.wt","CQ","020618Abl_CQ9",105,"ICM","Littermate","90_120","CD1/mixed","Pdgfra","wt","R26","wt",35,99,"PRE",20,57.1428571428571
20180309,20180319,"030918FVB_A.wt","A","030918FVB_A1",64,"ICM","Littermate","64_90","FVB","any","wt","any","wt",30,57,"PRE",4,13.3333333333333
20180309,20180319,"030918FVB_A.wt","A","030918FVB_A2",57,"ICM","Littermate","32_64","FVB","any","wt","any","wt",20,57,"PRE",7,35
20180309,20180319,"030918FVB_A.wt","A","030918FVB_A3",63,"ICM","Littermate","32_64","FVB","any","wt","any","wt",30,57,"PRE",0,0
20180309,20180319,"030918FVB_A.wt","A","030918FVB_A4",52,"ICM","Littermate","32_64","FVB","any","wt","any","wt",22,57,"PRE",7,31.8181818181818
20180309,20180319,"030918FVB_A.wt","A","030918FVB_A5",51,"ICM","Littermate","32_64","FVB","any","wt","any","wt",20,57,"PRE",5,25
20180309,20180319,"030918FVB_A.wt","A","030918FVB_A6",58,"ICM","Littermate","32_64","FVB","any","wt","any","wt",26,57,"PRE",7,26.9230769230769
20180309,20180319,"030918FVB_A.wt","A","030918FVB_A7",43,"ICM","Littermate","32_64","FVB","any","wt","any","wt",17,57,"PRE",0,0
20180309,20180319,"030918FVB_B.wt","B","030918FVB_B1",76,"ICM","Littermate","64_90","FVB","any","wt","any","wt",23,63,"PRE",12,52.1739130434783
20180309,20180319,"030918FVB_B.wt","B","030918FVB_B2",63,"ICM","Littermate","32_64","FVB","any","wt","any","wt",29,63,"PRE",2,6.89655172413793
20180309,20180319,"030918FVB_B.wt","B","030918FVB_B3",57,"ICM","Littermate","32_64","FVB","any","wt","any","wt",25,63,"PRE",3,12
20180309,20180319,"030918FVB_B.wt","B","030918FVB_B4",64,"ICM","Littermate","64_90","FVB","any","wt","any","wt",27,63,"PRE",6,22.2222222222222
20180309,20180319,"030918FVB_B.wt","B","030918FVB_B5",58,"ICM","Littermate","32_64","FVB","any","wt","any","wt",16,63,"PRE",6,37.5
20180309,20180319,"030918FVB_B.wt","B","030918FVB_B6",61,"ICM","Littermate","32_64","FVB","any","wt","any","wt",23,63,"PRE",13,56.5217391304348
20180309,20180319,"030918FVB_B.wt","B","030918FVB_B7",69,"ICM","Littermate","64_90","FVB","any","wt","any","wt",27,63,"PRE",14,51.8518518518518
20180309,20180322,"030918FVB_C.wt","C","030918FVB_C1",93,"ICM","Littermate","90_120","FVB","any","wt","any","wt",31,63,"PRE",12,38.7096774193548
20180309,20180322,"030918FVB_C.wt","C","030918FVB_C2",63,"ICM","Littermate","32_64","FVB","any","wt","any","wt",28,63,"PRE",9,32.1428571428571
20180309,20180322,"030918FVB_C.wt","C","030918FVB_C3",98,"ICM","Littermate","90_120","FVB","any","wt","any","wt",36,63,"PRE",18,50
20180309,20180322,"030918FVB_C.wt","C","030918FVB_C4",60,"ICM","Littermate","32_64","FVB","any","wt","any","wt",24,63,"PRE",2,8.33333333333333
20180309,20180322,"030918FVB_C.wt","C","030918FVB_C5",57,"ICM","Littermate","32_64","FVB","any","wt","any","wt",18,63,"PRE",3,16.6666666666667
20180309,20180322,"030918FVB_C.wt","C","030918FVB_C6",59,"ICM","Littermate","32_64","FVB","any","wt","any","wt",23,63,"PRE",2,8.69565217391304
20180315,20180322,"031518FVB_D.wt","D","031518FVB_D1",167,"ICM","Littermate",">150","FVB","any","wt","any","wt",67,146,"PRE",38,56.7164179104478
20180315,20180322,"031518FVB_D.wt","D","031518FVB_D2",176,"ICM","Littermate",">150","FVB","any","wt","any","wt",83,146,"PRE",38,45.7831325301205
20180315,20180322,"031518FVB_D.wt","D","031518FVB_D3",139,"ICM","Littermate","120_150","FVB","any","wt","any","wt",55,146,"PRE",23,41.8181818181818
20180315,20180322,"031518FVB_D.wt","D","031518FVB_D4",146,"ICM","Littermate","120_150","FVB","any","wt","any","wt",50,146,"PRE",30,60
20180315,20180322,"031518FVB_D.wt","D","031518FVB_D5",187,"ICM","Littermate",">150","FVB","any","wt","any","wt",71,146,"PRE",31,43.6619718309859
20180315,20180322,"031518FVB_D.wt","D","031518FVB_D6",146,"ICM","Littermate","120_150","FVB","any","wt","any","wt",55,146,"PRE",28,50.9090909090909
20180315,20180322,"031518FVB_D.wt","D","031518FVB_D7",129,"ICM","Littermate","120_150","FVB","any","wt","any","wt",47,146,"PRE",31,65.9574468085106
20180316,20180322,"031618FVB_E.wt","E","031618FVB_E1",135,"ICM","Littermate","120_150","FVB","any","wt","any","wt",29,138,"PRE",18,62.0689655172414
20180316,20180322,"031618FVB_E.wt","E","031618FVB_E2",141,"ICM","Littermate","120_150","FVB","any","wt","any","wt",43,138,"PRE",26,60.4651162790698
20180316,20180322,"031618FVB_E.wt","E","031618FVB_E3",113,"ICM","Littermate","90_120","FVB","any","wt","any","wt",19,138,"PRE",9,47.3684210526316
20180316,20180322,"031618FVB_E.wt","E","031618FVB_E4",138,"ICM","Littermate","120_150","FVB","any","wt","any","wt",45,138,"PRE",24,53.3333333333333
20180403,20180409,"040318FVB_F.wt","F","040318FVB_F1",35,"ICM","Littermate","32_64","FVB","any","wt","any","wt",15,43,"PRE",0,0
20180403,20180409,"040318FVB_F.wt","F","040318FVB_F2",40,"ICM","Littermate","32_64","FVB","any","wt","any","wt",17,43,"PRE",0,0
20180403,20180409,"040318FVB_F.wt","F","040318FVB_F3",61,"ICM","Littermate","32_64","FVB","any","wt","any","wt",25,43,"PRE",10,40
20180403,20180409,"040318FVB_F.wt","F","040318FVB_F4",43,"ICM","Littermate","32_64","FVB","any","wt","any","wt",18,43,"PRE",5,27.7777777777778
20180403,20180409,"040318FVB_G.wt","G","040318FVB_G1",64,"ICM","Littermate","64_90","FVB","any","wt","any","wt",26,63,"PRE",5,19.2307692307692
20180403,20180409,"040318FVB_G.wt","G","040318FVB_G10",65,"ICM","Littermate","64_90","FVB","any","wt","any","wt",24,63,"PRE",8,33.3333333333333
20180403,20180409,"040318FVB_G.wt","G","040318FVB_G11",60,"ICM","Littermate","32_64","FVB","any","wt","any","wt",24,63,"PRE",7,29.1666666666667
20180403,20180409,"040318FVB_G.wt","G","040318FVB_G2",64,"ICM","Littermate","64_90","FVB","any","wt","any","wt",28,63,"PRE",0,0
20180403,20180409,"040318FVB_G.wt","G","040318FVB_G3",63,"ICM","Littermate","32_64","FVB","any","wt","any","wt",24,63,"PRE",4,16.6666666666667
20180403,20180409,"040318FVB_G.wt","G","040318FVB_G4",63,"ICM","Littermate","32_64","FVB","any","wt","any","wt",24,63,"PRE",0,0
20180403,20180409,"040318FVB_G.wt","G","040318FVB_G5",59,"ICM","Littermate","32_64","FVB","any","wt","any","wt",27,63,"PRE",3,11.1111111111111
20180403,20180409,"040318FVB_G.wt","G","040318FVB_G6",60,"ICM","Littermate","32_64","FVB","any","wt","any","wt",24,63,"PRE",4,16.6666666666667
20180403,20180409,"040318FVB_G.wt","G","040318FVB_G7",64,"ICM","Littermate","64_90","FVB","any","wt","any","wt",32,63,"PRE",2,6.25
20180403,20180409,"040318FVB_G.wt","G","040318FVB_G8",59,"ICM","Littermate","32_64","FVB","any","wt","any","wt",25,63,"PRE",0,0
20180403,20180409,"040318FVB_G.wt","G","040318FVB_G9",58,"ICM","Littermate","32_64","FVB","any","wt","any","wt",23,63,"PRE",10,43.4782608695652
20180405,20180409,"040518FVB_H.wt","H","040518FVB_H1",45,"ICM","Littermate","32_64","FVB","any","wt","any","wt",16,63,"PRE",7,43.75
20180405,20180409,"040518FVB_H.wt","H","040518FVB_H2",63,"ICM","Littermate","32_64","FVB","any","wt","any","wt",19,63,"PRE",10,52.6315789473684
20180405,20180409,"040518FVB_H.wt","H","040518FVB_H3",56,"ICM","Littermate","32_64","FVB","any","wt","any","wt",24,63,"PRE",12,50
20180405,20180409,"040518FVB_H.wt","H","040518FVB_H4",66,"ICM","Littermate","64_90","FVB","any","wt","any","wt",22,63,"PRE",11,50
20180405,20180409,"040518FVB_H.wt","H","040518FVB_H5",63,"ICM","Littermate","32_64","FVB","any","wt","any","wt",20,63,"PRE",6,30
20180405,20180409,"040518FVB_H.wt","H","040518FVB_H6",56,"ICM","Littermate","32_64","FVB","any","wt","any","wt",20,63,"PRE",8,40
20180405,20180409,"040518FVB_H.wt","H","040518FVB_H7",78,"ICM","Littermate","64_90","FVB","any","wt","any","wt",24,63,"PRE",15,62.5
20180405,20180409,"040518FVB_H.wt","H","040518FVB_H8",74,"ICM","Littermate","64_90","FVB","any","wt","any","wt",19,63,"PRE",7,36.8421052631579
20180408,20180409,"040818FVB_I.wt","I","040818FVB_I1",63,"ICM","Littermate","32_64","FVB","any","wt","any","wt",31,54,"PRE",2,6.45161290322581
20180408,20180409,"040818FVB_I.wt","I","040818FVB_I2",36,"ICM","Littermate","32_64","FVB","any","wt","any","wt",16,54,"PRE",0,0
20180408,20180409,"040818FVB_I.wt","I","040818FVB_I3",32,"ICM","Littermate","32_64","FVB","any","wt","any","wt",13,54,"PRE",0,0
20180408,20180409,"040818FVB_I.wt","I","040818FVB_I4",54,"ICM","Littermate","32_64","FVB","any","wt","any","wt",19,54,"PRE",1,5.26315789473684
20180408,20180409,"040818FVB_I.wt","I","040818FVB_I5",39,"ICM","Littermate","32_64","FVB","any","wt","any","wt",15,54,"PRE",0,0
20180408,20180409,"040818FVB_I.wt","I","040818FVB_I6",62,"ICM","Littermate","32_64","FVB","any","wt","any","wt",30,54,"PRE",11,36.6666666666667
20180420,20180503,"042018FVB_J.wt","J","042018FVB_J1",203,"ICM","Littermate",">150","FVB","any","wt","any","wt",85,191,"PRE",45,52.9411764705882
20180420,20180503,"042018FVB_J.wt","J","042018FVB_J2",167,"ICM","Littermate",">150","FVB","any","wt","any","wt",64,191,"PRE",39,60.9375
20180420,20180503,"042018FVB_J.wt","J","042018FVB_J3",191,"ICM","Littermate",">150","FVB","any","wt","any","wt",78,191,"PRE",40,51.2820512820513
20180420,20180503,"042018FVB_K.wt","K","042018FVB_K1",172,"ICM","Littermate",">150","FVB","any","wt","any","wt",67,155,"PRE",25,37.3134328358209
20180420,20180503,"042018FVB_K.wt","K","042018FVB_K2",155,"ICM","Littermate",">150","FVB","any","wt","any","wt",59,155,"PRE",24,40.6779661016949
20180420,20180503,"042018FVB_K.wt","K","042018FVB_K3",146,"ICM","Littermate","120_150","FVB","any","wt","any","wt",54,155,"PRE",26,48.1481481481481
20180420,20180503,"042018FVB_K.wt","K","042018FVB_K4",115,"ICM","Littermate","90_120","FVB","any","wt","any","wt",34,155,"PRE",16,47.0588235294118
20180420,20180503,"042018FVB_L.wt","L","042018FVB_L1",169,"ICM","Littermate",">150","FVB","any","wt","any","wt",69,169,"PRE",35,50.7246376811594
20180420,20180503,"042018FVB_L.wt","L","042018FVB_L3",156,"ICM","Littermate",">150","FVB","any","wt","any","wt",68,169,"PRE",32,47.0588235294118
20180723,20180726,"072318Abl_DP.Littermate.Pdgfra.wt","DP","072318Abl_DP5",98,"ICM","Littermate","90_120","CD1/mixed","Pdgfra","wt","R26","mKate/+",37,98,"PRE",20,54.0540540540541
20180723,20180726,"072318Abl_DP.Littermate.Pdgfra.wt","DP","072318Abl_DP6",89,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","wt","R26","mKate/+",36,98,"PRE",20,55.5555555555556
20180723,20180726,"072318Abl_DQ.Littermate.Pdgfra.wt","DQ","072318Abl_DQ6",87,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","wt","R26","wt",30,111,"PRE",19,63.3333333333333
20180723,20180726,"072318Abl_DQ.Littermate.Pdgfra.wt","DQ","072318Abl_DQ7",111,"ICM","Littermate","90_120","CD1/mixed","Pdgfra","wt","R26","wt",41,111,"PRE",23,56.0975609756098
20180725,20180730,"072518Abl_DR.Littermate.Pdgfra.wt","DR","072518Abl_DR10",71,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","wt","R26","mKate/+",26,91,"PRE",15,57.6923076923077
20180725,20180730,"072518Abl_DR.Littermate.Pdgfra.wt","DR","072518Abl_DR11",91,"ICM","Littermate","90_120","CD1/mixed","Pdgfra","wt","R26","mKate/+",31,91,"PRE",17,54.8387096774194
20180725,20180730,"072518Abl_DR.Littermate.Pdgfra.wt","DR","072518Abl_DR8",94,"ICM","Littermate","90_120","CD1/mixed","Pdgfra","wt","R26","mKate/+",35,91,"PRE",23,65.7142857142857
20180725,20180730,"072518Abl_DR.Littermate.Pdgfra.wt","DR","072518Abl_DR9",91,"ICM","Littermate","90_120","CD1/mixed","Pdgfra","wt","R26","mKate/+",27,91,"PRE",14,51.8518518518518
20180725,20180730,"072518Abl_DS.Littermate.Pdgfra.wt","DS","072518Abl_DS4",88,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","wt","R26","mKate/+",29,94,"PRE",14,48.2758620689655
20180725,20180730,"072518Abl_DS.Littermate.Pdgfra.wt","DS","072518Abl_DS5",99,"ICM","Littermate","90_120","CD1/mixed","Pdgfra","wt","R26","mKate/+",30,94,"PRE",16,53.3333333333333
20180725,20180730,"072518Abl_DS.Littermate.Pdgfra.wt","DS","072518Abl_DS6",94,"ICM","Littermate","90_120","CD1/mixed","Pdgfra","wt","R26","mKate/+",28,94,"PRE",16,57.1428571428571
20181022,20181023,"102218Abl_DV.Littermate.Pdgfra.wt","DV","102218Abl_DV8",77,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",27,77,"PRE",10,37.037037037037
20181022,20181023,"102218Abl_DV.Littermate.Pdgfra.wt","DV","102218Abl_DV9",77,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",22,77,"PRE",8,36.3636363636364
20181022,20181023,"102218Abl_DW.Littermate.Pdgfra.wt","DW","102218Abl_DW5",91,"ICM","Littermate","90_120","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",30,92,"PRE",9,30
20181022,20181023,"102218Abl_DW.Littermate.Pdgfra.wt","DW","102218Abl_DW6",92,"ICM","Littermate","90_120","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",30,92,"PRE",15,50
20181022,20181025,"102218Abl_DX.Littermate.Pdgfra.wt","DX","102218Abl_DX10",64,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",22,60,"PRE",17,77.2727272727273
20181022,20181025,"102218Abl_DX.Littermate.Pdgfra.wt","DX","102218Abl_DX7",49,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",17,60,"PRE",5,29.4117647058824
20181022,20181025,"102218Abl_DX.Littermate.Pdgfra.wt","DX","102218Abl_DX9",60,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",25,60,"PRE",17,68
20181113,20181116,"111318Abl_DZ.Littermate.Pdgfra.wt","DZ","111318Abl_DZ5",81,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",24,81,"PRE",10,41.6666666666667
20181113,20181116,"111318Abl_DZ.Littermate.Pdgfra.wt","DZ","111318Abl_DZ6",67,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",27,81,"PRE",8,29.6296296296296
20181120,20181128,"112018Abl_EA.Littermate.Pdgfra.wt","EA","112018Abl_EA10",68,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",21,68,"PRE",12,57.1428571428571
20181120,20181128,"112018Abl_EA.Littermate.Pdgfra.wt","EA","112018Abl_EA11",80,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",33,68,"PRE",17,51.5151515151515
20181120,20181128,"112018Abl_EA.Littermate.Pdgfra.wt","EA","112018Abl_EA9",67,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",28,68,"PRE",13,46.4285714285714
20181210,20181213,"121018Abl_EB.Littermate.Pdgfra.wt","EB","121018Abl_EB7",86,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",26,86,"PRE",14,53.8461538461538
20181210,20181213,"121018Abl_EB.Littermate.Pdgfra.wt","EB","121018Abl_EB8",68,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",20,86,"PRE",12,60
20181210,20181213,"121018Abl_EC.Littermate.Pdgfra.wt","EC","121018Abl_EC6",65,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",25,65,"PRE",8,32
20190822,20190911,"082219Abl_FG.Littermate.Pdgfra.het","FG","082219Abl_FG10",32,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","het","R26","mKate/+",12,38,"PRE",2,16.6666666666667
20190822,20190911,"082219Abl_FG.Littermate.Pdgfra.het","FG","082219Abl_FG4",50,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","het","R26","mKate/+",18,38,"PRE",9,50
20190822,20190911,"082219Abl_FG.Littermate.Pdgfra.wt","FG","082219Abl_FG2",63,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","wt","R26","mKate/+",32,38,"PRE",12,37.5
20190822,20190911,"082219Abl_FG.Littermate.Pdgfra.wt","FG","082219Abl_FG7",32,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","wt","R26","mKate/+",11,38,"PRE",5,45.4545454545455
20190822,20190911,"082219Abl_FG.Littermate.Pdgfra.wt","FG","082219Abl_FG8",38,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","wt","R26","mKate/+",16,38,"PRE",4,25
20190822,20190911,"082219Abl_FG.Littermate.Pdgfra.wt","FG","082219Abl_FG9",41,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","wt","R26","mKate/+",13,38,"PRE",1,7.69230769230769
20190828,20190911,"082819Abl_FI.Littermate.Pdgfra.wt","FI","082819Abl_FI1",33,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","wt","R26","mKate/+",11,33,"PRE",0,0
20190828,20190911,"082819Abl_FI.Littermate.Pdgfra.wt","FI","082819Abl_FI2",38,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","wt","R26","mKate/+",15,33,"PRE",0,0
20190828,20190911,"082819Abl_FI.Littermate.Pdgfra.wt","FI","082819Abl_FI3",32,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","wt","R26","mKate/+",16,33,"PRE",1,6.25
20190828,20190911,"082819Abl_FI.Littermate.Pdgfra.wt","FI","082819Abl_FI5",34,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","wt","R26","mKate/+",16,33,"PRE",0,0
20190828,20190911,"082819Abl_FI.Littermate.Pdgfra.wt","FI","082819Abl_FI7",35,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","wt","R26","mKate/+",15,33,"PRE",0,0
20190828,20190911,"082819Abl_FI.Littermate.Pdgfra.wt","FI","082819Abl_FI9",43,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","wt","R26","mKate/+",15,33,"PRE",2,13.3333333333333
20190828,20190911,"082819Abl_FJ.Littermate.Pdgfra.wt","FJ","082819Abl_FJ1",44,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","wt","R26","mKate/+",17,52,"PRE",3,17.6470588235294
20190828,20190911,"082819Abl_FJ.Littermate.Pdgfra.wt","FJ","082819Abl_FJ10",52,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","wt","R26","mKate/+",22,52,"PRE",0,0
20190828,20190911,"082819Abl_FJ.Littermate.Pdgfra.wt","FJ","082819Abl_FJ11",61,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","wt","R26","mKate/+",29,52,"PRE",9,31.0344827586207
20190828,20190911,"082819Abl_FJ.Littermate.Pdgfra.wt","FJ","082819Abl_FJ2",49,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","wt","R26","mKate/+",23,52,"PRE",5,21.7391304347826
20190828,20190911,"082819Abl_FJ.Littermate.Pdgfra.wt","FJ","082819Abl_FJ3",59,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","wt","R26","mKate/+",26,52,"PRE",3,11.5384615384615
20190828,20190911,"082819Abl_FJ.Littermate.Pdgfra.wt","FJ","082819Abl_FJ4",42,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","wt","R26","mKate/+",15,52,"PRE",3,20
20190828,20190911,"082819Abl_FJ.Littermate.Pdgfra.wt","FJ","082819Abl_FJ5",32,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","wt","R26","mKate/+",12,52,"PRE",0,0
20190828,20190911,"082819Abl_FJ.Littermate.Pdgfra.wt","FJ","082819Abl_FJ6",48,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","wt","R26","mKate/+",13,52,"PRE",0,0
20190828,20190911,"082819Abl_FJ.Littermate.Pdgfra.wt","FJ","082819Abl_FJ7",63,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","wt","R26","mKate/+",28,52,"PRE",3,10.7142857142857
20190828,20190911,"082819Abl_FJ.Littermate.Pdgfra.wt","FJ","082819Abl_FJ8",60,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","wt","R26","mKate/+",24,52,"PRE",2,8.33333333333333
20190828,20190911,"082819Abl_FJ.Littermate.Pdgfra.wt","FJ","082819Abl_FJ9",47,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","wt","R26","mKate/+",17,52,"PRE",5,29.4117647058824
20150914,20160126,"091415_FGF4ko_H.het","H","091415_FGF4ko_H10",72,"ICM","Littermate","64_90","CD1/mixed","Fgf4","het","any","wt",20,72,"DP",11,55
20150914,20160126,"091415_FGF4ko_H.het","H","091415_FGF4ko_H6",78,"ICM","Littermate","64_90","CD1/mixed","Fgf4","het","any","wt",29,72,"DP",9,31.0344827586207
20150914,20160126,"091415_FGF4ko_H.ko","H","091415_FGF4ko_H3",64,"ICM","Littermate","64_90","CD1/mixed","Fgf4","ko","any","wt",26,72,"DP",1,3.84615384615385
20150914,20160126,"091415_FGF4ko_H.ko","H","091415_FGF4ko_H4",64,"ICM","Littermate","64_90","CD1/mixed","Fgf4","ko","any","wt",28,72,"DP",0,0
20150914,20160126,"091415_FGF4ko_H.ko","H","091415_FGF4ko_H7",65,"ICM","Littermate","64_90","CD1/mixed","Fgf4","ko","any","wt",24,72,"DP",5,20.8333333333333
20150914,20160126,"091415_FGF4ko_H.ko","H","091415_FGF4ko_H8",76,"ICM","Littermate","64_90","CD1/mixed","Fgf4","ko","any","wt",24,72,"DP",0,0
20150914,20160126,"091415_FGF4ko_H.wt","H","091415_FGF4ko_H1",98,"ICM","Littermate","90_120","CD1/mixed","Fgf4","wt","any","wt",31,72,"DP",11,35.4838709677419
20150914,20160126,"091415_FGF4ko_H.wt","H","091415_FGF4ko_H2",72,"ICM","Littermate","64_90","CD1/mixed","Fgf4","wt","any","wt",13,72,"DP",12,92.3076923076923
20150914,20160126,"091415_FGF4ko_H.wt","H","091415_FGF4ko_H5",67,"ICM","Littermate","64_90","CD1/mixed","Fgf4","wt","any","wt",22,72,"DP",10,45.4545454545455
20150914,20160126,"091415_FGF4ko_H.wt","H","091415_FGF4ko_H9",92,"ICM","Littermate","90_120","CD1/mixed","Fgf4","wt","any","wt",30,72,"DP",13,43.3333333333333
20160112,20160126,"011216_FGF4fl_B.het","B","011216_FGF4fl_B4",94,"ICM","Littermate","90_120","CD1/mixed","Fgf4","het","any","wt",37,107,"DP",12,32.4324324324324
20160112,20160126,"011216_FGF4fl_B.het","B","011216_FGF4fl_B5",107,"ICM","Littermate","90_120","CD1/mixed","Fgf4","het","any","wt",39,107,"DP",9,23.0769230769231
20160119,20160126,"011916_mzFGF4_F.ko","F","011916_mzFGF4_F1",76,"ICM","Littermate","64_90","CD1/mixed","Fgf4","ko","any","wt",30,92,"DP",1,3.33333333333333
20160119,20160126,"011916_mzFGF4_F.ko","F","011916_mzFGF4_F2",72,"ICM","Littermate","64_90","CD1/mixed","Fgf4","ko","any","wt",24,92,"DP",0,0
20160119,20160126,"011916_mzFGF4_F.ko","F","011916_mzFGF4_F3",92,"ICM","Littermate","90_120","CD1/mixed","Fgf4","ko","any","wt",28,92,"DP",0,0
20160119,20160126,"011916_mzFGF4_F.ko","F","011916_mzFGF4_F4",72,"ICM","Littermate","64_90","CD1/mixed","Fgf4","ko","any","wt",23,92,"DP",0,0
