"Embryo_ID","Experiment","Litter","Stage.t0","timepoint","Gene1","Genotype1","Gene2","Genotype2","Gene3","Genotype3","dataset","icm.count","Cellcount","Identity","count"
"082819Abl_FJ10","082819Abl_FJ.Littermate.Pdgfra.wt","FJ","[50,70)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",22,52,"DP",19
"082819Abl_FJ11","082819Abl_FJ.Littermate.Pdgfra.wt","FJ","[50,70)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",29,61,"DP",21
"082819Abl_FJ2","082819Abl_FJ.Littermate.Pdgfra.wt","FJ","[50,70)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",23,49,"DP",18
"082819Abl_FJ3","082819Abl_FJ.Littermate.Pdgfra.wt","FJ","[50,70)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",26,59,"DP",23
"082819Abl_FJ4","082819Abl_FJ.Littermate.Pdgfra.wt","FJ","[50,70)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",15,42,"DP",14
"082819Abl_FJ5","082819Abl_FJ.Littermate.Pdgfra.wt","FJ","[50,70)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",12,32,"DP",12
"082819Abl_FJ6","082819Abl_FJ.Littermate.Pdgfra.wt","FJ","[50,70)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",13,48,"DP",12
"082819Abl_FJ7","082819Abl_FJ.Littermate.Pdgfra.wt","FJ","[50,70)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",28,63,"DP",27
"082819Abl_FJ8","082819Abl_FJ.Littermate.Pdgfra.wt","FJ","[50,70)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",24,60,"DP",21
"082819Abl_FJ9","082819Abl_FJ.Littermate.Pdgfra.wt","FJ","[50,70)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",17,47,"DP",13
"102218Abl_DV8","102218Abl_DV.Littermate.Pdgfra.wt","DV","[70,90)","t0","Pdgfra","wt","R26","mKate/mKate","Fgf4","wt","fixed",27,77,"DP",18
"102218Abl_DV9","102218Abl_DV.Littermate.Pdgfra.wt","DV","[70,90)","t0","Pdgfra","wt","R26","mKate/mKate","Fgf4","wt","fixed",22,77,"DP",11
"102218Abl_DW5","102218Abl_DW.Littermate.Pdgfra.wt","DW","[90,110)","t0","Pdgfra","wt","R26","mKate/mKate","Fgf4","wt","fixed",30,91,"DP",8
"102218Abl_DW6","102218Abl_DW.Littermate.Pdgfra.wt","DW","[90,110)","t0","Pdgfra","wt","R26","mKate/mKate","Fgf4","wt","fixed",30,92,"DP",11
"102218Abl_DX10","102218Abl_DX.Littermate.Pdgfra.wt","DX","[50,70)","t0","Pdgfra","wt","R26","mKate/mKate","Fgf4","wt","fixed",22,64,"DP",4
"102218Abl_DX7","102218Abl_DX.Littermate.Pdgfra.wt","DX","[50,70)","t0","Pdgfra","wt","R26","mKate/mKate","Fgf4","wt","fixed",17,49,"DP",10
"102218Abl_DX9","102218Abl_DX.Littermate.Pdgfra.wt","DX","[50,70)","t0","Pdgfra","wt","R26","mKate/mKate","Fgf4","wt","fixed",25,60,"DP",5
"110817Abl_BY3","110817Abl_BY.Littermate.Pdgfra.wt","BY","[90,110)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",18,86,"DP",0
"110817Abl_BY4","110817Abl_BY.Littermate.Pdgfra.wt","BY","[90,110)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",34,93,"DP",0
"110817Abl_BY5","110817Abl_BY.Littermate.Pdgfra.wt","BY","[90,110)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",31,119,"DP",0
"110817Abl_BY6","110817Abl_BY.Littermate.Pdgfra.wt","BY","[90,110)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",37,98,"DP",0
"111318Abl_DZ5","111318Abl_DZ.Littermate.Pdgfra.wt","DZ","[70,90)","t0","Pdgfra","wt","R26","mKate/mKate","Fgf4","wt","fixed",24,81,"DP",10
"111318Abl_DZ6","111318Abl_DZ.Littermate.Pdgfra.wt","DZ","[70,90)","t0","Pdgfra","wt","R26","mKate/mKate","Fgf4","wt","fixed",27,67,"DP",19
"112018Abl_EA10","112018Abl_EA.Littermate.Pdgfra.wt","EA","[70,90)","t0","Pdgfra","wt","R26","mKate/mKate","Fgf4","wt","fixed",21,68,"DP",0
"112018Abl_EA11","112018Abl_EA.Littermate.Pdgfra.wt","EA","[70,90)","t0","Pdgfra","wt","R26","mKate/mKate","Fgf4","wt","fixed",33,80,"DP",9
"112018Abl_EA9","112018Abl_EA.Littermate.Pdgfra.wt","EA","[70,90)","t0","Pdgfra","wt","R26","mKate/mKate","Fgf4","wt","fixed",28,67,"DP",3
"121018Abl_EB7","121018Abl_EB.Littermate.Pdgfra.wt","EB","[70,90)","t0","Pdgfra","wt","R26","mKate/mKate","Fgf4","wt","fixed",26,86,"DP",0
"121018Abl_EB8","121018Abl_EB.Littermate.Pdgfra.wt","EB","[70,90)","t0","Pdgfra","wt","R26","mKate/mKate","Fgf4","wt","fixed",20,68,"DP",4
"121018Abl_EC6","121018Abl_EC.Littermate.Pdgfra.wt","EC","[50,70)","t0","Pdgfra","wt","R26","mKate/mKate","Fgf4","wt","fixed",25,65,"DP",16
"121917Abl_CD5","121917Abl_CD.Littermate.Pdgfra.wt","CD","[110,130)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",47,115,"DP",3
"121917Abl_CD6","121917Abl_CD.Littermate.Pdgfra.wt","CD","[110,130)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",39,118,"DP",2
"121917Abl_CE10","121917Abl_CE.Littermate.Pdgfra.wt","CE","[90,110)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",35,103,"DP",0
"121917Abl_CE7","121917Abl_CE.Littermate.Pdgfra.wt","CE","[90,110)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",38,106,"DP",0
"121917Abl_CE8","121917Abl_CE.Littermate.Pdgfra.wt","CE","[90,110)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",40,104,"DP",2
"121917Abl_CE9","121917Abl_CE.Littermate.Pdgfra.wt","CE","[90,110)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",33,101,"DP",1
"012318Abl_CJ6","012318Abl_CJ.Littermate.Pdgfra.wt","CJ","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",25,63,"EPI",7
"012318Abl_CJ7","012318Abl_CJ.Littermate.Pdgfra.wt","CJ","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",28,73,"EPI",7
"013018Abl_CK10","013018Abl_CK.Littermate.Pdgfra.wt","CK","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",25,75,"EPI",6
"013018Abl_CK11","013018Abl_CK.Littermate.Pdgfra.wt","CK","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",29,84,"EPI",10
"013018Abl_CK12","013018Abl_CK.Littermate.Pdgfra.wt","CK","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",19,67,"EPI",11
"013018Abl_CK9","013018Abl_CK.Littermate.Pdgfra.wt","CK","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",24,75,"EPI",10
"013118Abl_CL10","013118Abl_CLb.Littermate.Pdgfra.wt","CL","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",27,63,"EPI",0
"013118Abl_CL11","013118Abl_CLb.Littermate.Pdgfra.wt","CL","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",22,64,"EPI",2
"013118Abl_CL12","013118Abl_CLb.Littermate.Pdgfra.wt","CL","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",31,62,"EPI",1
"013118Abl_CL13","013118Abl_CLb.Littermate.Pdgfra.wt","CL","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",28,64,"EPI",1
"013118Abl_CL14","013118Abl_CLb.Littermate.Pdgfra.wt","CL","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",31,64,"EPI",13
"013118Abl_CL6","013118Abl_CLa.Littermate.Pdgfra.wt","CL","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",22,62,"EPI",6
"013118Abl_CL7","013118Abl_CLa.Littermate.Pdgfra.wt","CL","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",25,62,"EPI",1
"013118Abl_CL8","013118Abl_CLa.Littermate.Pdgfra.wt","CL","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",33,64,"EPI",8
"013118Abl_CL9","013118Abl_CLa.Littermate.Pdgfra.wt","CL","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",24,71,"EPI",9
"013118Abl_CM10","013118Abl_CMb.Littermate.Pdgfra.wt","CM","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",25,63,"EPI",13
"013118Abl_CM11","013118Abl_CMb.Littermate.Pdgfra.wt","CM","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",26,94,"EPI",8
"013118Abl_CM5","013118Abl_CMa.Littermate.Pdgfra.wt","CM","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",28,75,"EPI",14
"013118Abl_CM6","013118Abl_CMa.Littermate.Pdgfra.wt","CM","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",26,80,"EPI",3
"013118Abl_CM7","013118Abl_CMa.Littermate.Pdgfra.wt","CM","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",24,62,"EPI",1
"013118Abl_CM8","013118Abl_CMa.Littermate.Pdgfra.wt","CM","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",26,68,"EPI",6
"013118Abl_CM9","013118Abl_CMb.Littermate.Pdgfra.wt","CM","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",27,65,"EPI",15
"013118Abl_CN3","013118Abl_CNa.Littermate.Pdgfra.wt","CN","[110,130)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",33,107,"EPI",15
"013118Abl_CN6","013118Abl_CNb.Littermate.Pdgfra.wt","CN","[110,130)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",34,114,"EPI",19
"013118Abl_CN7","013118Abl_CNb.Littermate.Pdgfra.wt","CN","[110,130)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",31,110,"EPI",6
"020618Abl_CQ10","020618Abl_CQ.Littermate.Pdgfra.wt","CQ","[90,110)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",35,99,"EPI",9
"020618Abl_CQ11","020618Abl_CQ.Littermate.Pdgfra.wt","CQ","[90,110)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",33,88,"EPI",11
"020618Abl_CQ12","020618Abl_CQ.Littermate.Pdgfra.wt","CQ","[90,110)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",37,109,"EPI",9
"020618Abl_CQ8","020618Abl_CQ.Littermate.Pdgfra.wt","CQ","[90,110)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",29,94,"EPI",8
"020618Abl_CQ9","020618Abl_CQ.Littermate.Pdgfra.wt","CQ","[90,110)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",35,105,"EPI",4
"040317Abl_Q12","040317Abl_Q.Littermate.Pdgfra.wt","Q","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",17,71,"EPI",8
"040317Abl_Q13","040317Abl_Q.Littermate.Pdgfra.wt","Q","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",18,48,"EPI",4
"040317Abl_Q14","040317Abl_Q.Littermate.Pdgfra.wt","Q","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",28,63,"EPI",4
"040317Abl_R10","040317Abl_R.Littermate.Pdgfra.wt","R","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",18,44,"EPI",2
"040317Abl_R11","040317Abl_R.Littermate.Pdgfra.wt","R","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",27,65,"EPI",1
"040317Abl_R9","040317Abl_R.Littermate.Pdgfra.wt","R","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",28,64,"EPI",4
"040317Abl_S6","040317Abl_S.Littermate.Pdgfra.wt","S","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",31,64,"EPI",3
"040317Abl_S7","040317Abl_S.Littermate.Pdgfra.wt","S","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",18,62,"EPI",2
"040317Abl_S8","040317Abl_S.Littermate.Pdgfra.wt","S","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",17,57,"EPI",1
"040317Abl_S9","040317Abl_S.Littermate.Pdgfra.wt","S","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",14,45,"EPI",1
"040317Abl_T3","040317Abl_T.Littermate.Pdgfra.wt","T","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",27,77,"EPI",2
"040317Abl_T4","040317Abl_T.Littermate.Pdgfra.wt","T","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",21,78,"EPI",4
"040317Abl_T5","040317Abl_T.Littermate.Pdgfra.wt","T","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",30,74,"EPI",1
"040517Abl_U10","040517Abl_U.Littermate.Pdgfra.wt","U","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",23,65,"EPI",0
"040517Abl_U11","040517Abl_U.Littermate.Pdgfra.wt","U","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",20,71,"EPI",10
"040517Abl_U8","040517Abl_U.Littermate.Pdgfra.wt","U","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",19,82,"EPI",3
"040517Abl_U9","040517Abl_U.Littermate.Pdgfra.wt","U","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",29,78,"EPI",9
"040517Abl_V10","040517Abl_V.Littermate.Pdgfra.wt","V","[30,50)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",17,31,"EPI",0
"040517Abl_V11","040517Abl_V.Littermate.Pdgfra.wt","V","[30,50)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",11,31,"EPI",0
"040517Abl_V12","040517Abl_V.Littermate.Pdgfra.wt","V","[30,50)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",14,32,"EPI",0
"040517Abl_V13","040517Abl_V.Littermate.Pdgfra.wt","V","[30,50)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",13,32,"EPI",0
"040517Abl_V9","040517Abl_V.Littermate.Pdgfra.wt","V","[30,50)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",14,31,"EPI",1
"041117Abl_W10","041117Abl_W.Littermate.Pdgfra.wt","W","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",29,69,"EPI",13
"041117Abl_W11","041117Abl_W.Littermate.Pdgfra.wt","W","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",25,64,"EPI",11
"062317Abl_AO10","062317Abl_AO.Littermate.Pdgfra.wt","AO","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",21,63,"EPI",3
"062317Abl_AO7","062317Abl_AO.Littermate.Pdgfra.wt","AO","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",19,64,"EPI",0
"062317Abl_AO8","062317Abl_AO.Littermate.Pdgfra.wt","AO","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",23,71,"EPI",4
"062317Abl_AO9","062317Abl_AO.Littermate.Pdgfra.wt","AO","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",24,69,"EPI",4
"062317Abl_AP10","062317Abl_AP.Littermate.Pdgfra.wt","AP","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",23,59,"EPI",0
"062317Abl_AP11","062317Abl_AP.Littermate.Pdgfra.wt","AP","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",22,60,"EPI",0
"062317Abl_AP12","062317Abl_AP.Littermate.Pdgfra.wt","AP","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",18,45,"EPI",1
"062317Abl_AP9","062317Abl_AP.Littermate.Pdgfra.wt","AP","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",30,64,"EPI",0
"062817Abl_AQ8","062817Abl_AQ.Littermate.Pdgfra.wt","AQ","[90,110)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",26,92,"EPI",9
"062817Abl_AQ9","062817Abl_AQ.Littermate.Pdgfra.wt","AQ","[90,110)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",19,58,"EPI",0
"062817Abl_AR7","062817Abl_AR.Littermate.Pdgfra.wt","AR","[30,50)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",23,60,"EPI",3
"062817Abl_AR8","062817Abl_AR.Littermate.Pdgfra.wt","AR","[30,50)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",14,34,"EPI",0
"062817Abl_AR9","062817Abl_AR.Littermate.Pdgfra.wt","AR","[30,50)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",10,38,"EPI",0
"062817Abl_AS6","062817Abl_AS.Littermate.Pdgfra.wt","AS","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",25,75,"EPI",7
"062817Abl_AS7","062817Abl_AS.Littermate.Pdgfra.wt","AS","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",21,80,"EPI",6
"062817Abl_AS8","062817Abl_AS.Littermate.Pdgfra.wt","AS","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",34,92,"EPI",12
"071217Abl_AV10","071217Abl_AV.Littermate.Pdgfra.wt","AV","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",22,66,"EPI",2
"071217Abl_AV11","071217Abl_AV.Littermate.Pdgfra.wt","AV","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",19,65,"EPI",7
"071217Abl_AV7","071217Abl_AV.Littermate.Pdgfra.wt","AV","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",23,86,"EPI",7
"071217Abl_AV8","071217Abl_AV.Littermate.Pdgfra.wt","AV","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",21,61,"EPI",0
"071217Abl_AV9","071217Abl_AV.Littermate.Pdgfra.wt","AV","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",23,65,"EPI",4
"072318Abl_DP5","072318Abl_DP.Littermate.Pdgfra.wt","DP","[90,110)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",37,98,"EPI",15
"072318Abl_DP6","072318Abl_DP.Littermate.Pdgfra.wt","DP","[90,110)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",36,89,"EPI",13
"072318Abl_DQ6","072318Abl_DQ.Littermate.Pdgfra.wt","DQ","[110,130)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",30,87,"EPI",11
"072318Abl_DQ7","072318Abl_DQ.Littermate.Pdgfra.wt","DQ","[110,130)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",41,111,"EPI",17
"072517Abl_AW10","072517Abl_AW.Littermate.Pdgfra.wt","AW","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",33,97,"EPI",9
"072517Abl_AW11","072517Abl_AW.Littermate.Pdgfra.wt","AW","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",19,76,"EPI",6
"072517Abl_AW9","072517Abl_AW.Littermate.Pdgfra.wt","AW","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",23,88,"EPI",8
"072517Abl_AX10","072517Abl_AX.Littermate.Pdgfra.wt","AX","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",23,68,"EPI",3
"072517Abl_AX11","072517Abl_AX.Littermate.Pdgfra.wt","AX","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",27,64,"EPI",6
"072517Abl_AX12","072517Abl_AX.Littermate.Pdgfra.wt","AX","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",26,86,"EPI",11
"072517Abl_AX8","072517Abl_AX.Littermate.Pdgfra.wt","AX","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",21,80,"EPI",10
"072517Abl_AX9","072517Abl_AX.Littermate.Pdgfra.wt","AX","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",18,68,"EPI",7
"072518Abl_DR10","072518Abl_DR.Littermate.Pdgfra.wt","DR","[90,110)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",26,71,"EPI",8
"072518Abl_DR11","072518Abl_DR.Littermate.Pdgfra.wt","DR","[90,110)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",31,91,"EPI",14
"072518Abl_DR8","072518Abl_DR.Littermate.Pdgfra.wt","DR","[90,110)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",35,94,"EPI",9
"072518Abl_DR9","072518Abl_DR.Littermate.Pdgfra.wt","DR","[90,110)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",27,91,"EPI",10
"072518Abl_DS4","072518Abl_DS.Littermate.Pdgfra.wt","DS","[90,110)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",29,88,"EPI",11
"072518Abl_DS5","072518Abl_DS.Littermate.Pdgfra.wt","DS","[90,110)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",30,99,"EPI",12
"072518Abl_DS6","072518Abl_DS.Littermate.Pdgfra.wt","DS","[90,110)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",28,94,"EPI",7
"072817Abl_AY4","072817Abl_AY.Littermate.Pdgfra.wt","AY","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",30,107,"EPI",16
"072817Abl_AY5","072817Abl_AY.Littermate.Pdgfra.wt","AY","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",19,74,"EPI",2
"072817Abl_AY6","072817Abl_AY.Littermate.Pdgfra.wt","AY","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",17,85,"EPI",3
"072817Abl_AY7","072817Abl_AY.Littermate.Pdgfra.wt","AY","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",24,86,"EPI",9
"072817Abl_AZ7","072817Abl_AZ.Littermate.Pdgfra.wt","AZ","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",25,79,"EPI",3
"072817Abl_AZ8","072817Abl_AZ.Littermate.Pdgfra.wt","AZ","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",25,69,"EPI",7
"072817Abl_AZ9","072817Abl_AZ.Littermate.Pdgfra.wt","AZ","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",23,78,"EPI",4
"080117Abl_BA10","080117Abl_BA.Littermate.Pdgfra.wt","BA","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",28,68,"EPI",0
"080117Abl_BA6","080117Abl_BA.Littermate.Pdgfra.wt","BA","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",25,63,"EPI",0
"080117Abl_BA7","080117Abl_BA.Littermate.Pdgfra.wt","BA","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",23,71,"EPI",2
"080117Abl_BA8","080117Abl_BA.Littermate.Pdgfra.wt","BA","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",25,71,"EPI",2
"080117Abl_BA9","080117Abl_BA.Littermate.Pdgfra.wt","BA","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",20,62,"EPI",0
"080117Abl_BB8","080117Abl_BB.Littermate.Pdgfra.wt","BB","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",25,64,"EPI",5
"080117Abl_BC13","080117Abl_BC.Littermate.Pdgfra.wt","BC","[90,110)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",34,106,"EPI",12
"080117Abl_BC14","080117Abl_BC.Littermate.Pdgfra.wt","BC","[90,110)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",22,78,"EPI",6
"080117Abl_BC15","080117Abl_BC.Littermate.Pdgfra.wt","BC","[90,110)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",15,37,"EPI",1
"080117Abl_BC16","080117Abl_BC.Littermate.Pdgfra.wt","BC","[90,110)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",26,92,"EPI",13
"080117Abl_BD10","080117Abl_BD.Littermate.Pdgfra.wt","BD","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",16,54,"EPI",1
"080117Abl_BD7","080117Abl_BD.Littermate.Pdgfra.wt","BD","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",20,54,"EPI",4
"080117Abl_BD8","080117Abl_BD.Littermate.Pdgfra.wt","BD","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",26,64,"EPI",1
"080117Abl_BD9","080117Abl_BD.Littermate.Pdgfra.wt","BD","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",30,62,"EPI",2
"081417Abl_BH6","081417Abl_BH.Littermate.Pdgfra.wt","BH","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",20,52,"EPI",2
"081417Abl_BH7","081417Abl_BH.Littermate.Pdgfra.wt","BH","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",23,70,"EPI",0
"081517Abl_BK11","081517Abl_BK.Littermate.Pdgfra.wt","BK","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",36,99,"EPI",12
"081517Abl_BK12","081517Abl_BK.Littermate.Pdgfra.wt","BK","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",29,61,"EPI",0
"081517Abl_BK13","081517Abl_BK.Littermate.Pdgfra.wt","BK","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",27,64,"EPI",0
"081517Abl_BK14","081517Abl_BK.Littermate.Pdgfra.wt","BK","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",28,62,"EPI",1
"082219Abl_FG1","082219Abl_FG.Littermate.Pdgfra.wt","FG","[30,50)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",16,31,"EPI",0
"082219Abl_FG10","082219Abl_FG.Littermate.Pdgfra.het","FG","[30,50)","t0","Pdgfra","het","R26","mKate/+","Fgf4","wt","fixed",12,32,"EPI",1
