"Experiment","Litter","Embryo_ID","Exp_date","Img_date","Cellcount","TE_ICM","Treatment","target","Recovery","Background","Gene1","Genotype1","Gene2","Genotype2","icm.count","group.median","litter.median.t0","Cell_diff","Stage.t0","Cellcount_t0","Identity.hc","count","Gene3","Genotype3","target_t0","pc.icm"
"062317Abl_AP.Ablated.Pdgfra.het","AP","062317Abl_AP5",20170623,20170701,103,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",18,102,60,"kill_0.5","[50,70)",0,"EPI.lo",0,NA,NA,NA,0
"062317Abl_AP.Control.Pdgfra.het","AP","062317Abl_AP6",20170623,20170701,111,"ICM","Control","none","24h","CD1/mixed","Pdgfra","het","R26","wt",27,105,60,"zero","[50,70)",0,"EPI.lo",0,NA,NA,NA,0
"062317Abl_AP.Control.Pdgfra.het","AP","062317Abl_AP7",20170623,20170701,105,"ICM","Control","none","24h","CD1/mixed","Pdgfra","het","R26","wt",23,105,60,"zero","[50,70)",0,"EPI.lo",0,NA,NA,NA,0
"062317Abl_AP.Control.Pdgfra.het","AP","062317Abl_AP8",20170623,20170701,63,"ICM","Control","none","24h","CD1/mixed","Pdgfra","het","R26","wt",30,105,60,"zero","[50,70)",0,"EPI.lo",0,NA,NA,NA,0
"062317Abl_AP.Littermate.Pdgfra.wt","AP","062317Abl_AP10",20170623,20170701,59,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",23,60,60,"zero","[50,70)",59,"EPI.lo",0,NA,NA,NA,0
"062317Abl_AP.Littermate.Pdgfra.wt","AP","062317Abl_AP11",20170623,20170701,60,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",22,60,60,"zero","[50,70)",60,"EPI.lo",0,NA,NA,NA,0
"062317Abl_AP.Littermate.Pdgfra.wt","AP","062317Abl_AP12",20170623,20170701,45,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",18,60,60,"zero","[50,70)",45,"EPI.lo",0,NA,NA,NA,0
"062317Abl_AP.Littermate.Pdgfra.wt","AP","062317Abl_AP9",20170623,20170701,64,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",30,60,60,"zero","[50,70)",64,"EPI.lo",0,NA,NA,NA,0
"062817Abl_AQ.Ablated.Pdgfra.het","AQ","062817Abl_AQ1",20170628,20170710,108,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",24,109,92,"kill_0.5","[90,110)",0,"EPI.lo",1,NA,NA,NA,4.16666666666667
"062817Abl_AQ.Ablated.Pdgfra.het","AQ","062817Abl_AQ2",20170628,20170710,109,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",26,109,92,"kill_0.5","[90,110)",0,"EPI.lo",1,NA,NA,NA,3.84615384615385
"062817Abl_AQ.Ablated.Pdgfra.het","AQ","062817Abl_AQ3",20170628,20170710,117,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",33,109,92,"kill_0.5","[90,110)",0,"EPI.lo",0,NA,NA,NA,0
"062817Abl_AQ.Ablated.Pdgfra.het","AQ","062817Abl_AQ4",20170628,20170710,101,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",16,109,92,"kill_0.5","[90,110)",0,"EPI.lo",0,NA,NA,NA,0
"062817Abl_AQ.Control.Pdgfra.wt","AQ","062817Abl_AQ5",20170628,20170710,122,"ICM","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","wt",28,117,92,"zero","[90,110)",0,"EPI.lo",3,NA,NA,NA,10.7142857142857
"062817Abl_AQ.Control.Pdgfra.wt","AQ","062817Abl_AQ6",20170628,20170710,114,"ICM","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","wt",31,117,92,"zero","[90,110)",0,"EPI.lo",0,NA,NA,NA,0
"062817Abl_AQ.Control.Pdgfra.wt","AQ","062817Abl_AQ7",20170628,20170710,117,"ICM","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","wt",29,117,92,"zero","[90,110)",0,"EPI.lo",5,NA,NA,NA,17.2413793103448
"062817Abl_AQ.Littermate.Pdgfra.wt","AQ","062817Abl_AQ8",20170628,20170710,92,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",26,92,92,"zero","[90,110)",92,"EPI.lo",0,NA,NA,NA,0
"062817Abl_AQ.Littermate.Pdgfra.wt","AQ","062817Abl_AQ9",20170628,20170710,58,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",19,92,92,"zero","[90,110)",58,"EPI.lo",0,NA,NA,NA,0
"062817Abl_AR.Ablated.Pdgfra.het","AR","062817Abl_AR1",20170628,20170710,87,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",21,84,38,"kill_all","[30,50)",0,"EPI.lo",0,NA,NA,NA,0
"062817Abl_AR.Ablated.Pdgfra.het","AR","062817Abl_AR2",20170628,20170710,77,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",18,84,38,"kill_all","[30,50)",0,"EPI.lo",0,NA,NA,NA,0
"062817Abl_AR.Ablated.Pdgfra.het","AR","062817Abl_AR3",20170628,20170710,84,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",18,84,38,"kill_all","[30,50)",0,"EPI.lo",0,NA,NA,NA,0
"062817Abl_AR.Control.Pdgfra.het","AR","062817Abl_AR4",20170628,20170710,86,"ICM","Control","none","24h","CD1/mixed","Pdgfra","het","R26","wt",22,86,38,"zero","[30,50)",0,"EPI.lo",0,NA,NA,NA,0
"062817Abl_AR.Control.Pdgfra.wt","AR","062817Abl_AR5",20170628,20170710,87,"ICM","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","wt",23,86,38,"zero","[30,50)",0,"EPI.lo",0,NA,NA,NA,0
"062817Abl_AR.Control.Pdgfra.wt","AR","062817Abl_AR6",20170628,20170710,67,"ICM","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","wt",13,86,38,"zero","[30,50)",0,"EPI.lo",0,NA,NA,NA,0
"062817Abl_AR.Littermate.Pdgfra.wt","AR","062817Abl_AR7",20170628,20170710,60,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",23,38,38,"zero","[30,50)",60,"EPI.lo",0,NA,NA,NA,0
"062817Abl_AR.Littermate.Pdgfra.wt","AR","062817Abl_AR8",20170628,20170710,34,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",14,38,38,"zero","[30,50)",34,"EPI.lo",0,NA,NA,NA,0
"062817Abl_AR.Littermate.Pdgfra.wt","AR","062817Abl_AR9",20170628,20170710,38,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",10,38,38,"zero","[30,50)",38,"EPI.lo",0,NA,NA,NA,0
"062817Abl_AS.Ablated.Pdgfra.het","AS","062817Abl_AS1",20170628,20170711,102,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",23,102,80,"kill_0.25","[70,90)",0,"EPI.lo",0,NA,NA,NA,0
"062817Abl_AS.Ablated.Pdgfra.het","AS","062817Abl_AS2",20170628,20170711,102,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",27,102,80,"kill_0.25","[70,90)",0,"EPI.lo",0,NA,NA,NA,0
"062817Abl_AS.Ablated.Pdgfra.het","AS","062817Abl_AS3",20170628,20170711,107,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",23,102,80,"kill_0.25","[70,90)",0,"EPI.lo",0,NA,NA,NA,0
"062817Abl_AS.Control.Pdgfra.wt","AS","062817Abl_AS4",20170628,20170711,103,"ICM","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","wt",28,119,80,"zero","[70,90)",0,"EPI.lo",1,NA,NA,NA,3.57142857142857
"062817Abl_AS.Control.Pdgfra.wt","AS","062817Abl_AS5",20170628,20170711,119,"ICM","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","wt",30,119,80,"zero","[70,90)",0,"EPI.lo",2,NA,NA,NA,6.66666666666667
"062817Abl_AS.Littermate.Pdgfra.wt","AS","062817Abl_AS6",20170628,20170711,75,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",25,80,80,"zero","[70,90)",75,"EPI.lo",0,NA,NA,NA,0
"062817Abl_AS.Littermate.Pdgfra.wt","AS","062817Abl_AS7",20170628,20170711,80,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",21,80,80,"zero","[70,90)",80,"EPI.lo",0,NA,NA,NA,0
"062817Abl_AS.Littermate.Pdgfra.wt","AS","062817Abl_AS8",20170628,20170711,92,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",34,80,80,"zero","[70,90)",92,"EPI.lo",1,NA,NA,NA,2.94117647058824
"070919Abl_FE.Ablated.Pdgfra.het","FE","070919Abl_FE3",20190709,20190717,72,"ICM","Ablated","PRE+DP","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",5,80,64,"kill_0.5","[50,70)",62,"EPI.lo",0,NA,NA,NA,0
"070919Abl_FE.Ablated.Pdgfra.het","FE","070919Abl_FE4",20190709,20190717,80,"ICM","Ablated","PRE+DP","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",9,80,64,"kill_0.5","[50,70)",64,"EPI.lo",0,NA,NA,NA,0
"070919Abl_FE.Ablated.Pdgfra.het","FE","070919Abl_FE5",20190709,20190717,75,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",7,80,64,"kill_0.5","[50,70)",57,"EPI.lo",0,NA,NA,NA,0
"070919Abl_FE.Ablated.Pdgfra.het","FE","070919Abl_FE6",20190709,20190717,91,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",20,80,64,"kill_0.5","[50,70)",70,"EPI.lo",0,NA,NA,NA,0
"070919Abl_FE.Control.Pdgfra.wt","FE","070919Abl_FE1",20190709,20190717,94,"ICM","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",14,94,64,"zero","[50,70)",60,"EPI.lo",0,NA,NA,NA,0
"070919Abl_FE.Control.Pdgfra.wt","FE","070919Abl_FE2",20190709,20190717,96,"ICM","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",25,94,64,"zero","[50,70)",89,"EPI.lo",0,NA,NA,NA,0
"070919Abl_FE.Control.Pdgfra.wt","FE","070919Abl_FE8",20190709,20190717,63,"ICM","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",9,94,64,"zero","[50,70)",39,"EPI.lo",0,NA,NA,NA,0
"070919Abl_FE.Random.Pdgfra.wt","FE","070919Abl_FE7",20190709,20190717,81,"ICM","Random","PRE","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",14,81,64,"kill_all","[50,70)",65,"EPI.lo",0,NA,NA,NA,0
"070919Abl_FF.Ablated.Pdgfra.het","FF","070919Abl_FF2",20190709,20190717,110,"ICM","Ablated","PRE+DP","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",12,104,75,"kill_0.5","[70,90)",86,"EPI.lo",0,NA,NA,NA,0
"070919Abl_FF.Ablated.Pdgfra.het","FF","070919Abl_FF3",20190709,20190717,94,"ICM","Ablated","PRE+DP","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",9,104,75,"kill_0.5","[70,90)",66,"EPI.lo",0,NA,NA,NA,0
"070919Abl_FF.Ablated.Pdgfra.het","FF","070919Abl_FF4",20190709,20190717,104,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",12,104,75,"kill_0.5","[70,90)",75,"EPI.lo",0,NA,NA,NA,0
"070919Abl_FF.Ablated.Pdgfra.het","FF","070919Abl_FF5",20190709,20190717,93,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",18,104,75,"kill_0.5","[70,90)",69,"EPI.lo",0,NA,NA,NA,0
"070919Abl_FF.Control.Pdgfra.wt","FF","070919Abl_FF1",20190709,20190717,132,"ICM","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",26,132,75,"zero","[70,90)",81,"EPI.lo",0,NA,NA,NA,0
"071217Abl_AV.Ablated.Pdgfra.het","AV","071217Abl_AV1",20170712,20170719,92,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",26,92,65,"kill_0.75","[50,70)",0,"EPI.lo",6,NA,NA,NA,23.0769230769231
"071217Abl_AV.Ablated.Pdgfra.het","AV","071217Abl_AV2",20170712,20170719,88,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",15,92,65,"kill_0.75","[50,70)",0,"EPI.lo",2,NA,NA,NA,13.3333333333333
"071217Abl_AV.Ablated.Pdgfra.het","AV","071217Abl_AV3",20170712,20170719,95,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",16,92,65,"kill_0.75","[50,70)",0,"EPI.lo",0,NA,NA,NA,0
"071217Abl_AV.Control.Pdgfra.wt","AV","071217Abl_AV4",20170712,20170719,88,"ICM","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","wt",28,91,65,"zero","[50,70)",0,"EPI.lo",0,NA,NA,NA,0
"071217Abl_AV.Control.Pdgfra.wt","AV","071217Abl_AV5",20170712,20170719,100,"ICM","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","wt",25,91,65,"zero","[50,70)",0,"EPI.lo",3,NA,NA,NA,12
"071217Abl_AV.Control.Pdgfra.wt","AV","071217Abl_AV6",20170712,20170719,91,"ICM","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","wt",17,91,65,"zero","[50,70)",0,"EPI.lo",0,NA,NA,NA,0
"071217Abl_AV.Littermate.Pdgfra.wt","AV","071217Abl_AV10",20170712,20170719,66,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",22,65,65,"zero","[50,70)",66,"EPI.lo",0,NA,NA,NA,0
"071217Abl_AV.Littermate.Pdgfra.wt","AV","071217Abl_AV11",20170712,20170719,65,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",19,65,65,"zero","[50,70)",65,"EPI.lo",0,NA,NA,NA,0
"071217Abl_AV.Littermate.Pdgfra.wt","AV","071217Abl_AV7",20170712,20170719,86,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",23,65,65,"zero","[50,70)",86,"EPI.lo",0,NA,NA,NA,0
"071217Abl_AV.Littermate.Pdgfra.wt","AV","071217Abl_AV8",20170712,20170719,61,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",21,65,65,"zero","[50,70)",61,"EPI.lo",0,NA,NA,NA,0
"071217Abl_AV.Littermate.Pdgfra.wt","AV","071217Abl_AV9",20170712,20170719,65,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",23,65,65,"zero","[50,70)",65,"EPI.lo",0,NA,NA,NA,0
"072318Abl_DP.Ablated.Pdgfra.het","DP","072318Abl_DP3",20180723,20180726,85,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","mKate/+",28,85,98,"kill_0.75","[90,110)",0,"EPI.lo",0,NA,NA,NA,0
"072318Abl_DP.Control.Pdgfra.het","DP","072318Abl_DP4",20180723,20180726,77,"ICM","Control","none","24h","CD1/mixed","Pdgfra","het","R26","mKate/+",21,77,98,"zero","[90,110)",0,"EPI.lo",0,NA,NA,NA,0
"072318Abl_DP.Littermate.Pdgfra.wt","DP","072318Abl_DP5",20180723,20180726,98,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","mKate/+",37,98,98,"zero","[90,110)",98,"EPI.lo",2,NA,NA,NA,5.40540540540541
"072318Abl_DP.Littermate.Pdgfra.wt","DP","072318Abl_DP6",20180723,20180726,89,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","mKate/+",36,98,98,"zero","[90,110)",89,"EPI.lo",3,NA,NA,NA,8.33333333333333
"072318Abl_DQ.Ablated.Pdgfra.het","DQ","072318Abl_DQ1",20180723,20180726,92,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",12,110,111,"kill_all","[110,130)",0,"EPI.lo",0,NA,NA,NA,0
"072318Abl_DQ.Ablated.Pdgfra.het","DQ","072318Abl_DQ3",20180723,20180726,110,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",11,110,111,"kill_all","[110,130)",0,"EPI.lo",1,NA,NA,NA,9.09090909090909
"072318Abl_DQ.Ablated.Pdgfra.het","DQ","072318Abl_DQ5",20180723,20180726,111,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",23,110,111,"kill_0.75","[110,130)",0,"EPI.lo",4,NA,NA,NA,17.3913043478261
"072318Abl_DQ.Littermate.Pdgfra.wt","DQ","072318Abl_DQ6",20180723,20180726,87,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",30,111,111,"zero","[110,130)",87,"EPI.lo",0,NA,NA,NA,0
"072318Abl_DQ.Littermate.Pdgfra.wt","DQ","072318Abl_DQ7",20180723,20180726,111,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",41,111,111,"zero","[110,130)",111,"EPI.lo",1,NA,NA,NA,2.4390243902439
"072517Abl_AW.Ablated.Pdgfra.het","AW","072517Abl_AW1",20170725,20170731,111,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",39,109,88,"kill_0.25","[70,90)",0,"EPI.lo",0,NA,NA,NA,0
"072517Abl_AW.Ablated.Pdgfra.het","AW","072517Abl_AW2",20170725,20170731,102,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",29,109,88,"kill_0.25","[70,90)",0,"EPI.lo",0,NA,NA,NA,0
"072517Abl_AW.Ablated.Pdgfra.het","AW","072517Abl_AW3",20170725,20170731,112,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",24,109,88,"kill_0.25","[70,90)",0,"EPI.lo",0,NA,NA,NA,0
"072517Abl_AW.Ablated.Pdgfra.het","AW","072517Abl_AW4",20170725,20170731,101,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",26,109,88,"kill_0.25","[70,90)",0,"EPI.lo",0,NA,NA,NA,0
"072517Abl_AW.Ablated.Pdgfra.het","AW","072517Abl_AW5",20170725,20170731,103,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",25,109,88,"kill_0.25","[70,90)",0,"EPI.lo",0,NA,NA,NA,0
"072517Abl_AW.Ablated.Pdgfra.het","AW","072517Abl_AW6",20170725,20170731,109,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",24,109,88,"kill_0.25","[70,90)",0,"EPI.lo",0,NA,NA,NA,0
"072517Abl_AW.Control.Pdgfra.wt","AW","072517Abl_AW7",20170725,20170731,100,"ICM","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","wt",30,114,88,"zero","[70,90)",0,"EPI.lo",0,NA,NA,NA,0
"072517Abl_AW.Control.Pdgfra.wt","AW","072517Abl_AW8",20170725,20170731,114,"ICM","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","wt",20,114,88,"zero","[70,90)",0,"EPI.lo",1,NA,NA,NA,5
"072517Abl_AW.Littermate.Pdgfra.wt","AW","072517Abl_AW10",20170725,20170731,97,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",33,88,88,"zero","[70,90)",97,"EPI.lo",0,NA,NA,NA,0
"072517Abl_AW.Littermate.Pdgfra.wt","AW","072517Abl_AW11",20170725,20170731,76,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",19,88,88,"zero","[70,90)",76,"EPI.lo",0,NA,NA,NA,0
"072517Abl_AW.Littermate.Pdgfra.wt","AW","072517Abl_AW9",20170725,20170731,88,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",23,88,88,"zero","[70,90)",88,"EPI.lo",0,NA,NA,NA,0
"072517Abl_AX.Ablated.Pdgfra.het","AX","072517Abl_AX1",20170725,20170731,118,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",25,104,68,"kill_0.75","[50,70)",0,"EPI.lo",2,NA,NA,NA,8
"072517Abl_AX.Ablated.Pdgfra.het","AX","072517Abl_AX2",20170725,20170731,105,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",25,104,68,"kill_0.75","[50,70)",0,"EPI.lo",0,NA,NA,NA,0
"072517Abl_AX.Ablated.Pdgfra.het","AX","072517Abl_AX3",20170725,20170731,104,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",32,104,68,"kill_0.75","[50,70)",0,"EPI.lo",0,NA,NA,NA,0
"072517Abl_AX.Ablated.Pdgfra.het","AX","072517Abl_AX4",20170725,20170731,100,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",21,104,68,"kill_0.75","[50,70)",0,"EPI.lo",0,NA,NA,NA,0
"072517Abl_AX.Ablated.Pdgfra.het","AX","072517Abl_AX5",20170725,20170731,101,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",21,104,68,"kill_0.75","[50,70)",0,"EPI.lo",0,NA,NA,NA,0
"072517Abl_AX.Control.Pdgfra.het","AX","072517Abl_AX6",20170725,20170731,125,"ICM","Control","none","24h","CD1/mixed","Pdgfra","het","R26","wt",39,125,68,"zero","[50,70)",0,"EPI.lo",2,NA,NA,NA,5.12820512820513
"072517Abl_AX.Control.Pdgfra.het","AX","072517Abl_AX7",20170725,20170731,115,"ICM","Control","none","24h","CD1/mixed","Pdgfra","het","R26","wt",35,125,68,"zero","[50,70)",0,"EPI.lo",3,NA,NA,NA,8.57142857142857
"072517Abl_AX.Littermate.Pdgfra.wt","AX","072517Abl_AX10",20170725,20170731,68,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",23,68,68,"zero","[50,70)",68,"EPI.lo",0,NA,NA,NA,0
"072517Abl_AX.Littermate.Pdgfra.wt","AX","072517Abl_AX11",20170725,20170731,64,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",27,68,68,"zero","[50,70)",64,"EPI.lo",0,NA,NA,NA,0
"072517Abl_AX.Littermate.Pdgfra.wt","AX","072517Abl_AX12",20170725,20170731,86,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",26,68,68,"zero","[50,70)",86,"EPI.lo",0,NA,NA,NA,0
"072517Abl_AX.Littermate.Pdgfra.wt","AX","072517Abl_AX8",20170725,20170731,80,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",21,68,68,"zero","[50,70)",80,"EPI.lo",0,NA,NA,NA,0
"072517Abl_AX.Littermate.Pdgfra.wt","AX","072517Abl_AX9",20170725,20170731,68,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",18,68,68,"zero","[50,70)",68,"EPI.lo",0,NA,NA,NA,0
"072518Abl_DR.Ablated.Pdgfra.het","DR","072518Abl_DR1",20180725,20180730,65,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","mKate/+",6,75,91,"kill_0.75","[90,110)",82,"EPI.lo",0,NA,NA,NA,0
"072518Abl_DR.Ablated.Pdgfra.het","DR","072518Abl_DR2",20180725,20180730,92,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","mKate/+",27,75,91,"kill_0.75","[90,110)",85,"EPI.lo",1,NA,NA,NA,3.7037037037037
"072518Abl_DR.Ablated.Pdgfra.het","DR","072518Abl_DR3",20180725,20180730,67,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","mKate/+",19,75,91,"kill_all","[90,110)",84,"EPI.lo",0,NA,NA,NA,0
"072518Abl_DR.Ablated.Pdgfra.het","DR","072518Abl_DR4",20180725,20180730,75,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","mKate/+",10,75,91,"kill_all","[90,110)",0,"EPI.lo",0,NA,NA,NA,0
"072518Abl_DR.Ablated.Pdgfra.het","DR","072518Abl_DR5",20180725,20180730,90,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","mKate/+",21,75,91,"kill_all","[90,110)",73,"EPI.lo",1,NA,NA,NA,4.76190476190476
"072518Abl_DR.Control.Pdgfra.het","DR","072518Abl_DR6",20180725,20180730,106,"ICM","Control","none","24h","CD1/mixed","Pdgfra","het","R26","mKate/+",41,106,91,"zero","[90,110)",96,"EPI.lo",0,NA,NA,NA,0
"072518Abl_DR.Control.Pdgfra.het","DR","072518Abl_DR7",20180725,20180730,101,"ICM","Control","none","24h","CD1/mixed","Pdgfra","het","R26","mKate/+",30,106,91,"zero","[90,110)",105,"EPI.lo",1,NA,NA,NA,3.33333333333333
"072518Abl_DR.Littermate.Pdgfra.wt","DR","072518Abl_DR10",20180725,20180730,71,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","mKate/+",26,91,91,"zero","[90,110)",71,"EPI.lo",3,NA,NA,NA,11.5384615384615
"072518Abl_DR.Littermate.Pdgfra.wt","DR","072518Abl_DR11",20180725,20180730,91,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","mKate/+",31,91,91,"zero","[90,110)",91,"EPI.lo",0,NA,NA,NA,0
"072518Abl_DR.Littermate.Pdgfra.wt","DR","072518Abl_DR8",20180725,20180730,94,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","mKate/+",35,91,91,"zero","[90,110)",94,"EPI.lo",2,NA,NA,NA,5.71428571428571
"072518Abl_DR.Littermate.Pdgfra.wt","DR","072518Abl_DR9",20180725,20180730,91,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","mKate/+",27,91,91,"zero","[90,110)",91,"EPI.lo",1,NA,NA,NA,3.7037037037037
"072518Abl_DS.Ablated.Pdgfra.het","DS","072518Abl_DS1",20180725,20180730,97,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","mKate/+",13,97,99,"kill_all","[90,110)",104,"EPI.lo",0,NA,NA,NA,0
"072518Abl_DS.Ablated.Pdgfra.het","DS","072518Abl_DS2",20180725,20180730,81,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","mKate/+",9,97,99,"kill_0.75","[90,110)",91,"EPI.lo",0,NA,NA,NA,0
"072518Abl_DS.Control.Pdgfra.het","DS","072518Abl_DS3",20180725,20180730,125,"ICM","Control","none","24h","CD1/mixed","Pdgfra","het","R26","mKate/+",37,125,99,"zero","[90,110)",110,"EPI.lo",0,NA,NA,NA,0
"072518Abl_DS.Littermate.Pdgfra.wt","DS","072518Abl_DS4",20180725,20180730,88,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","mKate/+",29,94,99,"zero","[90,110)",88,"EPI.lo",4,NA,NA,NA,13.7931034482759
"072518Abl_DS.Littermate.Pdgfra.wt","DS","072518Abl_DS5",20180725,20180730,99,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","mKate/+",30,94,99,"zero","[90,110)",99,"EPI.lo",0,NA,NA,NA,0
"072518Abl_DS.Littermate.Pdgfra.wt","DS","072518Abl_DS6",20180725,20180730,94,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","mKate/+",28,94,99,"zero","[90,110)",94,"EPI.lo",4,NA,NA,NA,14.2857142857143
