Embryo_ID,Cell_ID,Identity,Cell_cycle,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg,CH5.Sum, ,
041218Xim_WT_BH7,75,ICM,I,16151,111.14,299.97,70.213,502.78,8.12E+06,82.97,1.34E+06,21.854,3.53E+05,593.15,9.58E+06,26.041,4.21E+05,,
041218Xim_WT_BH7,76,TE,I,10185,225.83,210.17,72.216,402.9,4.10E+06,22.116,2.25E+05,68.118,6.94E+05,478.48,4.87E+06,22.15,2.26E+05,,
041218Xim_WT_BH7,77,TE,I,11521,302.23,202.68,73.107,311.46,3.59E+06,19.674,2.27E+05,82.286,9.48E+05,507.4,5.85E+06,22.523,2.59E+05,,
041218Xim_WT_BH7,78,ICM,I,2507,187.33,216.82,73.433,419.97,1.05E+06,20.097,50383,116.16,2.91E+05,584.71,1.47E+06,101,2.53E+05,,
041218Xim_WT_BH7,79,ICM,I,7080,159.99,275.02,75.464,409.1,2.90E+06,25.351,1.79E+05,70.203,4.97E+05,677.26,4.80E+06,54.304,3.84E+05,,
041218Xim_WT_BH7,80,TE,I,17187,180.88,340.65,79.781,365.24,6.28E+06,19.523,3.36E+05,35.004,6.02E+05,663.11,1.14E+07,22.289,3.83E+05,,
041218Xim_WT_BH7,81,TE,I,20220,173.52,256.14,86.711,276.27,5.59E+06,19.859,4.02E+05,37.438,7.57E+05,651.28,1.32E+07,28.694,5.80E+05,,
041218Xim_WT_BH7,82,TE,I,32839,303.92,353.78,85.249,234.09,7.69E+06,15.909,5.22E+05,57.309,1.88E+06,666.82,2.19E+07,19.871,6.53E+05,,
041218Xim_WT_BH7,83,TE,I,15438,285.06,211.05,87.883,255.5,3.94E+06,17.009,2.63E+05,54.7,8.44E+05,517.28,7.99E+06,20.188,3.12E+05,,
041218Xim_WT_BH7,84,TE,I,16881,330.31,256.99,86.609,183.89,3.10E+06,16.298,2.75E+05,51.973,8.77E+05,585.03,9.88E+06,19.474,3.29E+05,,
041218Xim_WT_BH7,86,TE,I,14411,217.35,251.81,91.487,254.37,3.67E+06,15.729,2.27E+05,43.37,6.25E+05,687.92,9.91E+06,20.081,2.89E+05,,
041218Xim_WT_BH7,87,TE,I,13792,216.17,313.84,91.398,294.15,4.06E+06,16.062,2.22E+05,65.943,9.09E+05,645.57,8.90E+06,19.806,2.73E+05,,
041218Xim_WT_BH7,88,TE,I,13125,269.96,261.21,92.14,193.95,2.55E+06,14.388,1.89E+05,45.638,5.99E+05,682.22,8.95E+06,18.124,2.38E+05,,
