Embryo_ID,Cell_ID,Identity,Cell_cycle,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg,CH5.Sum, ,
041218Xim_WT_BH10,13,TE,I,8213,201.43,150.99,19.286,2129.6,1.75E+07,69.608,5.72E+05,332.27,2.73E+06,642.64,5.28E+06,152.44,1.25E+06,,
041218Xim_WT_BH10,14,TE,I,7840,168.09,300.51,19.593,2878.4,2.26E+07,66.17,5.19E+05,266.87,2.09E+06,568.39,4.46E+06,46.486,3.64E+05,,
041218Xim_WT_BH10,15,TE,I,9129,308.38,379.61,19.861,3386,3.09E+07,96.972,8.85E+05,224.78,2.05E+06,591.85,5.40E+06,46.173,4.22E+05,,
041218Xim_WT_BH10,16,TE,I,4613,155.87,166.16,23.034,2830.6,1.31E+07,60.436,2.79E+05,251.22,1.16E+06,509.47,2.35E+06,44.576,2.06E+05,,
041218Xim_WT_BH10,17,TE,I,5467,407.67,305.44,23.816,3176.6,1.74E+07,59.881,3.27E+05,347.22,1.90E+06,579.65,3.17E+06,40.87,2.23E+05,,
041218Xim_WT_BH10,18,TE,I,6402,411.48,242.88,25.561,2554.4,1.64E+07,57.459,3.68E+05,207.6,1.33E+06,579.66,3.71E+06,44.58,2.85E+05,,
041218Xim_WT_BH10,19,TE,I,10245,199.69,357.2,27.425,2893.9,2.96E+07,48.82,5.00E+05,171.8,1.76E+06,615.32,6.30E+06,39.319,4.03E+05,,
041218Xim_WT_BH10,20,TE,I,5847,350.72,138.99,27.565,2651.8,1.55E+07,57.186,3.34E+05,282.58,1.65E+06,575.36,3.36E+06,45.525,2.66E+05,,
041218Xim_WT_BH10,21,TE,I,6447,355.83,381.6,29.738,2436.8,1.57E+07,75.445,4.86E+05,242.58,1.56E+06,666.55,4.30E+06,42.163,2.72E+05,,
041218Xim_WT_BH10,22,TE,I,4302,123.28,246.68,30.067,2777.8,1.20E+07,52.262,2.25E+05,122.61,5.27E+05,649.15,2.79E+06,55.631,2.39E+05,,
041218Xim_WT_BH10,23,TE,I,5992,122.98,193.16,32.206,2117.7,1.27E+07,51.539,3.09E+05,116.42,6.98E+05,686.27,4.11E+06,54.255,3.25E+05,,
041218Xim_WT_BH10,25,TE,I,7404,306.51,111.74,33.891,2057,1.52E+07,48.221,3.57E+05,226.67,1.68E+06,598.89,4.43E+06,38.333,2.84E+05,,
041218Xim_WT_BH10,26,ICM,I,7150,141.1,227.74,34.287,1766.5,1.26E+07,43.431,3.11E+05,244.4,1.75E+06,638.84,4.57E+06,57.4,4.10E+05,,
041218Xim_WT_BH10,27,TE,I,5475,168.4,124.74,35.131,2042.2,1.12E+07,46.113,2.52E+05,181.07,9.91E+05,526.48,2.88E+06,38.639,2.12E+05,,
041218Xim_WT_BH10,28,TE,I,9758,230.67,104.45,37.044,1788.4,1.75E+07,44.487,4.34E+05,194.5,1.90E+06,585.62,5.71E+06,161.83,1.58E+06,,
041218Xim_WT_BH10,29,TE,I,10088,123.58,301.39,36.965,2399.9,2.42E+07,50.991,5.14E+05,195.12,1.97E+06,554.41,5.59E+06,38.638,3.90E+05,,
041218Xim_WT_BH10,30,TE,I,9293,284.09,402.04,39.19,2364.4,2.20E+07,41.525,3.86E+05,101.41,9.42E+05,625.25,5.81E+06,33.512,3.11E+05,,
041218Xim_WT_BH10,31,TE,I,9698,431.06,267.7,41.487,1339.7,1.30E+07,36.926,3.58E+05,158.38,1.54E+06,620.49,6.02E+06,32.953,3.20E+05,,
041218Xim_WT_BH10,33,TE,I,6776,232.44,408.2,42.16,2296.8,1.56E+07,44.417,3.01E+05,273.87,1.86E+06,575.86,3.90E+06,36.753,2.49E+05,,
041218Xim_WT_BH10,34,TE,I,8463,119.2,157.05,44.214,1538.3,1.30E+07,36.374,3.08E+05,239.7,2.03E+06,732.97,6.20E+06,55.361,4.69E+05,,
041218Xim_WT_BH10,35,TE,I,10382,413.19,331.67,44.89,1282.7,1.33E+07,37.496,3.89E+05,143.83,1.49E+06,529.61,5.50E+06,31.663,3.29E+05,,
041218Xim_WT_BH10,36,TE,I,4544,176.31,380.96,42.522,2537,1.15E+07,39.369,1.79E+05,239.59,1.09E+06,592.14,2.69E+06,35.223,1.60E+05,,
041218Xim_WT_BH10,37,ICM,I,4253,90.296,239.51,41.073,2201,9.36E+06,51.009,2.17E+05,310.24,1.32E+06,579.15,2.46E+06,49.844,2.12E+05,,
041218Xim_WT_BH10,38,ICM,I,9831,135.54,244.55,43.854,1584.7,1.56E+07,48.913,4.81E+05,240.72,2.37E+06,581.23,5.71E+06,163.74,1.61E+06,,
041218Xim_WT_BH10,39,TE,I,5938,138.53,339.14,45.432,1705.7,1.01E+07,38.533,2.29E+05,253.18,1.50E+06,533.45,3.17E+06,34.048,2.02E+05,,
041218Xim_WT_BH10,40,TE,I,8453,388.75,145.72,46.997,1089.8,9.21E+06,60.351,5.10E+05,139.11,1.18E+06,560.66,4.74E+06,29.825,2.52E+05,,
041218Xim_WT_BH10,41,ESC,I,5267,117.82,223.37,45.141,2347.9,1.24E+07,98.816,5.20E+05,125.74,6.62E+05,633.96,3.34E+06,2556.7,1.35E+07,,
041218Xim_WT_BH10,42,TE,I,12251,420.58,201.99,47.912,595.09,7.29E+06,30.11,3.69E+05,96.884,1.19E+06,601.7,7.37E+06,28.91,3.54E+05,,
041218Xim_WT_BH10,43,TE,I,10498,78.383,256.09,47.849,2376,2.49E+07,91.489,9.60E+05,185.16,1.94E+06,630.65,6.62E+06,39.398,4.14E+05,,
041218Xim_WT_BH10,44,ICM,I,7822,122.62,199.41,46.47,1405.5,1.10E+07,39.317,3.08E+05,250.97,1.96E+06,593.74,4.64E+06,96.917,7.58E+05,,
041218Xim_WT_BH10,46,TE,I,6809,294.11,83.93,52.409,1340.7,9.13E+06,34.77,2.37E+05,115.41,7.86E+05,586.61,3.99E+06,31.38,2.14E+05,,
041218Xim_WT_BH10,47,TE,I,12696,163.71,106.65,53.136,1036.9,1.32E+07,33.869,4.30E+05,143.51,1.82E+06,553.8,7.03E+06,31.642,4.02E+05,,
041218Xim_WT_BH10,48,ICM,I,7251,109.51,289.57,50.916,1180.7,8.56E+06,242.02,1.75E+06,39.579,2.87E+05,652.6,4.73E+06,32.43,2.35E+05,,
041218Xim_WT_BH10,49,TE,I,14626,352.82,376.83,50.002,690.09,1.01E+07,27.278,3.99E+05,31.761,4.65E+05,538.9,7.88E+06,73.094,1.07E+06,,
041218Xim_WT_BH10,50,TE,I,7884,345.29,112.48,57.214,804.49,6.34E+06,28.621,2.26E+05,136.8,1.08E+06,562.68,4.44E+06,28.063,2.21E+05,,
041218Xim_WT_BH10,52,ICM,I,2696,73.354,224.76,54.856,1509.7,4.07E+06,298.56,8.05E+05,38.834,1.05E+05,528.26,1.42E+06,36.014,97093,,
041218Xim_WT_BH10,53,ICM,I,4817,80.468,258.4,57.36,1622.3,7.81E+06,261.22,1.26E+06,52.907,2.55E+05,547.77,2.64E+06,35.722,1.72E+05,,
041218Xim_WT_BH10,54,ICM,I,7074,122.97,271.47,57.92,877.58,6.21E+06,44.615,3.16E+05,194.51,1.38E+06,532.72,3.77E+06,45.457,3.22E+05,,
041218Xim_WT_BH10,55,TE,I,7939,172.86,395.28,59.95,1171.6,9.30E+06,29.146,2.31E+05,143.24,1.14E+06,485.62,3.86E+06,27.537,2.19E+05,,
041218Xim_WT_BH10,56,ICM,I,1677,140.48,233.47,55.414,1188.8,1.99E+06,39.173,65693,272.34,4.57E+05,567.26,9.51E+05,290.05,4.86E+05,,
041218Xim_WT_BH10,57,TE,I,8007,125.99,329.65,62.228,739.16,5.92E+06,26.313,2.11E+05,119.59,9.58E+05,507.44,4.06E+06,27.094,2.17E+05,,
041218Xim_WT_BH10,58,TE,I,12483,395.11,165.61,65.492,392.99,4.91E+06,43.165,5.39E+05,101.87,1.27E+06,561.64,7.01E+06,23.94,2.99E+05,,
041218Xim_WT_BH10,60,TE,I,11664,425.05,280.3,62.521,425.1,4.96E+06,26.678,3.11E+05,64.068,7.47E+05,521.82,6.09E+06,25.573,2.98E+05,,
041218Xim_WT_BH10,61,TE,I,9175,379.43,348.11,66.244,507.82,4.66E+06,24.277,2.23E+05,92.292,8.47E+05,600.14,5.51E+06,24.829,2.28E+05,,
041218Xim_WT_BH10,62,TE,I,11354,77.235,198.05,69.015,1082.8,1.23E+07,67.753,7.69E+05,128.77,1.46E+06,602.48,6.84E+06,49.636,5.64E+05,,
041218Xim_WT_BH10,62.2,ICM,I,11354,94,211,62,881.972,,270.98,,38.107,,590.49,,124.418,,,
041218Xim_WT_BH10,63,ESC,I,8338,106.16,187.42,69.134,1066.5,8.89E+06,148.18,1.24E+06,66.918,5.58E+05,557.74,4.65E+06,2645.8,2.21E+07,,
041218Xim_WT_BH10,64,ICM,I,8568,97.637,283.36,67.123,859.25,7.36E+06,252.97,2.17E+06,35.588,3.05E+05,637.05,5.46E+06,39.032,3.34E+05,,
041218Xim_WT_BH10,65,ESC,I,9974,122.57,162.68,69.326,855.07,8.53E+06,135.26,1.35E+06,63.934,6.38E+05,527.67,5.26E+06,2015.6,2.01E+07,,
041218Xim_WT_BH10,66,ESC,I,2877,120.25,245.15,68.144,846.21,2.43E+06,41.859,1.20E+05,90.539,2.60E+05,536.11,1.54E+06,2467.1,7.10E+06,,
041218Xim_WT_BH10,67,ICM,I,11108,79.864,247.38,69.101,882.54,9.80E+06,173.6,1.93E+06,27.384,3.04E+05,540.12,6.00E+06,47.126,5.23E+05,,
041218Xim_WT_BH10,68,TE,I,15280,218.55,95.103,73.538,557.45,8.52E+06,22.142,3.38E+05,83.861,1.28E+06,536.06,8.19E+06,24.458,3.74E+05,,
041218Xim_WT_BH10,69,TE,I,16359,277.85,389.05,70.16,389.29,6.37E+06,18.624,3.05E+05,20.25,3.31E+05,594.62,9.73E+06,43.16,7.06E+05,,
041218Xim_WT_BH10,70,TE,I,5898,126.97,139.57,70.944,660.23,3.89E+06,28.238,1.67E+05,120.48,7.11E+05,508.39,3.00E+06,123.57,7.29E+05,,
041218Xim_WT_BH10,71,TE,I,11793,414.08,242.52,75.349,304.28,3.59E+06,18.618,2.20E+05,49.812,5.87E+05,617.38,7.28E+06,23.011,2.71E+05,,
041218Xim_WT_BH10,72,TE,I,14950,99.349,284.42,77.364,648.98,9.70E+06,96.548,1.44E+06,48.561,7.26E+05,566.21,8.46E+06,45.001,6.73E+05,,
041218Xim_WT_BH10,74,TE,I,9932,340.17,362.31,77.295,378.54,3.76E+06,20.313,2.02E+05,61.465,6.10E+05,583.02,5.79E+06,23.488,2.33E+05,,
041218Xim_WT_BH10,75,TE,I,14363,196.43,394.36,79.292,332.4,4.77E+06,18.669,2.68E+05,59.248,8.51E+05,555.8,7.98E+06,22.535,3.24E+05,,
041218Xim_WT_BH10,76,TE,I,12528,292.77,121.62,83.624,315.71,3.96E+06,17.209,2.16E+05,16.403,2.05E+05,690.95,8.66E+06,25.323,3.17E+05,,
041218Xim_WT_BH10,77,ICM,I,7898,94.529,238.73,83.425,468.59,3.70E+06,135.35,1.07E+06,24.108,1.90E+05,550.58,4.35E+06,87.723,6.93E+05,,
041218Xim_WT_BH10,77.2,ICM,I,7898,107,203,82,466.796,,100.944,,38.02,,554.297,,262.212,,,
041218Xim_WT_BH10,78,ICM,I,34623,136,217,65,878.186,,33.4,,229.178,,533.048,,166.336,,,
041218Xim_WT_BH10,78.2,ICM,I,34623,133,251,85,462.595,,27.718,,136.342,,477.213,,113.26,,,
041218Xim_WT_BH10,79,TE,I,16023,352.03,168.43,86.929,440.54,7.06E+06,17.605,2.82E+05,74.338,1.19E+06,679.96,1.09E+07,21.644,3.47E+05,,
041218Xim_WT_BH10,80,ICM,I,5192,134.05,180.1,81.914,502.92,2.61E+06,44.09,2.29E+05,123.87,6.43E+05,519.43,2.70E+06,247.63,1.29E+06,,
041218Xim_WT_BH10,81,ICM,I,14986,154.38,213.56,90.976,333.08,4.99E+06,22.159,3.32E+05,111.93,1.68E+06,490.59,7.35E+06,46.568,6.98E+05,,
041218Xim_WT_BH10,82,TE,I,21587,370.2,301.67,92.099,201.63,4.35E+06,16.338,3.53E+05,52.461,1.13E+06,707.66,1.53E+07,20.571,4.44E+05,,
041218Xim_WT_BH10,83,TE,I,9523,135.53,167.33,90.069,317.64,3.02E+06,27.422,2.61E+05,69.566,6.62E+05,494.66,4.71E+06,103.04,9.81E+05,,
041218Xim_WT_BH10,84,TE,I,15231,356.89,202.77,94.856,426.35,6.49E+06,17.017,2.59E+05,66.866,1.02E+06,683.24,1.04E+07,20.931,3.19E+05,,
041218Xim_WT_BH10,85,TE,I,15325,149.21,291.02,94.782,156.29,2.40E+06,17.915,2.75E+05,35.707,5.47E+05,516.33,7.91E+06,25.74,3.94E+05,,
041218Xim_WT_BH10,86,TE,I,18438,200.1,345.48,94.733,189.14,3.49E+06,16.155,2.98E+05,43.972,8.11E+05,651.75,1.20E+07,19.85,3.66E+05,,
041218Xim_WT_BH10,87,TE,I,16140,281.51,348.49,95.298,245.12,3.96E+06,16.582,2.68E+05,56.073,9.05E+05,673.96,1.09E+07,21.213,3.42E+05,,
041218Xim_WT_BH10,88,TE,I,21802,238.07,161.93,102.43,243.31,5.30E+06,14.957,3.26E+05,28.421,6.20E+05,672.09,1.47E+07,19.53,4.26E+05,,
041218Xim_WT_BH10,89,TE,I,17885,229.14,280.07,104.57,196.06,3.51E+06,14.565,2.61E+05,44.773,8.01E+05,673,1.20E+07,19.534,3.49E+05,,
041218Xim_WT_BH10,90,TE,I,12765,219.49,202.94,104.67,216.76,2.77E+06,18.637,2.38E+05,58.214,7.43E+05,638.59,8.15E+06,24.286,3.10E+05,,
041218Xim_WT_BH10,91,TE,I,16734,295.45,239.63,105.94,240.68,4.03E+06,15.517,2.60E+05,47.311,7.92E+05,660.16,1.10E+07,19.942,3.34E+05,,
