
Time
 ==================== 
Time,Unit,Category,Time,NS-labs,TrackID,ID,
719.98,min,Spot,49,DP;d1,1000000005,367,
719.98,min,Spot,49,DP;d2,1000000001,368,
734.98,min,Spot,50,DP;d2,1000000002,369,
734.98,min,Spot,50,Apoptosis;DP;d1,1000000005,370,
734.98,min,Spot,50,DP;d2,1000000001,371,
749.98,min,Spot,51,DP;d2,1000000002,372,
749.98,min,Spot,51,DP;d2,1000000001,373,
764.98,min,Spot,52,DP;d2,1000000002,374,
764.98,min,Spot,52,DP;d2,1000000001,375,
779.979,min,Spot,53,DP;d2,1000000002,376,
779.979,min,Spot,53,DP;d2,1000000001,377,
794.979,min,Spot,54,DP;d2,1000000002,378,
794.979,min,Spot,54,DP;d2,1000000001,379,
809.979,min,Spot,55,DP;d2,1000000002,380,
809.979,min,Spot,55,DP;d2,1000000001,381,
824.979,min,Spot,56,DP;d2,1000000002,382,
824.979,min,Spot,56,DP;d2,1000000001,383,
839.979,min,Spot,57,DP;d2,1000000002,384,
839.979,min,Spot,57,DP;d2,1000000001,385,
854.979,min,Spot,58,Apoptosis;DP;d2,1000000002,386,
854.979,min,Spot,58,DP;d2,1000000001,387,
869.978,min,Spot,59,DP;d2,1000000001,388,
884.978,min,Spot,60,DP;d2,1000000001,389,
899.978,min,Spot,61,DP;d2,1000000001,390,
914.978,min,Spot,62,DP;d2,1000000001,391,
929.978,min,Spot,63,DP;d2,1000000001,392,
944.977,min,Spot,64,DP;d2,1000000001,393,
959.977,min,Spot,65,DP;d2,1000000001,394,
974.977,min,Spot,66,DP;d2,1000000001,395,
989.977,min,Spot,67,DP;d2,1000000001,396,
1004.98,min,Spot,68,DP;d2,1000000001,397,
119.988,min,Spot,9,DP,1000000003,398,
134.988,min,Spot,10,DP,1000000003,399,
149.987,min,Spot,11,DP,1000000003,400,
164.987,min,Spot,12,DP,1000000003,401,
179.987,min,Spot,13,DP,1000000003,402,
194.987,min,Spot,14,DP,1000000003,403,
209.987,min,Spot,15,DP,1000000003,404,
224.986,min,Spot,16,DP,1000000003,405,
239.986,min,Spot,17,DP,1000000003,406,
254.986,min,Spot,18,DP;Mito,1000000003,407,
269.986,min,Spot,19,DP;d1,1000000003,408,
284.986,min,Spot,20,DP;d1,1000000003,409,
299.986,min,Spot,21,DP;d1,1000000003,410,
314.986,min,Spot,22,DP;d1,1000000003,411,
329.985,min,Spot,23,DP;d1,1000000003,412,
344.985,min,Spot,24,DP;d1,1000000003,413,
359.985,min,Spot,25,DP;d1,1000000003,414,
374.985,min,Spot,26,DP;d1,1000000003,415,
389.984,min,Spot,27,DP;d1,1000000003,416,
404.984,min,Spot,28,DP;d1,1000000003,417,
419.984,min,Spot,29,DP;d1,1000000003,418,
434.984,min,Spot,30,DP;d1,1000000003,419,
