Exp_date,Img_date,Experiment,Litter,Embryo_ID,Gene1,Genotype1,Gene2,Genotype2,Gene3,Genotype3,Background,Treatment,target,target_t0,target_killed,Tt_stage,Cellcount_t0,Recovery,Cell_diff,Experimenter,MINS_correct
20171219,20171222,121917Abl_CE,CE,121917Abl_CE6,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,17,0,tbd,,24h,zero,NS,SR
20171219,20171222,121917Abl_CE,CE,121917Abl_CE7,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20171219,20171222,121917Abl_CE,CE,121917Abl_CE8,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20171219,20171222,121917Abl_CE,CE,121917Abl_CE9,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20171219,20171222,121917Abl_CE,CE,121917Abl_CE10,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20171226,20180104,122617Abl_CF,CF,122617Abl_CF1,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Test,PRE,NA,0,tbd,,24h,kill_many,NS,SR
20171226,20180104,122617Abl_CF,CF,122617Abl_CF2,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,12,9,tbd,,24h,kill_0.75,NS,SR
20171226,20180104,122617Abl_CF,CF,122617Abl_CF3,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,10,5,tbd,,24h,kill_0.5,NS,SR
20171226,20180104,122617Abl_CF,CF,122617Abl_CF4,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,8,6,tbd,,24h,kill_0.75,NS,SR
20171226,20180104,122617Abl_CF,CF,122617Abl_CF5,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,15,7,tbd,,24h,kill_0.5,NS,SR
20171226,20180104,122617Abl_CF,CF,122617Abl_CF6,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,12,0,tbd,,24h,zero,NS,SR
20171226,20180104,122617Abl_CF,CF,122617Abl_CF7,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20171226,20180104,122617Abl_CF,CF,122617Abl_CF8,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20171226,20180104,122617Abl_CF,CF,122617Abl_CF9,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20171226,20180104,122617Abl_CF,CF,122617Abl_CF10,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20171226,20180104,122617Abl_CG,CG,122617Abl_CG1,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,16,4,tbd,,24h,kill_0.25,NS,tbd
20171226,20180104,122617Abl_CG,CG,122617Abl_CG2,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,12,3,tbd,,24h,kill_0.25,NS,tbd
20171226,20180104,122617Abl_CG,CG,122617Abl_CG3,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,13,3,tbd,,24h,kill_0.25,NS,tbd
20171226,20180104,122617Abl_CG,CG,122617Abl_CG4,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,18,0,tbd,,24h,zero,NS,tbd
20171226,20180104,122617Abl_CG,CG,122617Abl_CG5,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,19,0,tbd,,24h,zero,NS,tbd
20171226,20180104,122617Abl_CG,CG,122617Abl_CG6,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20171226,20180104,122617Abl_CG,CG,122617Abl_CG7,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20171226,20180104,122617Abl_CG,CG,122617Abl_CG8,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20171226,20180104,122617Abl_CG,CG,122617Abl_CG9,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20171226,20180104,122617Abl_CG,CG,122617Abl_CG10,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20171226,20180104,122617Abl_CH,CH,122617Abl_CH1,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,8,4,tbd,,24h,kill_0.5,NS,tbd
20171226,20180104,122617Abl_CH,CH,122617Abl_CH2,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,7,4,tbd,,24h,kill_0.5,NS,tbd
20171226,20180104,122617Abl_CH,CH,122617Abl_CH3,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,10,10,tbd,,24h,kill_all,NS,tbd
20171226,20180104,122617Abl_CH,CH,122617Abl_CH4,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,10,10,tbd,,24h,kill_all,NS,tbd
20171226,20180104,122617Abl_CH,CH,122617Abl_CH5,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,12,0,tbd,,24h,zero,NS,tbd
20171226,20180104,122617Abl_CH,CH,122617Abl_CH6,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,10,0,tbd,,24h,zero,NS,tbd
20171226,20180104,122617Abl_CH,CH,122617Abl_CH7,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20171226,20180104,122617Abl_CH,CH,122617Abl_CH8,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20171226,20180104,122617Abl_CH,CH,122617Abl_CH9,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20171226,20180104,122617Abl_CH,CH,122617Abl_CH10,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20171226,20180104,122617Abl_CH,CH,122617Abl_CH11,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20171226,20180104,122617Abl_CH,CH,122617Abl_CH12,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20180117,,011718Abl_CI,CI,011718Abl_CI1,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,8,4,tbd,,24h,kill_0.5,NS,tbd
20180117,,011718Abl_CI,CI,011718Abl_CI2,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,10,5,tbd,,24h,kill_0.5,NS,tbd
20180117,,011718Abl_CI,CI,011718Abl_CI3,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20180117,,011718Abl_CI,CI,011718Abl_CI4,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20180117,,011718Abl_CI,CI,011718Abl_CI5,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20180117,,011718Abl_CI,CI,011718Abl_CI6,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20180123,20180130,012318Abl_CJ,CJ,012318Abl_CJ1,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Test,PRE,7,NA,tbd,,24h,NA,NS,tbd
20180123,20180130,012318Abl_CJ,CJ,012318Abl_CJ2,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,9,5,tbd,,24h,kill_0.5,NS,tbd
20180123,20180130,012318Abl_CJ,CJ,012318Abl_CJ3,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,9,0,tbd,,24h,zero,NS,tbd
20180123,20180130,012318Abl_CJ,CJ,012318Abl_CJ4,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,5,0,tbd,,24h,zero,NS,tbd
20180123,20180130,012318Abl_CJ,CJ,012318Abl_CJ5,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,5,4,tbd,,24h,kill_0.75,NS,tbd
20180123,20180130,012318Abl_CJ,CJ,012318Abl_CJ6,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20180123,20180130,012318Abl_CJ,CJ,012318Abl_CJ7,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20180130,,013018Abl_CK,CK,013018Abl_CK1,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Test,PRE,15,NA,tbd,,24h,NA,NS,SR
20180130,20180202,013018Abl_CK,CK,013018Abl_CK2,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,11,7,tbd,,24h,kill_0.75,NS,SR
20180130,20180202,013018Abl_CK,CK,013018Abl_CK3,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,12,5,tbd,,24h,kill_0.5,NS,SR
20180130,20180202,013018Abl_CK,CK,013018Abl_CK4,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,13,8,tbd,,24h,kill_0.75,NS,SR
20180130,20180202,013018Abl_CK,CK,013018Abl_CK5,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,6,3,tbd,,24h,kill_0.5,NS,SR
20180130,20180202,013018Abl_CK,CK,013018Abl_CK6,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,11,8,tbd,,24h,kill_0.75,NS,SR
20180130,20180202,013018Abl_CK,CK,013018Abl_CK7,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,9,0,tbd,,24h,zero,NS,SR
20180130,20180202,013018Abl_CK,CK,013018Abl_CK8,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,10,0,tbd,,24h,zero,NS,SR
20180130,20180202,013018Abl_CK,CK,013018Abl_CK9,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20180130,20180202,013018Abl_CK,CK,013018Abl_CK10,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20180130,20180202,013018Abl_CK,CK,013018Abl_CK11,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20180130,20180202,013018Abl_CK,CK,013018Abl_CK12,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20180131,20180202,013118Abl_CLa,CL,013118Abl_CL1,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Test,PRE,6,NA,tbd,,24h,NA,NS,SR
20180131,20180202,013118Abl_CLa,CL,013118Abl_CL2,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,4,2,tbd,,24h,kill_0.5,NS,SR
20180131,20180202,013118Abl_CLa,CL,013118Abl_CL3,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,8,4,tbd,,24h,kill_0.5,NS,SR
20180131,20180202,013118Abl_CLa,CL,013118Abl_CL4,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,8,0,tbd,,24h,zero,NS,SR
20180131,20180202,013118Abl_CLa,CL,013118Abl_CL5,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,4,4,tbd,,24h,kill_all,NS,SR
20180131,20180202,013118Abl_CLa,CL,013118Abl_CL6,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20180131,20180202,013118Abl_CLa,CL,013118Abl_CL7,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20180131,20180202,013118Abl_CLa,CL,013118Abl_CL8,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20180131,20180202,013118Abl_CLa,CL,013118Abl_CL9,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20180131,20180202,013118Abl_CLb,CL,013118Abl_CL10,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20180131,20180202,013118Abl_CLb,CL,013118Abl_CL11,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20180131,20180202,013118Abl_CLb,CL,013118Abl_CL12,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20180131,20180202,013118Abl_CLb,CL,013118Abl_CL13,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20180131,20180202,013118Abl_CLb,CL,013118Abl_CL14,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20180131,20180207,013118Abl_CMa,CM,013118Abl_CM1,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,6,3,tbd,,24h,kill_0.5,NS,SR
20180131,20180207,013118Abl_CMa,CM,013118Abl_CM2,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,10,5,tbd,,24h,kill_0.5,NS,SR
20180131,20180207,013118Abl_CMa,CM,013118Abl_CM3,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,6,3,tbd,,24h,kill_0.5,NS,SR
20180131,20180207,013118Abl_CMa,CM,013118Abl_CM4,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,11,0,tbd,,24h,zero,NS,SR
20180131,20180207,013118Abl_CMa,CM,013118Abl_CM5,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20180131,20180207,013118Abl_CMa,CM,013118Abl_CM6,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20180131,20180207,013118Abl_CMa,CM,013118Abl_CM7,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20180131,20180207,013118Abl_CMa,CM,013118Abl_CM8,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20180131,20180207,013118Abl_CMb,CM,013118Abl_CM9,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20180131,20180207,013118Abl_CMb,CM,013118Abl_CM10,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20180131,20180207,013118Abl_CMb,CM,013118Abl_CM11,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20180131,20180207,013118Abl_CNa,CN,013118Abl_CN1,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,14,5,tbd,,24h,kill_0.25,NS,SR
20180131,,013118Abl_CNa,CN,013118Abl_CN2,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,11,5,tbd,,24h,kill_0.5,NS,na
20180131,20180207,013118Abl_CNa,CN,013118Abl_CN3,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,na
20180131,,013118Abl_CNa,CN,013118Abl_CN4,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,na
20180131,,013118Abl_CNa,CN,013118Abl_CN5,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,na
20180131,20180207,013118Abl_CNb,CN,013118Abl_CN6,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20180131,20180207,013118Abl_CNb,CN,013118Abl_CN7,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20180131,20180207,013118Abl_CNb,CN,013118Abl_CN8,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,SR
20180206,,020618Abl_CO,CO,020618Abl_CO1,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,11,5,tbd,,NA,kill_0.5,NS,na
20180206,,020618Abl_CO,CO,020618Abl_CO2,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Ablated,PRE,9,4,tbd,,NA,kill_0.5,NS,na
20180206,20180209,020618Abl_CO,CO,020618Abl_CO3,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20180206,20180209,020618Abl_CO,CO,020618Abl_CO4,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20180206,20180209,020618Abl_CO,CO,020618Abl_CO5,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20180206,20180209,020618Abl_CO,CO,020618Abl_CO6,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20180206,,020618Abl_CP,CP,020618Abl_CP1,Pdgfra,het,R26,mKate/+,Fgf4,wt,CD1/mixed,Ablated,PRE,8,4,tbd,,NA,kill_0.5,NS,na
20180206,,020618Abl_CP,CP,020618Abl_CP2,Pdgfra,het,R26,mKate/+,Fgf4,wt,CD1/mixed,Ablated,PRE,10,5,tbd,,NA,kill_0.5,NS,na
20180206,,020618Abl_CP,CP,020618Abl_CP3,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,8,0,tbd,,NA,zero,NS,na
20180206,20180209,020618Abl_CP,CP,020618Abl_CP4,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20180206,20180209,020618Abl_CP,CP,020618Abl_CP5,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20180206,20180209,020618Abl_CP,CP,020618Abl_CP6,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20180206,20180209,020618Abl_CQ,CQ,020618Abl_CQ1,Pdgfra,het,R26,mKate/+,Fgf4,wt,CD1/mixed,Control,PRE,8,0,tbd,,24h,zero,NS,SR
20180206,20180209,020618Abl_CQ,CQ,020618Abl_CQ2,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,8,0,tbd,,24h,zero,NS,SR
20180206,20180209,020618Abl_CQ,CQ,020618Abl_CQ3,Pdgfra,het,R26,mKate/+,Fgf4,wt,CD1/mixed,Control,PRE,9,0,tbd,,24h,zero,NS,SR
20180206,20180209,020618Abl_CQ,CQ,020618Abl_CQ4,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,9,0,tbd,,24h,zero,NS,SR
20180206,20180209,020618Abl_CQ,CQ,020618Abl_CQ5,Pdgfra,het,R26,mKate/+,Fgf4,wt,CD1/mixed,Control,PRE,13,0,tbd,,24h,zero,NS,SR
20180206,20180209,020618Abl_CQ,CQ,020618Abl_CQ6,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,11,0,tbd,,24h,zero,NS,SR
20180206,20180209,020618Abl_CQ,CQ,020618Abl_CQ7,Pdgfra,het,R26,mKate/+,Fgf4,wt,CD1/mixed,Control,PRE,7,0,tbd,,24h,zero,NS,SR
20180206,20180209,020618Abl_CQ,CQ,020618Abl_CQ8,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,NS
20180206,20180209,020618Abl_CQ,CQ,020618Abl_CQ9,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,NS
20180206,20180209,020618Abl_CQ,CQ,020618Abl_CQ10,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,NS
20180206,20180209,020618Abl_CQ,CQ,020618Abl_CQ11,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,NS
20180206,20180209,020618Abl_CQ,CQ,020618Abl_CQ12,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,NS
20180220,,022018Abl_CR,CR,022018Abl_CR1,Pdgfra,het,,,Fgf4,wt,CD1/mixed,,PRE,,,tbd,,,,,
20180220,,022018Abl_CR,CR,022018Abl_CR2,Pdgfra,het,,,Fgf4,wt,CD1/mixed,,PRE,,,tbd,,,,,
20180220,,022018Abl_CR,CR,022018Abl_CR3,Pdgfra,het,,,Fgf4,wt,CD1/mixed,,PRE,,,tbd,,,,,
20180220,,022018Abl_CR,CR,022018Abl_CR4,Pdgfra,het,,,Fgf4,wt,CD1/mixed,,PRE,,,tbd,,,,,
20180220,,022018Abl_CR,CR,022018Abl_CR5,Pdgfra,het,,,Fgf4,wt,CD1/mixed,,PRE,,,tbd,,,,,
20180220,,022018Abl_CR,CR,022018Abl_CR6,Pdgfra,het,,,Fgf4,wt,CD1/mixed,,PRE,,,tbd,,,,,
20180220,,022018Abl_CR,CR,022018Abl_CR7,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20180220,,022018Abl_CR,CR,022018Abl_CR8,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20180220,,022018Abl_CR,CR,022018Abl_CR9,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20180220,,022018Abl_CR,CR,022018Abl_CR10,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20180220,20180308,022018Abl_CS,CS,022018Abl_CS1,Pdgfra,het,,,Fgf4,wt,CD1/mixed,,PRE,tbd,,tbd,,,,,
20180220,20180308,022018Abl_CS,CS,022018Abl_CS2,Pdgfra,het,,,Fgf4,wt,CD1/mixed,,PRE,tbd,,tbd,,,,,
20180220,20180308,022018Abl_CS,CS,022018Abl_CS3,Pdgfra,het,,,Fgf4,wt,CD1/mixed,,PRE,tbd,,tbd,,,,,
20180220,20180308,022018Abl_CS,CS,022018Abl_CS4,Pdgfra,het,,,Fgf4,wt,CD1/mixed,,PRE,tbd,,tbd,,,,,
20180220,20180308,022018Abl_CS,CS,022018Abl_CS5,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20180220,20180308,022018Abl_CS,CS,022018Abl_CS6,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20180220,20180308,022018Abl_CS,CS,022018Abl_CS7,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20180220,20180308,022018Abl_CS,CS,022018Abl_CS8,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20180508,20180522,050818Abl_DA,DA,050818Abl_DA1,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,tbd,0,tbd,,17h,zero,NS,tbd
20180508,20180522,050818Abl_DA,DA,050818Abl_DA2,Pdgfra,het,R26,wt,Fgf4,wt,CD1/mixed,Control,PRE,tbd,0,tbd,,17h,zero,NS,tbd
20180508,20180522,050818Abl_DA,DA,050818Abl_DA3,Pdgfra,het,R26,mKate/+,Fgf4,wt,CD1/mixed,Control,PRE,tbd,0,tbd,,17h,zero,NS,tbd
20180508,20180522,050818Abl_DA,DA,050818Abl_DA4,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20180508,20180522,050818Abl_DA,DA,050818Abl_DA5,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20180508,20180522,050818Abl_DA,DA,050818Abl_DA6,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20180508,20180522,050818Abl_DB,DB,050818Abl_DB1,Pdgfra,het,R26,mKate/+,Fgf4,wt,CD1/mixed,Control,PRE,tbd,0,tbd,,17h,zero,NS,tbd
20180508,20180522,050818Abl_DB,DB,050818Abl_DB2,Pdgfra,het,R26,mKate/+,Fgf4,wt,CD1/mixed,Control,PRE,tbd,0,tbd,,17h,zero,NS,tbd
20180508,20180522,050818Abl_DB,DB,050818Abl_DB3,Pdgfra,het,R26,mKate/+,Fgf4,wt,CD1/mixed,Control,PRE,tbd,0,tbd,,17h,zero,NS,tbd
20180508,20180522,050818Abl_DB,DB,050818Abl_DB4,Pdgfra,het,R26,mKate/+,Fgf4,wt,CD1/mixed,Control,PRE,tbd,0,tbd,,17h,zero,NS,tbd
20180508,20180522,050818Abl_DB,DB,050818Abl_DB5,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
20180508,20180522,050818Abl_DB,DB,050818Abl_DB6,Pdgfra,wt,R26,wt,Fgf4,wt,CD1/mixed,Littermate,PRE,NA,0,tbd,,0min,zero,NS,tbd
