Exp_date,Img_date,Experiment,Litter,Embryo_ID,Gene1,Genotype1,Gene2,Genotype2,ESC_line,Treatment,ES_culture,H_cells,D_cells,Culture_time,Tt_stage,ESC_t0,Cre,Technique,Experimenter,MINS_correct
20190109,20190124,010919Xim_WT_DL,DL,010919Xim_WT_DL10,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,1,56h,8cell,1,none,Aggregation,NS,SR
20190109,20190124,010919Xim_WT_DL,DL,010919Xim_WT_DL11,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,1,56h,8cell,1,none,Aggregation,NS,SR
20190109,20190124,010919Xim_WT_DL,DL,010919Xim_WT_DL12,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,1,56h,8cell,1,none,Aggregation,NS,SR
20190109,20190124,010919Xim_WT_DM,DM,010919Xim_WT_DM1,Fgf4,WT,any,wt,NA,Control,NA,8,0,56h,8cell,zero,none,Aggregation,NS,SR
20190109,20190124,010919Xim_WT_DM,DM,010919Xim_WT_DM2,Fgf4,WT,any,wt,NA,Control,NA,8,0,56h,8cell,zero,none,Aggregation,NS,SR
20190109,20190124,010919Xim_WT_DM,DM,010919Xim_WT_DM3,Fgf4,WT,any,wt,NA,Control,NA,8,0,56h,8cell,zero,none,Aggregation,NS,SR
20190109,20190124,010919Xim_WT_DM,DM,010919Xim_WT_DM4,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,3,56h,8cell,3,none,Aggregation,NS,SR
20190109,20190124,010919Xim_WT_DM,DM,010919Xim_WT_DM5,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,3,56h,8cell,3,none,Aggregation,NS,SR
20190109,20190124,010919Xim_WT_DM,DM,010919Xim_WT_DM6,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,3,56h,8cell,3,none,Aggregation,NS,SR
20190109,20190124,010919Xim_WT_DM,DM,010919Xim_WT_DM7,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,3,56h,8cell,3,none,Aggregation,NS,SR
20190109,20190124,010919Xim_WT_DM,DM,010919Xim_WT_DM8,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,3,56h,8cell,3,none,Aggregation,NS,SR
20190109,20190124,010919Xim_WT_DM,DM,010919Xim_WT_DM9,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,3,56h,8cell,3,none,Aggregation,NS,SR
20190109,20190124,010919Xim_WT_DM,DM,010919Xim_WT_DM10,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,3,56h,8cell,3,none,Aggregation,NS,SR
20190109,20190124,010919Xim_WT_DM,DM,010919Xim_WT_DM11,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,3,56h,8cell,3,none,Aggregation,NS,SR
20190109,20190124,010919Xim_WT_DM,DM,010919Xim_WT_DM12,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,3,56h,8cell,3,none,Aggregation,NS,SR
20190109,20190124,010919Xim_WT_DM,DM,010919Xim_WT_DM13,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,3,56h,8cell,3,none,Aggregation,NS,SR
20190109,20190128,010919Xim_WT_DN,DN,010919Xim_WT_DN1,Fgf4,WT,any,wt,NA,Control,NA,8,0,56h,8cell,zero,none,Aggregation,NS,NS
20190109,20190128,010919Xim_WT_DN,DN,010919Xim_WT_DN2,Fgf4,WT,any,wt,NA,Control,NA,8,0,56h,8cell,zero,none,Aggregation,NS,NS
20190109,20190128,010919Xim_WT_DN,DN,010919Xim_WT_DN3,Fgf4,WT,any,wt,NA,Control,NA,8,0,56h,8cell,zero,none,Aggregation,NS,NS
20190109,20190128,010919Xim_WT_DN,DN,010919Xim_WT_DN4,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,5,56h,8cell,5,none,Aggregation,NS,NS
20190109,20190128,010919Xim_WT_DN,DN,010919Xim_WT_DN5,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,5,56h,8cell,5,none,Aggregation,NS,NS
20190109,20190128,010919Xim_WT_DN,DN,010919Xim_WT_DN6,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,5,56h,8cell,5,none,Aggregation,NS,NS
20190109,20190128,010919Xim_WT_DN,DN,010919Xim_WT_DN7,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,5,56h,8cell,5,none,Aggregation,NS,NS
20190109,20190128,010919Xim_WT_DN,DN,010919Xim_WT_DN8,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,5,56h,8cell,5,none,Aggregation,NS,NS
20190109,20190128,010919Xim_WT_DN,DN,010919Xim_WT_DN9,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,5,56h,8cell,5,none,Aggregation,NS,NS
20190109,20190128,010919Xim_WT_DN,DN,010919Xim_WT_DN10,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,5,56h,8cell,5,none,Aggregation,NS,NS
20190109,20190128,010919Xim_WT_DN,DN,010919Xim_WT_DN11,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,5,56h,8cell,5,none,Aggregation,NS,NS
20190109,20190128,010919Xim_WT_DN,DN,010919Xim_WT_DN12,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,5,56h,8cell,5,none,Aggregation,NS,NS
20190109,20190128,010919Xim_WT_DN,DN,010919Xim_WT_DN13,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,5,56h,8cell,5,none,Aggregation,NS,NS
20190113,20190118,011319Xim_F4_DR,DR,011319Xim_F4_DR1,Fgf4,F4_KO,any,wt,NA,Control,NA,8,0,55h,8cell,zero,Gdf9:iCre,Aggregation,NS,SR
20190113,20190118,011319Xim_F4_DR,DR,011319Xim_F4_DR2,Fgf4,F4_KO,any,wt,NA,Control,NA,8,0,55h,8cell,zero,Gdf9:iCre,Aggregation,NS,SR
20190113,20190118,011319Xim_F4_DR,DR,011319Xim_F4_DR3,Fgf4,F4_KO,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,1,56h,8cell,1,Gdf9:iCre,Aggregation,NS,SR
20190113,20190118,011319Xim_F4_DR,DR,011319Xim_F4_DR4,Fgf4,F4FL_KO,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,1,55h,8cell,1,Gdf9:iCre,Aggregation,NS,
20190113,20190118,011319Xim_F4_DR,DR,011319Xim_F4_DR5,Fgf4,F4FL_KO,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,1,55h,8cell,1,Gdf9:iCre,Aggregation,NS,
20190113,20190118,011319Xim_F4_DR,DR,011319Xim_F4_DR6,Fgf4,F4_KO,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,1,56h,8cell,1,Gdf9:iCre,Aggregation,NS,SR
20190113,20190118,011319Xim_F4_DR,DR,011319Xim_F4_DR7,Fgf4,mosaic,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,1,55h,8cell,1,Gdf9:iCre,Aggregation,NS,
20190113,20190118,011319Xim_F4_DR,DR,011319Xim_F4_DR8,Fgf4,F4_KO,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,8,55h,8cell,8,Gdf9:iCre,Aggregation,NS,SR
20190113,20190118,011319Xim_F4_DR,DR,011319Xim_F4_DR9,Fgf4,F4_KO,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,8,56h,8cell,8,Gdf9:iCre,Aggregation,NS,SR
20190113,20190118,011319Xim_F4_DR,DR,011319Xim_F4_DR10,Fgf4,F4_KO,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,8,55h,8cell,8,Gdf9:iCre,Aggregation,NS,SR
20190113,20190201,011319Xim_WT_DP,DP,011319Xim_WT_DP1,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,12,56h,8cell,8-12c,none,Aggregation,NS,NS
20190113,20190201,011319Xim_WT_DP,DP,011319Xim_WT_DP2,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,12,56h,8cell,8-12c,none,Aggregation,NS,NS
20190113,20190201,011319Xim_WT_DP,DP,011319Xim_WT_DP3,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,12,56h,8cell,8-12c,none,Aggregation,NS,NS
20190113,20190201,011319Xim_WT_DP,DP,011319Xim_WT_DP4,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,12,56h,8cell,8-12c,none,Aggregation,NS,NS
20190113,20190201,011319Xim_WT_DP,DP,011319Xim_WT_DP5,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,12,56h,8cell,8-12c,none,Aggregation,NS,NS
20190113,20190201,011319Xim_WT_DP,DP,011319Xim_WT_DP6,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,12,56h,8cell,8-12c,none,Aggregation,NS,NS
20190113,20190201,011319Xim_WT_DP,DP,011319Xim_WT_DP7,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,12,56h,8cell,8-12c,none,Aggregation,NS,NS
20190113,20190201,011319Xim_WT_DP,DP,011319Xim_WT_DP8,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,12,56h,8cell,8-12c,none,Aggregation,NS,NS
20190113,20190222,011319Xim_WT_DP,DP,011319Xim_WT_DP9,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,12,56h,8cell,8-12c,none,Aggregation,NS,NS
20190113,20190222,011319Xim_WT_DP,DP,011319Xim_WT_DP10,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,12,56h,8cell,8-12c,none,Aggregation,NS,
20190113,20190222,011319Xim_WT_DP,DP,011319Xim_WT_DP11,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,12,56h,8cell,8-12c,none,Aggregation,NS,
20190113,20190222,011319Xim_WT_DP,DP,011319Xim_WT_DP12,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,12,56h,8cell,8-12c,none,Aggregation,NS,
20190113,20190222,011319Xim_WT_DP,DP,011319Xim_WT_DP13,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,12,56h,8cell,8-12c,none,Aggregation,NS,
20190113,20190222,011319Xim_WT_DP,DP,011319Xim_WT_DP14,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,12,56h,8cell,8-12c,none,Aggregation,NS,
20190113,20190222,011319Xim_WT_DP,DP,011319Xim_WT_DP15,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,12,56h,8cell,8-12c,none,Aggregation,NS,
20190113,20190222,011319Xim_WT_DP,DP,011319Xim_WT_DP16,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,12,56h,8cell,8-12c,none,Aggregation,NS,
20190113,20190222,011319Xim_WT_DP,DP,011319Xim_WT_DP17,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,S/LIF,8,12,56h,8cell,8-12c,none,Aggregation,NS,
20190113,20190201,011319Xim_WT_DQ,DQ,011319Xim_WT_DQ1,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,12,56h,8cell,8-12c,none,Aggregation,NS,SR
20190113,20190201,011319Xim_WT_DQ,DQ,011319Xim_WT_DQ2,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,12,56h,8cell,8-12c,none,Aggregation,NS,SR
20190113,20190201,011319Xim_WT_DQ,DQ,011319Xim_WT_DQ3,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,12,56h,8cell,8-12c,none,Aggregation,NS,SR
20190113,20190201,011319Xim_WT_DQ,DQ,011319Xim_WT_DQ4,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,12,56h,8cell,8-12c,none,Aggregation,NS,SR
20190113,20190201,011319Xim_WT_DQ,DQ,011319Xim_WT_DQ5,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,12,56h,8cell,8-12c,none,Aggregation,NS,SR
20190113,20190201,011319Xim_WT_DQ,DQ,011319Xim_WT_DQ6,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,12,56h,8cell,8-12c,none,Aggregation,NS,SR
20190113,20190201,011319Xim_WT_DQ,DQ,011319Xim_WT_DQ7,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,12,56h,8cell,8-12c,none,Aggregation,NS,SR
20190113,20190201,011319Xim_WT_DQ,DQ,011319Xim_WT_DQ8,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,12,56h,8cell,8-12c,none,Aggregation,NS,SR
20190113,20190226,011319Xim_WT_DQ,DQ,011319Xim_WT_DQ9,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,12,56h,8cell,8-12c,none,Aggregation,NS,SR
20190113,20190226,011319Xim_WT_DQ,DQ,011319Xim_WT_DQ10,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,12,56h,8cell,8-12c,none,Aggregation,NS,SR
20190113,20190226,011319Xim_WT_DQ,DQ,011319Xim_WT_DQ11,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,12,56h,8cell,8-12c,none,Aggregation,NS,SR
20190113,20190226,011319Xim_WT_DQ,DQ,011319Xim_WT_DQ12,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,12,56h,8cell,8-12c,none,Aggregation,NS,SR
20190113,20190226,011319Xim_WT_DQ,DQ,011319Xim_WT_DQ13,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,12,56h,8cell,8-12c,none,Aggregation,NS,SR
20190113,20190226,011319Xim_WT_DQ,DQ,011319Xim_WT_DQ14,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,12,56h,8cell,8-12c,none,Aggregation,NS,SR
20190113,20190226,011319Xim_WT_DQ,DQ,011319Xim_WT_DQ15,Fgf4,WT,any,wt,CAG:H2B-GFP,Chimera,2i/LIF,8,12,56h,8cell,8-12c,none,Aggregation,NS,SR
20190115,20190201,011519Xim_F4_DS,DS,011519Xim_F4_DS1,Fgf4,tbd,Pdgfra,het,H2B-tdTomato,Chimera,S/LIF,8,2,56h,8cell,2,Gdf9:iCre,Aggregation,NS,
20190115,20190201,011519Xim_F4_DS,DS,011519Xim_F4_DS2,Fgf4,tbd,Pdgfra,het,H2B-tdTomato,Chimera,S/LIF,8,2,56h,8cell,2,Gdf9:iCre,Aggregation,NS,
20190115,20190201,011519Xim_F4_DS,DS,011519Xim_F4_DS3,Fgf4,tbd,Pdgfra,tbd,H2B-tdTomato,Chimera,S/LIF,8,2,56h,8cell,2,Gdf9:iCre,Aggregation,NS,
20190115,20190201,011519Xim_F4_DS,DS,011519Xim_F4_DS4,Fgf4,tbd,Pdgfra,tbd,H2B-tdTomato,Chimera,S/LIF,8,2,56h,8cell,2,Gdf9:iCre,Aggregation,NS,
20190115,20190201,011519Xim_F4_DS,DS,011519Xim_F4_DS5,Fgf4,tbd,Pdgfra,het,H2B-tdTomato,Chimera,S/LIF,8,4,56h,8cell,4,Gdf9:iCre,Aggregation,NS,
20190115,20190201,011519Xim_F4_DS,DS,011519Xim_F4_DS6,Fgf4,tbd,Pdgfra,tbd,H2B-tdTomato,Chimera,S/LIF,8,4,56h,8cell,4,Gdf9:iCre,Aggregation,NS,
20190115,20190201,011519Xim_F4_DS,DS,011519Xim_F4_DS7,Fgf4,tbd,Pdgfra,tbd,H2B-tdTomato,Chimera,S/LIF,8,4,56h,8cell,4,Gdf9:iCre,Aggregation,NS,
20190115,20190201,011519Xim_F4_DS,DS,011519Xim_F4_DS8,Fgf4,tbd,Pdgfra,het,H2B-tdTomato,Chimera,S/LIF,8,4,56h,8cell,4,Gdf9:iCre,Aggregation,NS,
20190115,20190201,011519Xim_F4_DS,DS,011519Xim_F4_DS9,Fgf4,tbd,Pdgfra,het,H2B-tdTomato,Chimera,S/LIF,8,4,56h,8cell,4,Gdf9:iCre,Aggregation,NS,
20190115,20190226,011519Xim_F4_DT,DT,011519Xim_F4_DT1,Fgf4,tbd,Pdgfra,tbd,H2B-tdTomato,Chimera,2i/LIF,8,2,56h,8cell,2,Gdf9:iCre,Aggregation,NS,
20190115,20190226,011519Xim_F4_DT,DT,011519Xim_F4_DT2,Fgf4,tbd,Pdgfra,tbd,H2B-tdTomato,Chimera,2i/LIF,8,2,56h,8cell,2,Gdf9:iCre,Aggregation,NS,
20190115,20190226,011519Xim_F4_DT,DT,011519Xim_F4_DT3,Fgf4,tbd,Pdgfra,tbd,H2B-tdTomato,Chimera,2i/LIF,8,2,56h,8cell,2,Gdf9:iCre,Aggregation,NS,
20190115,20190226,011519Xim_F4_DT,DT,011519Xim_F4_DT4,Fgf4,tbd,Pdgfra,tbd,H2B-tdTomato,Chimera,2i/LIF,8,2,56h,8cell,2,Gdf9:iCre,Aggregation,NS,
20190115,20190226,011519Xim_F4_DT,DT,011519Xim_F4_DT5,Fgf4,tbd,Pdgfra,tbd,H2B-tdTomato,Chimera,2i/LIF,8,2,56h,8cell,2,Gdf9:iCre,Aggregation,NS,
20190115,20190226,011519Xim_F4_DT,DT,011519Xim_F4_DT6,Fgf4,tbd,Pdgfra,tbd,H2B-tdTomato,Chimera,2i/LIF,8,4,56h,8cell,4,Gdf9:iCre,Aggregation,NS,
20190115,20190226,011519Xim_F4_DT,DT,011519Xim_F4_DT7,Fgf4,tbd,Pdgfra,tbd,H2B-tdTomato,Chimera,2i/LIF,8,4,56h,8cell,4,Gdf9:iCre,Aggregation,NS,
20190115,20190226,011519Xim_F4_DT,DT,011519Xim_F4_DT8,Fgf4,tbd,Pdgfra,tbd,H2B-tdTomato,Chimera,2i/LIF,8,4,56h,8cell,4,Gdf9:iCre,Aggregation,NS,
20190115,20190226,011519Xim_F4_DT,DT,011519Xim_F4_DT9,Fgf4,tbd,Pdgfra,tbd,H2B-tdTomato,Chimera,2i/LIF,8,4,56h,8cell,4,Gdf9:iCre,Aggregation,NS,
20190122,20190201,012219Xim_F4_DU,DU,012219Xim_F4_DU1,Fgf4,mosaic,any,wt,NA,Control,NA,8,0,56h,8cell,zero,Gdf9:iCre,Aggregation,NS,SR
20190122,20190201,012219Xim_F4_DU,DU,012219Xim_F4_DU2,Fgf4,F4_KO,any,wt,NA,Control,NA,8,0,56h,8cell,zero,Gdf9:iCre,Aggregation,NS,SR
20190122,20190201,012219Xim_F4_DU,DU,012219Xim_F4_DU3,Fgf4,F4FL_KO,any,wt,NA,Control,NA,8,0,56h,8cell,zero,Gdf9:iCre,Aggregation,NS,SR
20190122,20190201,012219Xim_F4_DU,DU,012219Xim_F4_DU4,Fgf4,F4_KO,any,wt,H2B-tdTomato,Chimera,S/LIF,8,4,56h,8cell,4,Gdf9:iCre,Aggregation,NS,SR
20190122,20190201,012219Xim_F4_DU,DU,012219Xim_F4_DU5,Fgf4,F4FL_KO,any,wt,H2B-tdTomato,Chimera,S/LIF,8,4,56h,8cell,4,Gdf9:iCre,Aggregation,NS,
20190122,20190201,012219Xim_F4_DU,DU,012219Xim_F4_DU6,Fgf4,F4_KO,any,wt,H2B-tdTomato,Chimera,S/LIF,8,4,56h,8cell,4,Gdf9:iCre,Aggregation,NS,SR
20190122,20190201,012219Xim_F4_DU,DU,012219Xim_F4_DU7,Fgf4,F4_KO,any,wt,H2B-tdTomato,Chimera,S/LIF,8,4,56h,8cell,4,Gdf9:iCre,Aggregation,NS,SR
20190122,20190201,012219Xim_F4_DU,DU,012219Xim_F4_DU8,Fgf4,F4FL_KO,any,wt,H2B-tdTomato,Chimera,S/LIF,8,4,56h,8cell,4,Gdf9:iCre,Aggregation,NS,
20190122,20190201,012219Xim_F4_DU,DU,012219Xim_F4_DU9,Fgf4,F4FL_KO,any,wt,H2B-tdTomato,Chimera,S/LIF,8,8,56h,8cell,8,Gdf9:iCre,Aggregation,NS,
20190122,20190201,012219Xim_F4_DU,DU,012219Xim_F4_DU10,Fgf4,F4FL_KO,any,wt,H2B-tdTomato,Chimera,S/LIF,8,8,56h,8cell,8,Gdf9:iCre,Aggregation,NS,
20190122,20190201,012219Xim_F4_DU,DU,012219Xim_F4_DU11,Fgf4,unknown,any,wt,H2B-tdTomato,Chimera,S/LIF,8,8,56h,8cell,8,Gdf9:iCre,Aggregation,NS,
20190122,20190201,012219Xim_F4_DU,DU,012219Xim_F4_DU12,Fgf4,F4_KO,any,wt,H2B-tdTomato,Chimera,S/LIF,8,8,56h,8cell,8,Gdf9:iCre,Aggregation,NS,SR
20190220,20190308,022019Xim_F4_DY,DY,022019Xim_F4_DY1,Fgf4,tbd,any,wt,H2B-tdTomato,Chimera,S/LIF,8,1,56h,8cell,1,Gdf9:iCre,Aggregation,NS,
20190220,20190308,022019Xim_F4_DY,DY,022019Xim_F4_DY2,Fgf4,tbd,any,wt,H2B-tdTomato,Chimera,S/LIF,8,1,56h,8cell,1,Gdf9:iCre,Aggregation,NS,
20190220,20190308,022019Xim_F4_DY,DY,022019Xim_F4_DY3,Fgf4,F4_KO,any,wt,H2B-tdTomato,Chimera,S/LIF,8,1,56h,8cell,1,Gdf9:iCre,Aggregation,NS,
20190220,20190308,022019Xim_F4_DY,DY,022019Xim_F4_DY4,Fgf4,tbd,any,wt,H2B-tdTomato,Chimera,S/LIF,8,1,56h,8cell,1,Gdf9:iCre,Aggregation,NS,
20190220,20190308,022019Xim_F4_DY,DY,022019Xim_F4_DY5,Fgf4,F4_KO,any,wt,H2B-tdTomato,Chimera,S/LIF,8,1,56h,8cell,1,Gdf9:iCre,Aggregation,NS,
20190220,20190308,022019Xim_F4_DY,DY,022019Xim_F4_DY6,Fgf4,F4_KO,any,wt,H2B-tdTomato,Chimera,S/LIF,8,1,56h,8cell,1,Gdf9:iCre,Aggregation,NS,
20190220,20190308,022019Xim_F4_DZ,DZ,022019Xim_F4_DZ1,Fgf4,tbd,any,wt,NA,Control,NA,8,0,56h,8cell,zero,Gdf9:iCre,Aggregation,NS,
20190220,20190308,022019Xim_F4_DZ,DZ,022019Xim_F4_DZ2,Fgf4,tbd,any,wt,NA,Control,NA,8,0,56h,8cell,zero,Gdf9:iCre,Aggregation,NS,
20190220,20190308,022019Xim_F4_DZ,DZ,022019Xim_F4_DZ3,Fgf4,tbd,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,1,56h,8cell,1,Gdf9:iCre,Aggregation,NS,
20190220,20190308,022019Xim_F4_DZ,DZ,022019Xim_F4_DZ4,Fgf4,tbd,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,1,56h,8cell,1,Gdf9:iCre,Aggregation,NS,
20190220,20190308,022019Xim_F4_DZ,DZ,022019Xim_F4_DZ5,Fgf4,tbd,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,1,56h,8cell,1,Gdf9:iCre,Aggregation,NS,
20190220,20190308,022019Xim_F4_DZ,DZ,022019Xim_F4_DZ6,Fgf4,tbd,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,1,56h,8cell,1,Gdf9:iCre,Aggregation,NS,
20190220,20190308,022019Xim_F4_DZ,DZ,022019Xim_F4_DZ7,Fgf4,tbd,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,1,56h,8cell,1,Gdf9:iCre,Aggregation,NS,
20190220,20190308,022019Xim_F4_DZ,DZ,022019Xim_F4_DZ8,Fgf4,tbd,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,1,56h,8cell,1,Gdf9:iCre,Aggregation,NS,
20190225,20190321,022519Xim_F4_ED,ED,022519Xim_F4_ED1,Fgf4,unknown,any,wt,NA,Control,NA,8,0,56h,8cell,zero,Gdf9:iCre,Aggregation,NS,
20190225,20190321,022519Xim_F4_ED,ED,022519Xim_F4_ED2,Fgf4,unknown,any,wt,NA,Control,NA,8,0,56h,8cell,zero,Gdf9:iCre,Aggregation,NS,
20190225,20190321,022519Xim_F4_ED,ED,022519Xim_F4_ED3,Fgf4,F4_KO,any,wt,H2B-tdTomato,Chimera,S/LIF,8,1,56h,8cell,1,Gdf9:iCre,Aggregation,NS,NS
20190225,20190321,022519Xim_F4_ED,ED,022519Xim_F4_ED4,Fgf4,F4FL_KO,any,wt,H2B-tdTomato,Chimera,S/LIF,8,1,56h,8cell,1,Gdf9:iCre,Aggregation,NS,
20190225,20190321,022519Xim_F4_ED,ED,022519Xim_F4_ED5,Fgf4,F4FL_KO,any,wt,H2B-tdTomato,Chimera,S/LIF,8,1,56h,8cell,1,Gdf9:iCre,Aggregation,NS,
20190225,20190321,022519Xim_F4_ED,ED,022519Xim_F4_ED6,Fgf4,F4_KO,any,wt,H2B-tdTomato,Chimera,S/LIF,8,1,56h,8cell,1,Gdf9:iCre,Aggregation,NS,NS
20190225,20190321,022519Xim_F4_ED,ED,022519Xim_F4_ED7,Fgf4,F4FL_KO,any,wt,H2B-tdTomato,Chimera,S/LIF,8,8,56h,8cell,8,Gdf9:iCre,Aggregation,NS,
20190225,20190321,022519Xim_F4_ED,ED,022519Xim_F4_ED8,Fgf4,F4_KO,any,wt,H2B-tdTomato,Chimera,S/LIF,8,8,56h,8cell,8,Gdf9:iCre,Aggregation,NS,NS
20190225,20190321,022519Xim_F4_ED,ED,022519Xim_F4_ED9,Fgf4,F4FL_KO,any,wt,H2B-tdTomato,Chimera,S/LIF,8,8,56h,8cell,8,Gdf9:iCre,Aggregation,NS,
20190225,20190321,022519Xim_F4_ED,ED,022519Xim_F4_ED10,Fgf4,F4_KO,any,wt,H2B-tdTomato,Chimera,S/LIF,8,8,56h,8cell,8,Gdf9:iCre,Aggregation,NS,NS
20190225,20190321,022519Xim_F4_EE,EE,022519Xim_F4_EE1,Fgf4,F4_KO,any,wt,NA,Control,NA,8,0,56h,8cell,zero,Gdf9:iCre,Aggregation,NS,NS
20190225,20190321,022519Xim_F4_EE,EE,022519Xim_F4_EE2,Fgf4,tbd,any,wt,NA,Control,NA,8,0,56h,8cell,zero,Gdf9:iCre,Aggregation,NS,
20190225,20190321,022519Xim_F4_EE,EE,022519Xim_F4_EE3,Fgf4,mosaic,any,wt,NA,Control,NA,8,0,56h,8cell,zero,Gdf9:iCre,Aggregation,NS,
20190225,20190321,022519Xim_F4_EE,EE,022519Xim_F4_EE4,Fgf4,F4_KO,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,1,56h,8cell,1,Gdf9:iCre,Aggregation,NS,NS
20190225,20190321,022519Xim_F4_EE,EE,022519Xim_F4_EE5,Fgf4,F4_KO,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,1,56h,8cell,1,Gdf9:iCre,Aggregation,NS,
20190225,20190321,022519Xim_F4_EE,EE,022519Xim_F4_EE6,Fgf4,F4_KO,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,1,56h,8cell,1,Gdf9:iCre,Aggregation,NS,
20190225,20190321,022519Xim_F4_EE,EE,022519Xim_F4_EE7,Fgf4,F4_KO,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,1,56h,8cell,1,Gdf9:iCre,Aggregation,NS,
