Exp_date,Img_date,Experiment,Litter,Embryo_ID,Gene1,Genotype1,Gene2,Genotype2,ESC_line,Treatment,ES_culture,H_cells,D_cells,Culture_time,Tt_stage,ESC_t0,Cre,Technique,Experimenter,MINS_correct
20180412,20180503,041218Xim_WT_BH,BH,041218Xim_WT_BH5,Fgf4,WT,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,none,Injection,NS,NS
20180412,20180503,041218Xim_WT_BH,BH,041218Xim_WT_BH6,Fgf4,WT,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,none,Injection,NS,
20180412,20180503,041218Xim_WT_BH,BH,041218Xim_WT_BH7,Fgf4,WT,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,none,Injection,NS,NS
20180412,20180503,041218Xim_WT_BH,BH,041218Xim_WT_BH8,Fgf4,WT,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,none,Injection,NS,NS
20180412,20180503,041218Xim_WT_BH,BH,041218Xim_WT_BH9,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,tbd,8,28h,blastocyst,5-8c,none,Injection,NS,NS
20180412,20180503,041218Xim_WT_BH,BH,041218Xim_WT_BH10,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,tbd,8,28h,blastocyst,5-8c,none,Injection,NS,NS
20180412,20180503,041218Xim_WT_BH,BH,041218Xim_WT_BH11,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,tbd,8,28h,blastocyst,5-8c,none,Injection,NS,NS
20180412,20180503,041218Xim_WT_BH,BH,041218Xim_WT_BH12,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,tbd,8,28h,blastocyst,5-8c,none,Injection,NS,NS
20180412,20180503,041218Xim_WT_BH,BH,041218Xim_WT_BH13,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,tbd,8,28h,blastocyst,5-8c,none,Injection,NS,NS
20180412,20180503,041218Xim_WT_BH,BH,041218Xim_WT_BH14,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,tbd,8,28h,blastocyst,5-8c,none,Injection,NS,NS
20180412,20180503,041218Xim_WT_BI,BI,041218Xim_WT_BI1,Fgf4,WT,any,wt,NA,Littermate,NA,tbd,0,0h,blastocyst,zero,none,NA,NS,SR
20180412,20180503,041218Xim_WT_BI,BI,041218Xim_WT_BI2,Fgf4,WT,any,wt,NA,Littermate,NA,tbd,0,0h,blastocyst,zero,none,NA,NS,SR
20180412,20180503,041218Xim_WT_BI,BI,041218Xim_WT_BI3,Fgf4,WT,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,none,Injection,NS,SR
20180412,20180503,041218Xim_WT_BI,BI,041218Xim_WT_BI4,Fgf4,WT,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,none,Injection,NS,SR
20180412,20180503,041218Xim_WT_BI,BI,041218Xim_WT_BI5,Fgf4,WT,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,none,Injection,NS,SR
20180412,20180503,041218Xim_WT_BI,BI,041218Xim_WT_BI6,Fgf4,WT,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,none,Injection,NS,SR
20180412,20180503,041218Xim_WT_BI,BI,041218Xim_WT_BI7,Fgf4,WT,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,none,Injection,NS,SR
20180412,20180503,041218Xim_WT_BI,BI,041218Xim_WT_BI8,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,tbd,8,28h,blastocyst,5-8c,none,Injection,NS,SR
20180412,20180503,041218Xim_WT_BI,BI,041218Xim_WT_BI9,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,tbd,8,28h,blastocyst,5-8c,none,Injection,NS,SR
20180412,20180503,041218Xim_WT_BI,BI,041218Xim_WT_BI10,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,tbd,8,28h,blastocyst,5-8c,none,Injection,NS,SR
20180412,20180503,041218Xim_WT_BJ,BJ,041218Xim_WT_BJ1,Fgf4,WT,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,none,Injection,NS,SR
20180412,20180503,041218Xim_WT_BJ,BJ,041218Xim_WT_BJ2,Fgf4,WT,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,none,Injection,NS,SR
20180412,20180503,041218Xim_WT_BJ,BJ,041218Xim_WT_BJ3,Fgf4,WT,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,none,Injection,NS,SR
20180412,20180503,041218Xim_WT_BJ,BJ,041218Xim_WT_BJ4,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,tbd,8,28h,blastocyst,5-8c,none,Injection,NS,SR
20180713,20180718,071318Xim_WT_BV,BV,071318Xim_WT_BV1,Fgf4,WT,any,wt,NA,Control,NA,8,0,56h,8cell,zero,none,Aggregation,NS,SR
20180713,20180718,071318Xim_WT_BV,BV,071318Xim_WT_BV2,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,10,56h,8cell,8-12c,none,Aggregation,NS,SR
20180713,20180718,071318Xim_WT_BV,BV,071318Xim_WT_BV3,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,10,56h,8cell,8-12c,none,Aggregation,NS,SR
20180713,20180718,071318Xim_WT_BV,BV,071318Xim_WT_BV4,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,10,56h,8cell,8-12c,none,Aggregation,NS,SR
20180713,20180718,071318Xim_WT_BV,BV,071318Xim_WT_BV5,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,10,56h,8cell,8-12c,none,Aggregation,NS,SR
20180713,20180718,071318Xim_WT_BV,BV,071318Xim_WT_BV6,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,10,56h,8cell,8-12c,none,Aggregation,NS,SR
20180713,20180718,071318Xim_WT_BV,BV,071318Xim_WT_BV7,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,10,56h,8cell,8-12c,none,Aggregation,NS,SR
20180713,20180718,071318Xim_WT_BV,BV,071318Xim_WT_BV8,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,10,56h,8cell,8-12c,none,Aggregation,NS,SR
20180713,20180718,071318Xim_WT_BV,BV,071318Xim_WT_BV9,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,10,56h,8cell,8-12c,none,Aggregation,NS,SR
20180713,20180718,071318Xim_WT_BV,BV,071318Xim_WT_BV10,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,10,56h,8cell,8-12c,none,Aggregation,NS,SR
20180713,20180718,071318Xim_WT_BV,BV,071318Xim_WT_BV11,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,10,56h,8cell,8-12c,none,Aggregation,NS,SR
20180713,20180718,071318Xim_F4_BW,BW,071318Xim_WT_BW1,Fgf4,F4FL_KO,any,wt,H2B-tdTomato,Chimera,S/LIF,8,10,56h,8cell,8-12c,Gdf9:iCre,Aggregation,NS,
20180713,20180718,071318Xim_F4_BW,BW,071318Xim_WT_BW2,Fgf4,F4FL_KO,any,wt,H2B-tdTomato,Chimera,S/LIF,8,10,56h,8cell,8-12c,Gdf9:iCre,Aggregation,NS,
20180713,20180718,071318Xim_F4_BW,BW,071318Xim_WT_BW3,Fgf4,F4FL_KO?,any,wt,H2B-tdTomato,Chimera,S/LIF,8,10,56h,8cell,8-12c,Gdf9:iCre,Aggregation,NS,
20180713,20180718,071318Xim_F4_BW,BW,071318Xim_WT_BW4,Fgf4,F4_KO,any,wt,H2B-tdTomato,Chimera,S/LIF,8,10,56h,8cell,8-12c,Gdf9:iCre,Aggregation,NS,NS
20180713,20180718,071318Xim_F4_BW,BW,071318Xim_WT_BW5,Fgf4,F4_KO,any,wt,H2B-tdTomato,Chimera,S/LIF,8,10,56h,8cell,8-12c,Gdf9:iCre,Aggregation,NS,NS
20180713,20180718,071318Xim_F4_BW,BW,071318Xim_WT_BW6,Fgf4,unknown,any,wt,H2B-tdTomato,Chimera,S/LIF,8,10,56h,8cell,8-12c,Gdf9:iCre,Aggregation,NS,
20180713,20180718,071318Xim_F4_BW,BW,071318Xim_WT_BW7,Fgf4,F4_KO,any,wt,H2B-tdTomato,Chimera,S/LIF,8,10,56h,8cell,8-12c,Gdf9:iCre,Aggregation,NS,NS
20180713,20180718,071318Xim_F4_BW,BW,071318Xim_WT_BW8,Fgf4,F4FL_KO?,any,wt,H2B-tdTomato,Chimera,S/LIF,8,10,56h,8cell,8-12c,Gdf9:iCre,Aggregation,NS,
20180713,20180718,071318Xim_F4_BW,BW,071318Xim_WT_BW9,Fgf4,F4FL_KO,any,wt,H2B-tdTomato,Chimera,S/LIF,8,10,56h,8cell,8-12c,Gdf9:iCre,Aggregation,NS,
20180713,20180718,071318Xim_F4_BW,BW,071318Xim_WT_BW10,Fgf4,F4_KO,any,wt,H2B-tdTomato,Chimera,S/LIF,8,10,56h,8cell,8-12c,Gdf9:iCre,Aggregation,NS,NS
20180713,20180718,071318Xim_F4_BW,BW,071318Xim_WT_BW11,Fgf4,F4FL_KO,any,wt,H2B-tdTomato,Chimera,S/LIF,8,10,56h,8cell,8-12c,Gdf9:iCre,Aggregation,NS,
20180713,20180718,071318Xim_F4_BW,BW,071318Xim_WT_BW12,Fgf4,unknown,any,wt,H2B-tdTomato,Chimera,S/LIF,8,10,56h,8cell,8-12c,Gdf9:iCre,Aggregation,NS,
20180715,20180718,071518Xim_WT_BX,BX,071518Xim_WT_BX1,Fgf4,WT,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,none,Injection,NS,SR
20180715,20180718,071518Xim_WT_BX,BX,071518Xim_WT_BX2,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,tbd,10,28h,blastocyst,10,none,Injection,NS,SR
20180715,20180718,071518Xim_WT_BX,BX,071518Xim_WT_BX3,Fgf4,WT,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,none,Injection,NS,SR
20180715,20180718,071518Xim_WT_BX,BX,071518Xim_WT_BX4,Fgf4,WT,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,none,Injection,NS,SR
20180715,20180718,071518Xim_WT_BX,BX,071518Xim_WT_BX5,Fgf4,WT,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,none,Injection,NS,SR
20180715,20180718,071518Xim_WT_BX,BX,071518Xim_WT_BX6,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,tbd,10,28h,blastocyst,10,none,Injection,NS,SR
20180715,20180718,071518Xim_F4_BY,BY,071518Xim_F4_BY1,Fgf4,F4_KO,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,Gdf9:iCre,Injection,NS,NS
20180715,20180718,071518Xim_F4_BY,BY,071518Xim_F4_BY2,Fgf4,F4_KO,any,wt,H2B-tdTomato,Chimera,S/LIF,tbd,10,28h,blastocyst,10,Gdf9:iCre,Injection,NS,NS
20180715,20180718,071518Xim_F4_BY,BY,071518Xim_F4_BY3,Fgf4,F4FL_KO,any,wt,H2B-tdTomato,Chimera,S/LIF,tbd,10,28h,blastocyst,10,Gdf9:iCre,Injection,NS,NS
20180715,,071518Xim_F4_BY,BY,071518Xim_F4_BY4,Fgf4,tbd,any,wt,NA,Littermate,NA,tbd,0,0h,blastocyst,zero,Gdf9:iCre,NA,NS,
20180715,,071518Xim_F4_BY,BY,071518Xim_F4_BY5,Fgf4,tbd,any,wt,NA,Littermate,NA,tbd,0,0h,blastocyst,zero,Gdf9:iCre,NA,NS,
20180716,20180730,071618Xim_WT_BZ,BZ,071618Xim_WT_BZ1,Fgf4,WT,any,wt,NA,Littermate,NA,tbd,0,0h,blastocyst,zero,none,NA,NS,SR
20180716,20180730,071618Xim_WT_BZ,BZ,071618Xim_WT_BZ2,Fgf4,WT,any,wt,NA,Littermate,NA,tbd,0,0h,blastocyst,zero,none,NA,NS,SR
20180716,20180730,071618Xim_WT_BZ,BZ,071618Xim_WT_BZ3,Fgf4,WT,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,none,Injection,NS,
20180716,20180730,071618Xim_WT_BZ,BZ,071618Xim_WT_BZ4,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,tbd,10,28h,blastocyst,10,none,Injection,NS,SR
20180716,20180730,071618Xim_WT_BZ,BZ,071618Xim_WT_BZ5,Fgf4,WT,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,none,Injection,NS,
20180716,20180730,071618Xim_WT_BZ,BZ,071618Xim_WT_BZ6,Fgf4,WT,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,none,Injection,NS,
20180716,20180730,071618Xim_WT_BZ,BZ,071618Xim_WT_BZ7,Fgf4,WT,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,none,Injection,NS,SR
20180716,20180730,071618Xim_WT_BZ,BZ,071618Xim_WT_BZ8,Fgf4,WT,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,none,Injection,NS,
20180716,20180730,071618Xim_WT_BZ,BZ,071618Xim_WT_BZ9,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,tbd,10,28h,blastocyst,10,none,Injection,NS,SR
20180716,20180730,071618Xim_WT_BZ,BZ,071618Xim_WT_BZ10,Fgf4,WT,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,none,Injection,NS,SR
20180716,20180730,071618Xim_WT_CA,CA,071618Xim_WT_CA1,Fgf4,WT,any,wt,NA,Littermate,NA,tbd,0,0h,blastocyst,zero,none,NA,NS,SR
20180716,20180730,071618Xim_WT_CA,CA,071618Xim_WT_CA2,Fgf4,WT,any,wt,NA,Littermate,NA,tbd,0,0h,blastocyst,zero,none,NA,NS,SR
20180716,20180730,071618Xim_WT_CA,CA,071618Xim_WT_CA3,Fgf4,WT,any,wt,NA,Littermate,NA,tbd,0,0h,blastocyst,zero,none,NA,NS,SR
20180716,20180730,071618Xim_WT_CA,CA,071618Xim_WT_CA4,Fgf4,WT,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,none,Injection,NS,SR
20180716,20180730,071618Xim_WT_CA,CA,071618Xim_WT_CA5,Fgf4,WT,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,none,Injection,NS,SR
20180716,20180730,071618Xim_WT_CA,CA,071618Xim_WT_CA6,Fgf4,WT,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,none,Injection,NS,SR
20180716,20180730,071618Xim_WT_CA,CA,071618Xim_WT_CA7,Fgf4,WT,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,none,Injection,NS,SR
20180716,20180730,071618Xim_WT_CA,CA,071618Xim_WT_CA8,Fgf4,WT,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,none,Injection,NS,SR
20180716,20180730,071618Xim_F4_CB,CB,071618Xim_F4_CB1,Fgf4,F4FL_KO,any,wt,NA,Littermate,NA,tbd,0,0h,blastocyst,zero,Gdf9:iCre,NA,NS,
20180716,20180730,071618Xim_F4_CB,CB,071618Xim_F4_CB2,Fgf4,F4FL_KO,any,wt,NA,Littermate,NA,tbd,0,0h,blastocyst,zero,Gdf9:iCre,NA,NS,
20180716,20180730,071618Xim_F4_CB,CB,071618Xim_F4_CB3,Fgf4,tbd,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,Gdf9:iCre,Injection,NS,
20180724,20180802,072418Xim_WT_CC,CC,072418Xim_WT_CC1,Fgf4,WT,any,wt,NA,Littermate,NA,tbd,0,0h,blastocyst,zero,none,NA,NS,NS
20180724,20180802,072418Xim_WT_CC,CC,072418Xim_WT_CC2,Fgf4,WT,any,wt,NA,Littermate,NA,tbd,0,0h,blastocyst,zero,none,NA,NS,NS
20180724,20180802,072418Xim_WT_CC,CC,072418Xim_WT_CC3,Fgf4,WT,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,none,Injection,NS,NS
20180724,20180802,072418Xim_WT_CC,CC,072418Xim_WT_CC4,Fgf4,WT,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,none,Injection,NS,NS
20180724,20180802,072418Xim_WT_CC,CC,072418Xim_WT_CC5,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,tbd,12,28h,blastocyst,12,none,Injection,NS,NS
20180724,20180802,072418Xim_WT_CC,CC,072418Xim_WT_CC6,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,tbd,12,28h,blastocyst,12,none,Injection,NS,NS
20180724,20180802,072418Xim_WT_CC,CC,072418Xim_WT_CC7,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,tbd,12,28h,blastocyst,12,none,Injection,NS,NS
20180724,20180802,072418Xim_WT_CD,CD,072418Xim_WT_CD1,Fgf4,WT,any,wt,NA,Littermate,NA,tbd,0,0h,blastocyst,zero,none,NA,NS,
20180724,20180802,072418Xim_WT_CD,CD,072418Xim_WT_CD2,Fgf4,WT,any,wt,NA,Littermate,NA,tbd,0,0h,blastocyst,zero,none,NA,NS,
20180724,20180802,072418Xim_F4_CE,CE,072418Xim_F4_CE1,Fgf4,F4_KO,any,wt,NA,Littermate,NA,tbd,0,0h,blastocyst,zero,Gdf9:iCre,NA,NS,NS
20180724,20180802,072418Xim_F4_CE,CE,072418Xim_F4_CE2,Fgf4,F4FL_KO,any,wt,NA,Littermate,NA,tbd,0,0h,blastocyst,zero,Gdf9:iCre,NA,NS,NS
20180724,20180802,072418Xim_F4_CE,CE,072418Xim_F4_CE3,Fgf4,F4_KO,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,Gdf9:iCre,Injection,NS,NS
20180724,20180802,072418Xim_F4_CE,CE,072418Xim_F4_CE4,Fgf4,F4FL_KO,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,Gdf9:iCre,Injection,NS,NS
20180724,20180802,072418Xim_F4_CE,CE,072418Xim_F4_CE5,Fgf4,F4_KO,any,wt,NA,Control,NA,tbd,0,28h,blastocyst,zero,Gdf9:iCre,Injection,NS,NS
20180724,20180802,072418Xim_F4_CE,CE,072418Xim_F4_CE6,Fgf4,F4_KO,any,wt,H2B-tdTomato,Chimera,S/LIF,tbd,12,28h,blastocyst,12,Gdf9:iCre,Injection,NS,NS
20180724,20180802,072418Xim_F4_CE,CE,072418Xim_F4_CE7,Fgf4,F4FL_KO,any,wt,H2B-tdTomato,Chimera,S/LIF,tbd,12,28h,blastocyst,12,Gdf9:iCre,Injection,NS,
20180801,20180808,080118Xim_WT_CF,CF,080118Xim_WT_CF1,Fgf4,WT,any,wt,NA,Control,NA,8,0,56h,8cell,zero,none,Aggregation,NS,SR
20180801,20180808,080118Xim_WT_CF,CF,080118Xim_WT_CF2,Fgf4,WT,any,wt,NA,Control,NA,8,0,56h,8cell,zero,none,Aggregation,NS,SR
20180801,20180808,080118Xim_WT_CF,CF,080118Xim_WT_CF3,Fgf4,WT,any,wt,NA,Control,NA,8,0,56h,8cell,zero,none,Aggregation,NS,SR
20180801,20180808,080118Xim_WT_CF,CF,080118Xim_WT_CF4,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,10,56h,8cell,8-10c,none,Aggregation,NS,SR
20180801,20180808,080118Xim_WT_CF,CF,080118Xim_WT_CF5,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,10,56h,8cell,8-10c,none,Aggregation,NS,SR
20180801,20180808,080118Xim_WT_CF,CF,080118Xim_WT_CF6,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,10,56h,8cell,8-10c,none,Aggregation,NS,SR
20180801,20180808,080118Xim_WT_CF,CF,080118Xim_WT_CF7,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,10,56h,8cell,8-10c,none,Aggregation,NS,SR
20180801,20180808,080118Xim_WT_CF,CF,080118Xim_WT_CF8,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,10,56h,8cell,8-10c,none,Aggregation,NS,SR
20180801,20180808,080118Xim_WT_CF,CF,080118Xim_WT_CF9,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,10,56h,8cell,8-10c,none,Aggregation,NS,SR
20180801,20180808,080118Xim_WT_CF,CF,080118Xim_WT_CF10,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,10,56h,8cell,8-10c,none,Aggregation,NS,SR
20180801,20180808,080118Xim_WT_CF,CF,080118Xim_WT_CF11,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,10,56h,8cell,8-10c,none,Aggregation,NS,SR
20180801,20180808,080118Xim_WT_CF,CF,080118Xim_WT_CF12,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,10,56h,8cell,8-10c,none,Aggregation,NS,SR
20180801,20180808,080118Xim_WT_CG,CG,080118Xim_WT_CG1,Fgf4,WT,any,wt,NA,Control,NA,8,0,56h,8cell,zero,none,Aggregation,NS,SR
20180801,20180808,080118Xim_WT_CG,CG,080118Xim_WT_CG2,Fgf4,WT,any,wt,NA,Control,NA,8,0,56h,8cell,zero,none,Aggregation,NS,SR
20180801,20180808,080118Xim_WT_CG,CG,080118Xim_WT_CG3,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,10,56h,8cell,8-10c,none,Aggregation,NS,SR
20180801,20180808,080118Xim_WT_CG,CG,080118Xim_WT_CG4,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,10,56h,8cell,8-10c,none,Aggregation,NS,SR
20180801,20180808,080118Xim_WT_CG,CG,080118Xim_WT_CG5,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,10,56h,8cell,8-10c,none,Aggregation,NS,SR
20180801,20180808,080118Xim_WT_CG,CG,080118Xim_WT_CG6,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,10,56h,8cell,8-10c,none,Aggregation,NS,SR
20180801,20180808,080118Xim_WT_CG,CG,080118Xim_WT_CG7,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,10,56h,8cell,8-10c,none,Aggregation,NS,SR
20180801,20180808,080118Xim_WT_CG,CG,080118Xim_WT_CG8,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,10,56h,8cell,8-10c,none,Aggregation,NS,SR
20180801,20180808,080118Xim_WT_CG,CG,080118Xim_WT_CG9,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,10,56h,8cell,8-10c,none,Aggregation,NS,SR
20180801,20180808,080118Xim_WT_CG,CG,080118Xim_WT_CG10,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,10,56h,8cell,8-10c,none,Aggregation,NS,SR
20180801,20180808,080118Xim_WT_CG,CG,080118Xim_WT_CG11,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,S/LIF,8,10,56h,8cell,8-10c,none,Aggregation,NS,SR
20180801,20180808,080118Xim_WT_CH,CH,080118Xim_WT_CH1,Fgf4,WT,any,wt,NA,Littermate,NA,tbd,0,0h,blastocyst,zero,none,NA,NS,NS
20180801,20180808,080118Xim_WT_CH,CH,080118Xim_WT_CH2,Fgf4,WT,any,wt,NA,Littermate,NA,tbd,0,0h,blastocyst,zero,none,NA,NS,NS
20180801,20180808,080118Xim_WT_CH,CH,080118Xim_WT_CH3,Fgf4,WT,any,wt,NA,Control,NA,tbd,0,46h,blastocyst,zero,none,Injection,NS,SR
20180801,20180808,080118Xim_WT_CH,CH,080118Xim_WT_CH4,Fgf4,WT,any,wt,NA,Control,NA,tbd,0,46h,blastocyst,zero,none,Injection,NS,SR
20180801,20180808,080118Xim_WT_CH,CH,080118Xim_WT_CH5,Fgf4,WT,any,wt,NA,Control,NA,tbd,0,46h,blastocyst,zero,none,Injection,NS,
20180801,20180808,080118Xim_WT_CH,CH,080118Xim_WT_CH6,Fgf4,WT,any,wt,NA,Control,NA,tbd,0,46h,blastocyst,zero,none,Injection,NS,
20180801,20180808,080118Xim_WT_CH,CH,080118Xim_WT_CH7,Fgf4,WT,any,wt,H2B-tdTomato,Chimera,2i/LIF,tbd,10,46h,blastocyst,10,none,Injection,NS,SR
20180801,20180808,080118Xim_WT_CI,CI,080118Xim_WT_CI1,Fgf4,WT,any,wt,NA,Littermate,NA,tbd,0,0h,blastocyst,zero,none,NA,NS,
20180801,20180808,080118Xim_WT_CI,CI,080118Xim_WT_CI2,Fgf4,WT,any,wt,NA,Littermate,NA,tbd,0,0h,blastocyst,zero,none,NA,NS,
20180801,20180808,080118Xim_WT_CI,CI,080118Xim_WT_CI3,Fgf4,WT,any,wt,NA,Littermate,NA,tbd,0,0h,blastocyst,zero,none,NA,NS,
20180801,20180808,080118Xim_WT_CI,CI,080118Xim_WT_CI4,Fgf4,WT,any,wt,NA,Littermate,NA,tbd,0,0h,blastocyst,zero,none,NA,NS,
20180801,20180808,080118Xim_WT_CI,CI,080118Xim_WT_CI5,Fgf4,WT,any,wt,NA,Littermate,NA,tbd,0,0h,blastocyst,zero,none,NA,NS,
20180801,20180808,080118Xim_F4_CJ,CJ,080118Xim_F4_CJ1,Fgf4,F4_KO,any,wt,NA,Littermate,NA,tbd,0,0h,blastocyst,zero,Gdf9:iCre,NA,NS,NS
20180801,20180808,080118Xim_F4_CJ,CJ,080118Xim_F4_CJ2,Fgf4,F4_KO,any,wt,NA,Littermate,NA,tbd,0,0h,blastocyst,zero,Gdf9:iCre,NA,NS,NS
20180801,20180808,080118Xim_F4_CJ,CJ,080118Xim_F4_CJ3,Fgf4,F4_KO,any,wt,NA,Control,NA,tbd,0,46h,blastocyst,zero,Gdf9:iCre,Injection,NS,NS
20180801,20180808,080118Xim_F4_CJ,CJ,080118Xim_F4_CJ4,Fgf4,F4_KO,any,wt,NA,Control,NA,tbd,0,46h,blastocyst,zero,Gdf9:iCre,Injection,NS,NS
20180801,20180808,080118Xim_F4_CJ,CJ,080118Xim_F4_CJ5,Fgf4,F4_KO,any,wt,NA,Control,NA,tbd,0,46h,blastocyst,zero,Gdf9:iCre,Injection,NS,
20180801,20180808,080118Xim_F4_CJ,CJ,080118Xim_F4_CJ6,Fgf4,F4_KO,any,wt,H2B-tdTomato,Chimera,2i/LIF,tbd,10,46h,blastocyst,10,Gdf9:iCre,Injection,NS,NS
20180801,20180808,080118Xim_F4_CJ,CJ,080118Xim_F4_CJ7,Fgf4,F4_KO,any,wt,H2B-tdTomato,Chimera,2i/LIF,tbd,10,46h,blastocyst,10,Gdf9:iCre,Injection,NS,NS
20180806,20180813,080618Xim_F4_CK,CK,080618Xim_F4_CK1,Fgf4,F4_KO,any,wt,NA,Control,NA,8,0,56h,8cell,zero,Gdf9:iCre,Aggregation,NS,NS
20180806,20180813,080618Xim_F4_CK,CK,080618Xim_F4_CK2,Fgf4,F4_KO,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,4,56h,8cell,4,Gdf9:iCre,Aggregation,NS,NS
20180806,20180813,080618Xim_F4_CK,CK,080618Xim_F4_CK3,Fgf4,unknown,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,4,56h,8cell,4,Gdf9:iCre,Aggregation,NS,
20180806,20180813,080618Xim_F4_CK,CK,080618Xim_F4_CK4,Fgf4,F4_KO,any,wt,H2B-tdTomato,Chimera,2i/LIF,8,4,56h,8cell,4,Gdf9:iCre,Aggregation,NS,NS
